match_day,date,venue,player,team,opponent,opponent_position,result,goals,assists,minutes_played
12,12/15/20,A,Junior Messias,FC Crotone,Udinese Calcio,13,0:0,,,82'
13,12/19/20,A,Junior Messias,FC Crotone,Sampdoria,9,3:1,,,90'
14,12/22/20,H,Junior Messias,FC Crotone,Parma,20,2:1,2,,90'
15,1/3/21,A,Junior Messias,FC Crotone,Inter,1,6:2,,1,86'
16,1/6/21,H,Junior Messias,FC Crotone,AS Roma,7,1:3,,1,90'
17,1/10/21,A,Junior Messias,FC Crotone,Hellas Verona,10,2:1,1,,90'
18,1/17/21,H,Junior Messias,FC Crotone,Benevento,18,4:1,,,90'
19,1/23/21,A,Junior Messias,FC Crotone,Fiorentina,14,2:1,,,87'
20,1/31/21,H,Junior Messias,FC Crotone,Genoa,11,0:3,,,90'
22,2/14/21,H,Junior Messias,FC Crotone,Sassuolo,8,1:2,,,90'
23,2/22/21,A,Junior Messias,FC Crotone,Juventus,4,3:0,,,90'
24,2/28/21,H,Junior Messias,FC Crotone,Cagliari Calcio,16,0:2,,,90'
25,3/3/21,A,Junior Messias,FC Crotone,Atalanta BC,3,5:1,,,90'
26,3/7/21,H,Junior Messias,FC Crotone,Torino,17,4:2,,,90'
27,3/12/21,A,Junior Messias,FC Crotone,Lazio,6,3:2,,1,90'
28,3/20/21,H,Junior Messias,FC Crotone,Bologna,12,2:3,1,,90'
29,4/3/21,A,Junior Messias,FC Crotone,SSC Napoli,5,4:3,1,1,90'
30,4/10/21,A,Junior Messias,FC Crotone,Spezia Calcio,15,3:2,,,90'
31,4/17/21,H,Junior Messias,FC Crotone,Udinese Calcio,13,1:2,,,90'
32,4/21/21,H,Junior Messias,FC Crotone,Sampdoria,9,0:1,,,90'
33,4/24/21,A,Junior Messias,FC Crotone,Parma,20,3:4,,,83'
34,5/1/21,H,Junior Messias,FC Crotone,Inter,1,0:2,,,90'
35,5/9/21,A,Junior Messias,FC Crotone,AS Roma,7,5:0,,,90'
36,5/13/21,H,Junior Messias,FC Crotone,Hellas Verona,10,2:1,1,,90'
38,5/22/21,H,Junior Messias,FC Crotone,Fiorentina,14,0:0,,,90'
2,9/26/20,A,Luis Alberto,SS Lazio,Cagliari Calcio,16,0:2,,,89'
1,9/30/20,H,Luis Alberto,SS Lazio,Atalanta BC,3,1:4,,,70'
3,10/4/20,H,Luis Alberto,SS Lazio,Inter,1,1:1,,,80'
4,10/17/20,A,Luis Alberto,SS Lazio,Sampdoria,9,3:0,,,90'
5,10/24/20,H,Luis Alberto,SS Lazio,Bologna,12,2:1,1,,79'
7,11/8/20,H,Luis Alberto,SS Lazio,Juventus,4,1:1,,,77'
8,11/21/20,A,Luis Alberto,SS Lazio,Crotone,19,0:2,,,90'
9,11/29/20,H,Luis Alberto,SS Lazio,Udinese Calcio,13,1:3,,,63'
10,12/5/20,A,Luis Alberto,SS Lazio,Spezia Calcio,15,1:2,,,59'
12,12/15/20,A,Luis Alberto,SS Lazio,Benevento,18,1:1,,,80'
13,12/20/20,H,Luis Alberto,SS Lazio,SSC Napoli,5,2:0,1,,90'
14,12/23/20,A,Luis Alberto,SS Lazio,AC Milan,2,3:2,1,,90'
15,1/3/21,A,Luis Alberto,SS Lazio,Genoa,11,1:1,,,89'
16,1/6/21,H,Luis Alberto,SS Lazio,Fiorentina,14,2:1,,,90'
17,1/10/21,A,Luis Alberto,SS Lazio,Parma,20,0:2,1,,64'
18,1/15/21,H,Luis Alberto,SS Lazio,AS Roma,7,3:0,2,,90'
20,1/31/21,A,Luis Alberto,SS Lazio,Atalanta BC,3,1:3,,,59'
21,2/7/21,H,Luis Alberto,SS Lazio,Cagliari Calcio,16,1:0,,,65'
22,2/14/21,A,Luis Alberto,SS Lazio,Inter,1,3:1,,,78'
23,2/20/21,H,Luis Alberto,SS Lazio,Sampdoria,9,1:0,1,,63'
24,2/27/21,A,Luis Alberto,SS Lazio,Bologna,12,2:0,,,76'
26,3/6/21,A,Luis Alberto,SS Lazio,Juventus,4,3:1,,,82'
27,3/12/21,H,Luis Alberto,SS Lazio,Crotone,19,3:2,1,,90'
28,3/21/21,A,Luis Alberto,SS Lazio,Udinese Calcio,13,0:1,,,74'
29,4/3/21,H,Luis Alberto,SS Lazio,Spezia Calcio,15,2:1,,,38'
30,4/11/21,A,Luis Alberto,SS Lazio,Hellas Verona,10,0:1,,,75'
31,4/18/21,H,Luis Alberto,SS Lazio,Benevento,18,5:3,,,70'
32,4/22/21,A,Luis Alberto,SS Lazio,SSC Napoli,5,5:2,,,64'
33,4/26/21,H,Luis Alberto,SS Lazio,AC Milan,2,3:0,,1,88'
34,5/2/21,H,Luis Alberto,SS Lazio,Genoa,11,4:3,1,1,82'
35,5/8/21,A,Luis Alberto,SS Lazio,Fiorentina,14,2:0,,,76'
36,5/12/21,H,Luis Alberto,SS Lazio,Parma,20,1:0,,,90'
37,5/15/21,A,Luis Alberto,SS Lazio,AS Roma,7,2:0,,,90'
25,5/18/21,H,Luis Alberto,SS Lazio,Torino,17,0:0,,,90'
2,9/26/20,A,Ruslan Malinovskyi,Atalanta BC,Torino,17,2:4,,,26'
1,9/30/20,A,Ruslan Malinovskyi,Atalanta BC,Lazio,6,1:4,,1,90'
3,10/4/20,H,Ruslan Malinovskyi,Atalanta BC,Cagliari Calcio,16,5:2,,,25'
4,10/17/20,A,Ruslan Malinovskyi,Atalanta BC,SSC Napoli,5,4:1,,,27'
5,10/24/20,H,Ruslan Malinovskyi,Atalanta BC,Sampdoria,9,1:3,,,27'
6,10/31/20,A,Ruslan Malinovskyi,Atalanta BC,Crotone,19,1:2,,1,89'
7,11/8/20,H,Ruslan Malinovskyi,Atalanta BC,Inter,1,1:1,,,59'
11,12/13/20,H,Ruslan Malinovskyi,Atalanta BC,Fiorentina,14,3:0,1,,74'
12,12/16/20,A,Ruslan Malinovskyi,Atalanta BC,Juventus,4,1:1,,,71'
13,12/20/20,H,Ruslan Malinovskyi,Atalanta BC,AS Roma,7,4:1,,,81'
14,12/23/20,A,Ruslan Malinovskyi,Atalanta BC,Bologna,12,2:2,,,6'
15,1/3/21,H,Ruslan Malinovskyi,Atalanta BC,Sassuolo,8,5:1,,,27'
16,1/6/21,H,Ruslan Malinovskyi,Atalanta BC,Parma,20,3:0,,,32'
17,1/9/21,A,Ruslan Malinovskyi,Atalanta BC,Benevento,18,1:4,,1,27'
18,1/17/21,H,Ruslan Malinovskyi,Atalanta BC,Genoa,11,0:0,,,66'
10,1/20/21,A,Ruslan Malinovskyi,Atalanta BC,Udinese Calcio,13,1:1,,,81'
19,1/23/21,A,Ruslan Malinovskyi,Atalanta BC,AC Milan,2,0:3,,,1'
20,1/31/21,H,Ruslan Malinovskyi,Atalanta BC,Lazio,6,1:3,,,45'
21,2/6/21,H,Ruslan Malinovskyi,Atalanta BC,Torino,17,3:3,,,78'
22,2/14/21,A,Ruslan Malinovskyi,Atalanta BC,Cagliari Calcio,16,0:1,,,5'
23,2/21/21,H,Ruslan Malinovskyi,Atalanta BC,SSC Napoli,5,4:2,,,1'
24,2/28/21,A,Ruslan Malinovskyi,Atalanta BC,Sampdoria,9,0:2,1,,83'
25,3/3/21,H,Ruslan Malinovskyi,Atalanta BC,Crotone,19,5:1,,,63'
26,3/8/21,A,Ruslan Malinovskyi,Atalanta BC,Inter,1,1:0,,,45'
27,3/12/21,H,Ruslan Malinovskyi,Atalanta BC,Spezia Calcio,15,3:1,,,24'
28,3/21/21,A,Ruslan Malinovskyi,Atalanta BC,Hellas Verona,10,0:2,1,1,87'
29,4/3/21,H,Ruslan Malinovskyi,Atalanta BC,Udinese Calcio,13,3:2,,2,78'
30,4/11/21,A,Ruslan Malinovskyi,Atalanta BC,Fiorentina,14,2:3,,2,63'
31,4/18/21,H,Ruslan Malinovskyi,Atalanta BC,Juventus,4,1:0,1,,18'
32,4/22/21,A,Ruslan Malinovskyi,Atalanta BC,AS Roma,7,1:1,1,,59'
33,4/25/21,H,Ruslan Malinovskyi,Atalanta BC,Bologna,12,5:0,1,1,71'
34,5/2/21,A,Ruslan Malinovskyi,Atalanta BC,Sassuolo,8,1:1,,1,90'
35,5/9/21,A,Ruslan Malinovskyi,Atalanta BC,Parma,20,2:5,1,,58'
36,5/12/21,H,Ruslan Malinovskyi,Atalanta BC,Benevento,18,2:0,,1,59'
37,5/15/21,A,Ruslan Malinovskyi,Atalanta BC,Genoa,11,3:4,1,1,57'
38,5/23/21,H,Ruslan Malinovskyi,Atalanta BC,AC Milan,2,0:2,,,90'
1,9/20/20,A,Piotr Zielinski,SSC Napoli,Parma,20,0:2,,,88'
2,9/27/20,H,Piotr Zielinski,SSC Napoli,Genoa,11,6:0,1,1,73'
6,11/1/20,H,Piotr Zielinski,SSC Napoli,Sassuolo,8,0:2,,,12'
7,11/8/20,A,Piotr Zielinski,SSC Napoli,Bologna,12,0:1,,,14'
8,11/22/20,H,Piotr Zielinski,SSC Napoli,AC Milan,2,1:3,,,34'
9,11/29/20,H,Piotr Zielinski,SSC Napoli,AS Roma,7,4:0,,,78'
10,12/6/20,A,Piotr Zielinski,SSC Napoli,Crotone,19,0:4,,1,69'
11,12/13/20,H,Piotr Zielinski,SSC Napoli,Sampdoria,9,2:1,,,77'
12,12/16/20,A,Piotr Zielinski,SSC Napoli,Inter,1,1:0,,,74'
13,12/20/20,A,Piotr Zielinski,SSC Napoli,Lazio,6,2:0,,,90'
14,12/23/20,H,Piotr Zielinski,SSC Napoli,Torino,17,1:1,,1,90'
15,1/3/21,A,Piotr Zielinski,SSC Napoli,Cagliari Calcio,16,1:4,2,,77'
16,1/6/21,H,Piotr Zielinski,SSC Napoli,Spezia Calcio,15,1:2,,,76'
17,1/10/21,A,Piotr Zielinski,SSC Napoli,Udinese Calcio,13,1:2,,,90'
18,1/17/21,H,Piotr Zielinski,SSC Napoli,Fiorentina,14,6:0,1,,73'
19,1/24/21,A,Piotr Zielinski,SSC Napoli,Hellas Verona,10,3:1,,,83'
20,1/31/21,H,Piotr Zielinski,SSC Napoli,Parma,20,2:0,,,70'
21,2/6/21,A,Piotr Zielinski,SSC Napoli,Genoa,11,2:1,,,54'
22,2/13/21,H,Piotr Zielinski,SSC Napoli,Juventus,4,1:0,,,64'
23,2/21/21,A,Piotr Zielinski,SSC Napoli,Atalanta BC,3,4:2,1,,84'
24,2/28/21,H,Piotr Zielinski,SSC Napoli,Benevento,18,2:0,,,83'
25,3/3/21,A,Piotr Zielinski,SSC Napoli,Sassuolo,8,3:3,1,,85'
26,3/7/21,H,Piotr Zielinski,SSC Napoli,Bologna,12,3:1,,2,79'
27,3/14/21,A,Piotr Zielinski,SSC Napoli,AC Milan,2,0:1,,1,75'
28,3/21/21,A,Piotr Zielinski,SSC Napoli,AS Roma,7,0:2,,,73'
29,4/3/21,H,Piotr Zielinski,SSC Napoli,Crotone,19,4:3,,,17'
3,4/7/21,A,Piotr Zielinski,SSC Napoli,Juventus,4,2:1,,,90'
30,4/11/21,A,Piotr Zielinski,SSC Napoli,Sampdoria,9,0:2,,1,74'
31,4/18/21,H,Piotr Zielinski,SSC Napoli,Inter,1,1:1,,,88'
32,4/22/21,H,Piotr Zielinski,SSC Napoli,Lazio,6,5:2,,1,82'
33,4/26/21,A,Piotr Zielinski,SSC Napoli,Torino,17,0:2,,,59'
34,5/2/21,H,Piotr Zielinski,SSC Napoli,Cagliari Calcio,16,1:1,,,81'
35,5/8/21,A,Piotr Zielinski,SSC Napoli,Spezia Calcio,15,1:4,1,1,69'
36,5/11/21,H,Piotr Zielinski,SSC Napoli,Udinese Calcio,13,5:1,1,1,75'
37,5/16/21,A,Piotr Zielinski,SSC Napoli,Fiorentina,14,0:2,,1,76'
38,5/23/21,H,Piotr Zielinski,SSC Napoli,Hellas Verona,10,1:1,,,72'
1,9/21/20,A,Musa Barrow,Bologna FC 1909,AC Milan,2,2:0,,,83'
2,9/28/20,H,Musa Barrow,Bologna FC 1909,Parma,20,4:1,,,80'
3,10/4/20,A,Musa Barrow,Bologna FC 1909,Benevento,18,1:0,,,90'
4,10/18/20,H,Musa Barrow,Bologna FC 1909,Sassuolo,8,3:4,,,76'
5,10/24/20,A,Musa Barrow,Bologna FC 1909,Lazio,6,2:1,,,18'
6,10/31/20,H,Musa Barrow,Bologna FC 1909,Cagliari Calcio,16,3:2,2,,89'
7,11/8/20,H,Musa Barrow,Bologna FC 1909,SSC Napoli,5,0:1,,,90'
8,11/22/20,A,Musa Barrow,Bologna FC 1909,Sampdoria,9,1:2,,1,86'
9,11/29/20,H,Musa Barrow,Bologna FC 1909,Crotone,19,1:0,,,87'
10,12/5/20,A,Musa Barrow,Bologna FC 1909,Inter,1,3:1,,,79'
11,12/13/20,H,Musa Barrow,Bologna FC 1909,AS Roma,7,1:5,,1,90'
12,12/16/20,A,Musa Barrow,Bologna FC 1909,Spezia Calcio,15,2:2,1,1,90'
13,12/20/20,A,Musa Barrow,Bologna FC 1909,Torino,17,1:1,,,90'
14,12/23/20,H,Musa Barrow,Bologna FC 1909,Atalanta BC,3,2:2,,,65'
15,1/3/21,A,Musa Barrow,Bologna FC 1909,Fiorentina,14,0:0,,,90'
16,1/6/21,H,Musa Barrow,Bologna FC 1909,Udinese Calcio,13,2:2,,1,71'
17,1/9/21,A,Musa Barrow,Bologna FC 1909,Genoa,11,2:0,,,30'
18,1/16/21,H,Musa Barrow,Bologna FC 1909,Hellas Verona,10,1:0,,,75'
19,1/24/21,A,Musa Barrow,Bologna FC 1909,Juventus,4,2:0,,,90'
20,1/30/21,H,Musa Barrow,Bologna FC 1909,AC Milan,2,1:2,,,90'
21,2/7/21,A,Musa Barrow,Bologna FC 1909,Parma,20,0:3,2,,82'
22,2/12/21,H,Musa Barrow,Bologna FC 1909,Benevento,18,1:1,,1,90'
23,2/20/21,A,Musa Barrow,Bologna FC 1909,Sassuolo,8,1:1,,1,63'
24,2/27/21,H,Musa Barrow,Bologna FC 1909,Lazio,6,2:0,,1,83'
25,3/3/21,A,Musa Barrow,Bologna FC 1909,Cagliari Calcio,16,1:0,,,90'
26,3/7/21,A,Musa Barrow,Bologna FC 1909,SSC Napoli,5,3:1,,,25'
27,3/14/21,H,Musa Barrow,Bologna FC 1909,Sampdoria,9,3:1,1,1,90'
28,3/20/21,A,Musa Barrow,Bologna FC 1909,Crotone,19,2:3,,1,90'
29,4/3/21,H,Musa Barrow,Bologna FC 1909,Inter,1,0:1,,,90'
30,4/11/21,A,Musa Barrow,Bologna FC 1909,AS Roma,7,1:0,,,60'
31,4/18/21,H,Musa Barrow,Bologna FC 1909,Spezia Calcio,15,4:1,1,1,90'
32,4/21/21,H,Musa Barrow,Bologna FC 1909,Torino,17,1:1,1,,90'
33,4/25/21,A,Musa Barrow,Bologna FC 1909,Atalanta BC,3,5:0,,,72'
34,5/2/21,H,Musa Barrow,Bologna FC 1909,Fiorentina,14,3:3,,,90'
35,5/8/21,A,Musa Barrow,Bologna FC 1909,Udinese Calcio,13,1:1,,,62'
36,5/12/21,H,Musa Barrow,Bologna FC 1909,Genoa,11,0:2,,,90'
37,5/17/21,A,Musa Barrow,Bologna FC 1909,Hellas Verona,10,2:2,,,28'
38,5/23/21,H,Musa Barrow,Bologna FC 1909,Juventus,4,1:4,,,90'
2,9/26/20,A,Sergej Milinković-Savić,SS Lazio,Cagliari Calcio,16,0:2,,,71'
1,9/30/20,H,Sergej Milinković-Savić,SS Lazio,Atalanta BC,3,1:4,,1,70'
3,10/4/20,H,Sergej Milinković-Savić,SS Lazio,Inter,1,1:1,1,,90'
4,10/17/20,A,Sergej Milinković-Savić,SS Lazio,Sampdoria,9,3:0,,,90'
6,11/1/20,A,Sergej Milinković-Savić,SS Lazio,Torino,17,3:4,1,,90'
7,11/8/20,H,Sergej Milinković-Savić,SS Lazio,Juventus,4,1:1,,,90'
10,12/5/20,A,Sergej Milinković-Savić,SS Lazio,Spezia Calcio,15,1:2,1,1,74'
11,12/12/20,H,Sergej Milinković-Savić,SS Lazio,Hellas Verona,10,1:2,,,90'
12,12/15/20,A,Sergej Milinković-Savić,SS Lazio,Benevento,18,1:1,,1,90'
13,12/20/20,H,Sergej Milinković-Savić,SS Lazio,SSC Napoli,5,2:0,,,85'
14,12/23/20,A,Sergej Milinković-Savić,SS Lazio,AC Milan,2,3:2,,1,73'
15,1/3/21,A,Sergej Milinković-Savić,SS Lazio,Genoa,11,1:1,,1,81'
16,1/6/21,H,Sergej Milinković-Savić,SS Lazio,Fiorentina,14,2:1,,,90'
17,1/10/21,A,Sergej Milinković-Savić,SS Lazio,Parma,20,0:2,,1,90'
18,1/15/21,H,Sergej Milinković-Savić,SS Lazio,AS Roma,7,3:0,,,90'
19,1/24/21,H,Sergej Milinković-Savić,SS Lazio,Sassuolo,8,2:1,1,,90'
20,1/31/21,A,Sergej Milinković-Savić,SS Lazio,Atalanta BC,3,1:3,,,90'
21,2/7/21,H,Sergej Milinković-Savić,SS Lazio,Cagliari Calcio,16,1:0,,1,90'
22,2/14/21,A,Sergej Milinković-Savić,SS Lazio,Inter,1,3:1,1,,90'
23,2/20/21,H,Sergej Milinković-Savić,SS Lazio,Sampdoria,9,1:0,,1,90'
24,2/27/21,A,Sergej Milinković-Savić,SS Lazio,Bologna,12,2:0,,,90'
26,3/6/21,A,Sergej Milinković-Savić,SS Lazio,Juventus,4,3:1,,,90'
27,3/12/21,H,Sergej Milinković-Savić,SS Lazio,Crotone,19,3:2,1,,90'
28,3/21/21,A,Sergej Milinković-Savić,SS Lazio,Udinese Calcio,13,0:1,,1,90'
29,4/3/21,H,Sergej Milinković-Savić,SS Lazio,Spezia Calcio,15,2:1,,,72'
30,4/11/21,A,Sergej Milinković-Savić,SS Lazio,Hellas Verona,10,0:1,1,,90'
31,4/18/21,H,Sergej Milinković-Savić,SS Lazio,Benevento,18,5:3,,1,90'
32,4/22/21,A,Sergej Milinković-Savić,SS Lazio,SSC Napoli,5,5:2,1,,83'
33,4/26/21,H,Sergej Milinković-Savić,SS Lazio,AC Milan,2,3:0,,,90'
34,5/2/21,H,Sergej Milinković-Savić,SS Lazio,Genoa,11,4:3,,,82'
35,5/8/21,A,Sergej Milinković-Savić,SS Lazio,Fiorentina,14,2:0,,,90'
37,5/15/21,A,Sergej Milinković-Savić,SS Lazio,AS Roma,7,2:0,,,84'
2,9/26/20,A,Gianluca Lapadula,Benevento Calcio,Sampdoria,9,2:3,,,15'
1,9/30/20,H,Gianluca Lapadula,Benevento Calcio,Inter,1,2:5,,1,27'
3,10/4/20,H,Gianluca Lapadula,Benevento Calcio,Bologna,12,1:0,1,,75'
4,10/18/20,A,Gianluca Lapadula,Benevento Calcio,AS Roma,7,5:2,1,,82'
5,10/25/20,H,Gianluca Lapadula,Benevento Calcio,SSC Napoli,5,1:2,,1,64'
6,11/2/20,A,Gianluca Lapadula,Benevento Calcio,Hellas Verona,10,3:1,1,,75'
7,11/7/20,H,Gianluca Lapadula,Benevento Calcio,Spezia Calcio,15,0:3,,,90'
8,11/22/20,A,Gianluca Lapadula,Benevento Calcio,Fiorentina,14,0:1,,,12'
9,11/28/20,H,Gianluca Lapadula,Benevento Calcio,Juventus,4,1:1,,,72'
10,12/6/20,A,Gianluca Lapadula,Benevento Calcio,Parma,20,0:0,,,87'
11,12/11/20,A,Gianluca Lapadula,Benevento Calcio,Sassuolo,8,1:0,,,90'
12,12/15/20,H,Gianluca Lapadula,Benevento Calcio,Lazio,6,1:1,,,71'
13,12/20/20,H,Gianluca Lapadula,Benevento Calcio,Genoa,11,2:0,,,79'
14,12/23/20,A,Gianluca Lapadula,Benevento Calcio,Udinese Calcio,13,0:2,,,70'
15,1/3/21,H,Gianluca Lapadula,Benevento Calcio,AC Milan,2,0:2,,,90'
16,1/6/21,A,Gianluca Lapadula,Benevento Calcio,Cagliari Calcio,16,1:2,,,76'
17,1/9/21,H,Gianluca Lapadula,Benevento Calcio,Atalanta BC,3,1:4,,,58'
18,1/17/21,A,Gianluca Lapadula,Benevento Calcio,Crotone,19,4:1,,,90'
19,1/22/21,H,Gianluca Lapadula,Benevento Calcio,Torino,17,2:2,1,1,84'
20,1/30/21,A,Gianluca Lapadula,Benevento Calcio,Inter,1,4:0,,,90'
21,2/7/21,H,Gianluca Lapadula,Benevento Calcio,Sampdoria,9,1:1,,,82'
22,2/12/21,A,Gianluca Lapadula,Benevento Calcio,Bologna,12,1:1,,,90'
23,2/21/21,H,Gianluca Lapadula,Benevento Calcio,AS Roma,7,0:0,,,78'
24,2/28/21,A,Gianluca Lapadula,Benevento Calcio,SSC Napoli,5,2:0,,,70'
25,3/3/21,H,Gianluca Lapadula,Benevento Calcio,Hellas Verona,10,0:3,,,74'
27,3/13/21,H,Gianluca Lapadula,Benevento Calcio,Fiorentina,14,1:4,,,21'
28,3/21/21,A,Gianluca Lapadula,Benevento Calcio,Juventus,4,0:1,,,73'
29,4/3/21,H,Gianluca Lapadula,Benevento Calcio,Parma,20,2:2,,,64'
30,4/12/21,H,Gianluca Lapadula,Benevento Calcio,Sassuolo,8,0:1,,,34'
31,4/18/21,A,Gianluca Lapadula,Benevento Calcio,Lazio,6,5:3,,,33'
32,4/21/21,A,Gianluca Lapadula,Benevento Calcio,Genoa,11,2:2,1,1,87'
33,4/25/21,H,Gianluca Lapadula,Benevento Calcio,Udinese Calcio,13,2:4,1,1,90'
34,5/1/21,A,Gianluca Lapadula,Benevento Calcio,AC Milan,2,2:0,,,76'
35,5/9/21,H,Gianluca Lapadula,Benevento Calcio,Cagliari Calcio,16,1:3,1,,90'
36,5/12/21,A,Gianluca Lapadula,Benevento Calcio,Atalanta BC,3,2:0,,,90'
37,5/16/21,H,Gianluca Lapadula,Benevento Calcio,Crotone,19,1:1,1,,90'
38,5/23/21,A,Gianluca Lapadula,Benevento Calcio,Torino,17,1:1,,,33'
2,9/26/20,A,Joaquín Correa,SS Lazio,Cagliari Calcio,16,0:2,,,71'
3,10/4/20,H,Joaquín Correa,SS Lazio,Inter,1,1:1,,,90'
4,10/17/20,A,Joaquín Correa,SS Lazio,Sampdoria,9,3:0,,,90'
5,10/24/20,H,Joaquín Correa,SS Lazio,Bologna,12,2:1,,,64'
6,11/1/20,A,Joaquín Correa,SS Lazio,Torino,17,3:4,,,73'
7,11/8/20,H,Joaquín Correa,SS Lazio,Juventus,4,1:1,,1,90'
8,11/21/20,A,Joaquín Correa,SS Lazio,Crotone,19,0:2,1,,62'
9,11/29/20,H,Joaquín Correa,SS Lazio,Udinese Calcio,13,1:3,,,90'
11,12/12/20,H,Joaquín Correa,SS Lazio,Hellas Verona,10,1:2,,,25'
12,12/15/20,A,Joaquín Correa,SS Lazio,Benevento,18,1:1,,,90'
14,12/23/20,A,Joaquín Correa,SS Lazio,AC Milan,2,3:2,,,32'
19,1/24/21,H,Joaquín Correa,SS Lazio,Sassuolo,8,2:1,,1,67'
20,1/31/21,A,Joaquín Correa,SS Lazio,Atalanta BC,3,1:3,1,,81'
21,2/7/21,H,Joaquín Correa,SS Lazio,Cagliari Calcio,16,1:0,,,73'
22,2/14/21,A,Joaquín Correa,SS Lazio,Inter,1,3:1,,,70'
23,2/20/21,H,Joaquín Correa,SS Lazio,Sampdoria,9,1:0,,,55'
24,2/27/21,A,Joaquín Correa,SS Lazio,Bologna,12,2:0,,,90'
26,3/6/21,A,Joaquín Correa,SS Lazio,Juventus,4,3:1,1,,90'
27,3/12/21,H,Joaquín Correa,SS Lazio,Crotone,19,3:2,,,76'
28,3/21/21,A,Joaquín Correa,SS Lazio,Udinese Calcio,13,0:1,,,16'
29,4/3/21,H,Joaquín Correa,SS Lazio,Spezia Calcio,15,2:1,,1,90'
31,4/18/21,H,Joaquín Correa,SS Lazio,Benevento,18,5:3,1,1,70'
32,4/22/21,A,Joaquín Correa,SS Lazio,SSC Napoli,5,5:2,,,90'
33,4/26/21,H,Joaquín Correa,SS Lazio,AC Milan,2,3:0,2,,76'
34,5/2/21,H,Joaquín Correa,SS Lazio,Genoa,11,4:3,2,,82'
35,5/8/21,A,Joaquín Correa,SS Lazio,Fiorentina,14,2:0,,,90'
36,5/12/21,H,Joaquín Correa,SS Lazio,Parma,20,1:0,,,33'
38,5/23/21,A,Joaquín Correa,SS Lazio,Sassuolo,8,2:0,,,19'
4,10/19/20,A,Gianluca Scamacca,Genoa CFC,Hellas Verona,10,0:0,,,27'
6,11/1/20,A,Gianluca Scamacca,Genoa CFC,Sampdoria,9,1:1,1,,73'
3,11/4/20,H,Gianluca Scamacca,Genoa CFC,Torino,17,1:2,1,,90'
7,11/8/20,H,Gianluca Scamacca,Genoa CFC,AS Roma,7,1:3,,1,90'
8,11/22/20,A,Gianluca Scamacca,Genoa CFC,Udinese Calcio,13,1:0,,,90'
9,11/30/20,H,Gianluca Scamacca,Genoa CFC,Parma,20,1:2,,,90'
10,12/7/20,A,Gianluca Scamacca,Genoa CFC,Fiorentina,14,1:1,,,80'
11,12/13/20,H,Gianluca Scamacca,Genoa CFC,Juventus,4,1:3,,,66'
12,12/16/20,H,Gianluca Scamacca,Genoa CFC,AC Milan,2,2:2,,,14'
13,12/20/20,A,Gianluca Scamacca,Genoa CFC,Benevento,18,2:0,,,18'
14,12/23/20,A,Gianluca Scamacca,Genoa CFC,Spezia Calcio,15,1:2,,,16'
15,1/3/21,H,Gianluca Scamacca,Genoa CFC,Lazio,6,1:1,,,29'
16,1/6/21,A,Gianluca Scamacca,Genoa CFC,Sassuolo,8,2:1,,,71'
21,2/6/21,H,Gianluca Scamacca,Genoa CFC,SSC Napoli,5,2:1,,,23'
23,2/20/21,H,Gianluca Scamacca,Genoa CFC,Hellas Verona,10,2:2,,,23'
24,2/28/21,A,Gianluca Scamacca,Genoa CFC,Inter,1,3:0,,,62'
26,3/7/21,A,Gianluca Scamacca,Genoa CFC,AS Roma,7,1:0,,,14'
27,3/13/21,H,Gianluca Scamacca,Genoa CFC,Udinese Calcio,13,1:1,,,20'
28,3/19/21,A,Gianluca Scamacca,Genoa CFC,Parma,20,1:2,2,,45'
29,4/3/21,H,Gianluca Scamacca,Genoa CFC,Fiorentina,14,1:1,,1,83'
30,4/11/21,A,Gianluca Scamacca,Genoa CFC,Juventus,4,3:1,1,,70'
31,4/18/21,A,Gianluca Scamacca,Genoa CFC,AC Milan,2,2:1,,,74'
33,4/24/21,H,Gianluca Scamacca,Genoa CFC,Spezia Calcio,15,2:0,1,,34'
34,5/2/21,A,Gianluca Scamacca,Genoa CFC,Lazio,6,4:3,1,,45'
35,5/9/21,H,Gianluca Scamacca,Genoa CFC,Sassuolo,8,1:2,,,22'
36,5/12/21,A,Gianluca Scamacca,Genoa CFC,Bologna,12,0:2,1,,82'
4,10/19/20,A,Eldor Shomurodov,Genoa CFC,Hellas Verona,10,0:0,,,63'
5,10/24/20,H,Eldor Shomurodov,Genoa CFC,Inter,1,0:2,,,25'
8,11/22/20,A,Eldor Shomurodov,Genoa CFC,Udinese Calcio,13,1:0,,,22'
9,11/30/20,H,Eldor Shomurodov,Genoa CFC,Parma,20,1:2,1,,69'
10,12/7/20,A,Eldor Shomurodov,Genoa CFC,Fiorentina,14,1:1,,,65'
11,12/13/20,H,Eldor Shomurodov,Genoa CFC,Juventus,4,1:3,,,17'
12,12/16/20,H,Eldor Shomurodov,Genoa CFC,AC Milan,2,2:2,,,85'
13,12/20/20,A,Eldor Shomurodov,Genoa CFC,Benevento,18,2:0,,,58'
15,1/3/21,H,Eldor Shomurodov,Genoa CFC,Lazio,6,1:1,,1,45'
16,1/6/21,A,Eldor Shomurodov,Genoa CFC,Sassuolo,8,2:1,1,,90'
17,1/9/21,H,Eldor Shomurodov,Genoa CFC,Bologna,12,2:0,,,81'
18,1/17/21,A,Eldor Shomurodov,Genoa CFC,Atalanta BC,3,0:0,,,90'
