match_day,date,venue,player,team,opponent,opponent_position,result,goals,assists,minutes_played
5,10/25/20,H,Adrien Rabiot,Juventus FC,Hellas Verona,10,1:1,,,90'
6,11/1/20,A,Adrien Rabiot,Juventus FC,Spezia Calcio,15,1:4,1,,28'
7,11/8/20,A,Adrien Rabiot,Juventus FC,Lazio,6,1:1,,,90'
8,11/21/20,H,Adrien Rabiot,Juventus FC,Cagliari Calcio,16,2:0,,,69'
9,11/28/20,A,Adrien Rabiot,Juventus FC,Benevento,18,1:1,,,90'
10,12/5/20,H,Adrien Rabiot,Juventus FC,Torino,17,2:1,,,71'
11,12/13/20,A,Adrien Rabiot,Juventus FC,Genoa,11,1:3,,,67'
12,12/16/20,H,Adrien Rabiot,Juventus FC,Atalanta BC,3,1:1,,,63'
16,1/6/21,A,Adrien Rabiot,Juventus FC,AC Milan,2,1:3,,,90'
17,1/10/21,H,Adrien Rabiot,Juventus FC,Sassuolo,8,3:1,,,45'
18,1/17/21,A,Adrien Rabiot,Juventus FC,Inter,1,2:0,,,58'
19,1/24/21,H,Adrien Rabiot,Juventus FC,Bologna,12,2:0,,,12'
20,1/30/21,A,Adrien Rabiot,Juventus FC,Sampdoria,9,0:2,,,16'
21,2/6/21,H,Adrien Rabiot,Juventus FC,AS Roma,7,2:0,,,90'
22,2/13/21,A,Adrien Rabiot,Juventus FC,SSC Napoli,5,1:0,,,90'
24,2/27/21,A,Adrien Rabiot,Juventus FC,Hellas Verona,10,1:1,,,90'
25,3/2/21,H,Adrien Rabiot,Juventus FC,Spezia Calcio,15,3:0,,,90'
26,3/6/21,H,Adrien Rabiot,Juventus FC,Lazio,6,3:1,1,,90'
27,3/14/21,A,Adrien Rabiot,Juventus FC,Cagliari Calcio,16,1:3,,,90'
28,3/21/21,H,Adrien Rabiot,Juventus FC,Benevento,18,0:1,,,73'
29,4/3/21,A,Adrien Rabiot,Juventus FC,Torino,17,2:2,,,3'
3,4/7/21,H,Adrien Rabiot,Juventus FC,SSC Napoli,5,2:1,,,90'
30,4/11/21,H,Adrien Rabiot,Juventus FC,Genoa,11,3:1,,,84'
31,4/18/21,A,Adrien Rabiot,Juventus FC,Atalanta BC,3,1:0,,,90'
32,4/21/21,H,Adrien Rabiot,Juventus FC,Parma,20,3:1,,,16'
33,4/25/21,A,Adrien Rabiot,Juventus FC,Fiorentina,14,1:1,,,90'
34,5/2/21,A,Adrien Rabiot,Juventus FC,Udinese Calcio,13,1:2,,1,6'
35,5/9/21,H,Adrien Rabiot,Juventus FC,AC Milan,2,0:3,,,90'
36,5/12/21,A,Adrien Rabiot,Juventus FC,Sassuolo,8,1:3,1,,90'
37,5/15/21,H,Adrien Rabiot,Juventus FC,Inter,1,3:2,,,90'
38,5/23/21,A,Adrien Rabiot,Juventus FC,Bologna,12,1:4,1,,90'
2,9/27/20,A,Stefano Okaka,Udinese Calcio,Hellas Verona,10,1:0,,,90'
1,9/30/20,H,Stefano Okaka,Udinese Calcio,Spezia Calcio,15,0:2,,,64'
3,10/3/20,H,Stefano Okaka,Udinese Calcio,AS Roma,7,0:1,,,90'
4,10/18/20,H,Stefano Okaka,Udinese Calcio,Parma,20,3:2,,1,90'
5,10/25/20,A,Stefano Okaka,Udinese Calcio,Fiorentina,14,3:2,2,,90'
6,11/1/20,H,Stefano Okaka,Udinese Calcio,AC Milan,2,1:2,,,71'
7,11/6/20,A,Stefano Okaka,Udinese Calcio,Sassuolo,8,0:0,,,85'
8,11/22/20,H,Stefano Okaka,Udinese Calcio,Genoa,11,1:0,,,90'
21,2/7/21,H,Stefano Okaka,Udinese Calcio,Hellas Verona,10,2:0,,,14'
22,2/14/21,A,Stefano Okaka,Udinese Calcio,AS Roma,7,3:0,,,28'
23,2/21/21,A,Stefano Okaka,Udinese Calcio,Parma,20,2:2,1,,30'
28,3/21/21,H,Stefano Okaka,Udinese Calcio,Lazio,6,0:1,,,28'
29,4/3/21,A,Stefano Okaka,Udinese Calcio,Atalanta BC,3,3:2,,,59'
30,4/10/21,H,Stefano Okaka,Udinese Calcio,Torino,17,0:1,,,25'
31,4/17/21,A,Stefano Okaka,Udinese Calcio,Crotone,19,1:2,,,90'
32,4/21/21,H,Stefano Okaka,Udinese Calcio,Cagliari Calcio,16,0:1,,,90'
33,4/25/21,A,Stefano Okaka,Udinese Calcio,Benevento,18,2:4,,,70'
34,5/2/21,H,Stefano Okaka,Udinese Calcio,Juventus,4,1:2,,,90'
35,5/8/21,H,Stefano Okaka,Udinese Calcio,Bologna,12,1:1,,,90'
36,5/11/21,A,Stefano Okaka,Udinese Calcio,SSC Napoli,5,5:1,1,,76'
37,5/16/21,H,Stefano Okaka,Udinese Calcio,Sampdoria,9,0:1,,,74'
38,5/23/21,A,Stefano Okaka,Udinese Calcio,Inter,1,5:1,,,58'
3,10/4/20,H,Jasmin Kurtic,Parma Calcio 1913,Hellas Verona,10,1:0,1,,74'
4,10/18/20,A,Jasmin Kurtic,Parma Calcio 1913,Udinese Calcio,13,3:2,,,64'
5,10/25/20,H,Jasmin Kurtic,Parma Calcio 1913,Spezia Calcio,15,2:2,,,79'
6,10/31/20,A,Jasmin Kurtic,Parma Calcio 1913,Inter,1,2:2,,,74'
7,11/7/20,H,Jasmin Kurtic,Parma Calcio 1913,Fiorentina,14,0:0,,,90'
8,11/22/20,A,Jasmin Kurtic,Parma Calcio 1913,AS Roma,7,3:0,,,28'
9,11/30/20,A,Jasmin Kurtic,Parma Calcio 1913,Genoa,11,1:2,,,90'
10,12/6/20,H,Jasmin Kurtic,Parma Calcio 1913,Benevento,18,0:0,,,90'
11,12/13/20,A,Jasmin Kurtic,Parma Calcio 1913,AC Milan,2,2:2,1,,74'
12,12/16/20,H,Jasmin Kurtic,Parma Calcio 1913,Cagliari Calcio,16,0:0,,,90'
13,12/19/20,H,Jasmin Kurtic,Parma Calcio 1913,Juventus,4,0:4,,,85'
14,12/22/20,A,Jasmin Kurtic,Parma Calcio 1913,Crotone,19,2:1,,,90'
15,1/3/21,H,Jasmin Kurtic,Parma Calcio 1913,Torino,17,0:3,,,90'
16,1/6/21,A,Jasmin Kurtic,Parma Calcio 1913,Atalanta BC,3,3:0,,,90'
17,1/10/21,H,Jasmin Kurtic,Parma Calcio 1913,Lazio,6,0:2,,,90'
18,1/17/21,A,Jasmin Kurtic,Parma Calcio 1913,Sassuolo,8,1:1,,,90'
19,1/24/21,H,Jasmin Kurtic,Parma Calcio 1913,Sampdoria,9,0:2,,,90'
20,1/31/21,A,Jasmin Kurtic,Parma Calcio 1913,SSC Napoli,5,2:0,,,81'
21,2/7/21,H,Jasmin Kurtic,Parma Calcio 1913,Bologna,12,0:3,,,70'
22,2/15/21,A,Jasmin Kurtic,Parma Calcio 1913,Hellas Verona,10,2:1,,,90'
24,2/27/21,A,Jasmin Kurtic,Parma Calcio 1913,Spezia Calcio,15,2:2,,,90'
25,3/4/21,H,Jasmin Kurtic,Parma Calcio 1913,Inter,1,1:2,,,90'
26,3/7/21,A,Jasmin Kurtic,Parma Calcio 1913,Fiorentina,14,3:3,1,,90'
27,3/14/21,H,Jasmin Kurtic,Parma Calcio 1913,AS Roma,7,2:0,,,90'
28,3/19/21,H,Jasmin Kurtic,Parma Calcio 1913,Genoa,11,1:2,,,79'
29,4/3/21,A,Jasmin Kurtic,Parma Calcio 1913,Benevento,18,2:2,1,,45'
30,4/10/21,H,Jasmin Kurtic,Parma Calcio 1913,AC Milan,2,1:3,,,90'
31,4/17/21,A,Jasmin Kurtic,Parma Calcio 1913,Cagliari Calcio,16,4:3,,,90'
32,4/21/21,A,Jasmin Kurtic,Parma Calcio 1913,Juventus,4,3:1,,,90'
33,4/24/21,H,Jasmin Kurtic,Parma Calcio 1913,Crotone,19,3:4,,,45'
34,5/3/21,A,Jasmin Kurtic,Parma Calcio 1913,Torino,17,1:0,,,58'
35,5/9/21,H,Jasmin Kurtic,Parma Calcio 1913,Atalanta BC,3,2:5,,,90'
36,5/12/21,A,Jasmin Kurtic,Parma Calcio 1913,Lazio,6,1:0,,,90'
37,5/16/21,H,Jasmin Kurtic,Parma Calcio 1913,Sassuolo,8,1:3,,,90'
2,9/26/20,H,Nicolò Barella,Inter Milan,Fiorentina,14,4:3,,1,74'
1,9/30/20,A,Nicolò Barella,Inter Milan,Benevento,18,2:5,,,38'
3,10/4/20,A,Nicolò Barella,Inter Milan,Lazio,6,1:1,,,90'
4,10/17/20,H,Nicolò Barella,Inter Milan,AC Milan,2,1:2,,,90'
5,10/24/20,A,Nicolò Barella,Inter Milan,Genoa,11,0:2,,1,32'
6,10/31/20,H,Nicolò Barella,Inter Milan,Parma,20,2:2,,1,78'
7,11/8/20,A,Nicolò Barella,Inter Milan,Atalanta BC,3,1:1,,,90'
8,11/22/20,H,Nicolò Barella,Inter Milan,Torino,17,4:2,,,90'
9,11/28/20,A,Nicolò Barella,Inter Milan,Sassuolo,8,0:3,,,85'
10,12/5/20,H,Nicolò Barella,Inter Milan,Bologna,12,3:1,,,19'
11,12/13/20,A,Nicolò Barella,Inter Milan,Cagliari Calcio,16,1:3,1,1,90'
12,12/16/20,H,Nicolò Barella,Inter Milan,SSC Napoli,5,1:0,,,90'
13,12/20/20,H,Nicolò Barella,Inter Milan,Spezia Calcio,15,2:1,,,90'
14,12/23/20,A,Nicolò Barella,Inter Milan,Hellas Verona,10,1:2,,,90'
15,1/3/21,H,Nicolò Barella,Inter Milan,Crotone,19,6:2,,1,70'
16,1/6/21,A,Nicolò Barella,Inter Milan,Sampdoria,9,2:1,,,81'
17,1/10/21,A,Nicolò Barella,Inter Milan,AS Roma,7,2:2,,,90'
18,1/17/21,H,Nicolò Barella,Inter Milan,Juventus,4,2:0,1,1,90'
19,1/23/21,A,Nicolò Barella,Inter Milan,Udinese Calcio,13,0:0,,,90'
20,1/30/21,H,Nicolò Barella,Inter Milan,Benevento,18,4:0,,,64'
21,2/5/21,A,Nicolò Barella,Inter Milan,Fiorentina,14,0:2,1,,90'
22,2/14/21,H,Nicolò Barella,Inter Milan,Lazio,6,3:1,,,90'
23,2/21/21,A,Nicolò Barella,Inter Milan,AC Milan,2,0:3,,,86'
24,2/28/21,H,Nicolò Barella,Inter Milan,Genoa,11,3:0,,,85'
25,3/4/21,A,Nicolò Barella,Inter Milan,Parma,20,1:2,,,90'
26,3/8/21,H,Nicolò Barella,Inter Milan,Atalanta BC,3,1:0,,,90'
27,3/14/21,A,Nicolò Barella,Inter Milan,Torino,17,1:2,,,90'
29,4/3/21,A,Nicolò Barella,Inter Milan,Bologna,12,0:1,,,90'
28,4/7/21,H,Nicolò Barella,Inter Milan,Sassuolo,8,2:1,,,90'
31,4/18/21,A,Nicolò Barella,Inter Milan,SSC Napoli,5,1:1,,,90'
32,4/21/21,A,Nicolò Barella,Inter Milan,Spezia Calcio,15,1:1,,,90'
33,4/25/21,H,Nicolò Barella,Inter Milan,Hellas Verona,10,1:0,,,90'
34,5/1/21,A,Nicolò Barella,Inter Milan,Crotone,19,0:2,,1,90'
35,5/8/21,H,Nicolò Barella,Inter Milan,Sampdoria,9,5:1,,1,29'
36,5/12/21,H,Nicolò Barella,Inter Milan,AS Roma,7,3:1,,,90'
37,5/15/21,A,Nicolò Barella,Inter Milan,Juventus,4,3:2,,1,90'
1,9/20/20,A,Giovanni Di Lorenzo,SSC Napoli,Parma,20,0:2,,,90'
2,9/27/20,H,Giovanni Di Lorenzo,SSC Napoli,Genoa,11,6:0,,1,90'
4,10/17/20,H,Giovanni Di Lorenzo,SSC Napoli,Atalanta BC,3,4:1,,,90'
5,10/25/20,A,Giovanni Di Lorenzo,SSC Napoli,Benevento,18,1:2,,,90'
6,11/1/20,H,Giovanni Di Lorenzo,SSC Napoli,Sassuolo,8,0:2,,,90'
7,11/8/20,A,Giovanni Di Lorenzo,SSC Napoli,Bologna,12,0:1,,,90'
8,11/22/20,H,Giovanni Di Lorenzo,SSC Napoli,AC Milan,2,1:3,,,90'
9,11/29/20,H,Giovanni Di Lorenzo,SSC Napoli,AS Roma,7,4:0,,,90'
10,12/6/20,A,Giovanni Di Lorenzo,SSC Napoli,Crotone,19,0:4,,,90'
11,12/13/20,H,Giovanni Di Lorenzo,SSC Napoli,Sampdoria,9,2:1,,,90'
12,12/16/20,A,Giovanni Di Lorenzo,SSC Napoli,Inter,1,1:0,,,90'
13,12/20/20,A,Giovanni Di Lorenzo,SSC Napoli,Lazio,6,2:0,,,90'
14,12/23/20,H,Giovanni Di Lorenzo,SSC Napoli,Torino,17,1:1,,,90'
15,1/3/21,A,Giovanni Di Lorenzo,SSC Napoli,Cagliari Calcio,16,1:4,,1,90'
16,1/6/21,H,Giovanni Di Lorenzo,SSC Napoli,Spezia Calcio,15,1:2,,1,90'
17,1/10/21,A,Giovanni Di Lorenzo,SSC Napoli,Udinese Calcio,13,1:2,,,90'
19,1/24/21,A,Giovanni Di Lorenzo,SSC Napoli,Hellas Verona,10,3:1,,,90'
20,1/31/21,H,Giovanni Di Lorenzo,SSC Napoli,Parma,20,2:0,,,90'
21,2/6/21,A,Giovanni Di Lorenzo,SSC Napoli,Genoa,11,2:1,,,90'
22,2/13/21,H,Giovanni Di Lorenzo,SSC Napoli,Juventus,4,1:0,,,90'
23,2/21/21,A,Giovanni Di Lorenzo,SSC Napoli,Atalanta BC,3,4:2,,,90'
24,2/28/21,H,Giovanni Di Lorenzo,SSC Napoli,Benevento,18,2:0,,,90'
25,3/3/21,A,Giovanni Di Lorenzo,SSC Napoli,Sassuolo,8,3:3,1,1,90'
26,3/7/21,H,Giovanni Di Lorenzo,SSC Napoli,Bologna,12,3:1,,,90'
27,3/14/21,A,Giovanni Di Lorenzo,SSC Napoli,AC Milan,2,0:1,,,90'
29,4/3/21,H,Giovanni Di Lorenzo,SSC Napoli,Crotone,19,4:3,1,1,90'
3,4/7/21,A,Giovanni Di Lorenzo,SSC Napoli,Juventus,4,2:1,,,90'
30,4/11/21,A,Giovanni Di Lorenzo,SSC Napoli,Sampdoria,9,0:2,,,90'
31,4/18/21,H,Giovanni Di Lorenzo,SSC Napoli,Inter,1,1:1,,,90'
32,4/22/21,H,Giovanni Di Lorenzo,SSC Napoli,Lazio,6,5:2,,,90'
33,4/26/21,A,Giovanni Di Lorenzo,SSC Napoli,Torino,17,0:2,,1,90'
34,5/2/21,H,Giovanni Di Lorenzo,SSC Napoli,Cagliari Calcio,16,1:1,,,90'
35,5/8/21,A,Giovanni Di Lorenzo,SSC Napoli,Spezia Calcio,15,1:4,,1,90'
36,5/11/21,H,Giovanni Di Lorenzo,SSC Napoli,Udinese Calcio,13,5:1,1,,90'
37,5/16/21,A,Giovanni Di Lorenzo,SSC Napoli,Fiorentina,14,0:2,,,90'
38,5/23/21,H,Giovanni Di Lorenzo,SSC Napoli,Hellas Verona,10,1:1,,,90'
1,9/20/20,A,Razvan Marin,Cagliari Calcio,Sassuolo,8,1:1,,,76'
2,9/26/20,H,Razvan Marin,Cagliari Calcio,Lazio,6,0:2,,,70'
3,10/4/20,A,Razvan Marin,Cagliari Calcio,Atalanta BC,3,5:2,,1,65'
4,10/18/20,A,Razvan Marin,Cagliari Calcio,Torino,17,2:3,,,90'
5,10/25/20,H,Razvan Marin,Cagliari Calcio,Crotone,19,4:2,,,88'
6,10/31/20,A,Razvan Marin,Cagliari Calcio,Bologna,12,3:2,,,86'
7,11/7/20,H,Razvan Marin,Cagliari Calcio,Sampdoria,9,2:0,,,45'
8,11/21/20,A,Razvan Marin,Cagliari Calcio,Juventus,4,2:0,,,70'
9,11/29/20,H,Razvan Marin,Cagliari Calcio,Spezia Calcio,15,2:2,,,90'
10,12/6/20,A,Razvan Marin,Cagliari Calcio,Hellas Verona,10,1:1,1,,83'
11,12/13/20,H,Razvan Marin,Cagliari Calcio,Inter,1,1:3,,,90'
12,12/16/20,A,Razvan Marin,Cagliari Calcio,Parma,20,0:0,,,13'
13,12/20/20,H,Razvan Marin,Cagliari Calcio,Udinese Calcio,13,1:1,,,90'
14,12/23/20,A,Razvan Marin,Cagliari Calcio,AS Roma,7,3:2,,,85'
15,1/3/21,H,Razvan Marin,Cagliari Calcio,SSC Napoli,5,1:4,,,90'
16,1/6/21,H,Razvan Marin,Cagliari Calcio,Benevento,18,1:2,,,90'
17,1/10/21,A,Razvan Marin,Cagliari Calcio,Fiorentina,14,1:0,,,90'
18,1/18/21,H,Razvan Marin,Cagliari Calcio,AC Milan,2,0:2,,,90'
19,1/24/21,A,Razvan Marin,Cagliari Calcio,Genoa,11,1:0,,,90'
20,1/31/21,H,Razvan Marin,Cagliari Calcio,Sassuolo,8,1:1,,1,90'
21,2/7/21,A,Razvan Marin,Cagliari Calcio,Lazio,6,1:0,,,90'
22,2/14/21,H,Razvan Marin,Cagliari Calcio,Atalanta BC,3,0:1,,,86'
23,2/19/21,H,Razvan Marin,Cagliari Calcio,Torino,17,0:1,,,90'
24,2/28/21,A,Razvan Marin,Cagliari Calcio,Crotone,19,0:2,,,90'
25,3/3/21,H,Razvan Marin,Cagliari Calcio,Bologna,12,1:0,,1,79'
26,3/7/21,A,Razvan Marin,Cagliari Calcio,Sampdoria,9,2:2,,,87'
27,3/14/21,H,Razvan Marin,Cagliari Calcio,Juventus,4,1:3,,,90'
28,3/20/21,A,Razvan Marin,Cagliari Calcio,Spezia Calcio,15,2:1,,,90'
29,4/3/21,H,Razvan Marin,Cagliari Calcio,Hellas Verona,10,0:2,,,18'
30,4/11/21,A,Razvan Marin,Cagliari Calcio,Inter,1,1:0,,,90'
31,4/17/21,H,Razvan Marin,Cagliari Calcio,Parma,20,4:3,1,1,90'
32,4/21/21,A,Razvan Marin,Cagliari Calcio,Udinese Calcio,13,0:1,,,87'
33,4/25/21,H,Razvan Marin,Cagliari Calcio,AS Roma,7,3:2,1,1,82'
35,5/9/21,A,Razvan Marin,Cagliari Calcio,Benevento,18,1:3,,1,88'
36,5/12/21,H,Razvan Marin,Cagliari Calcio,Fiorentina,14,0:0,,,69'
37,5/16/21,A,Razvan Marin,Cagliari Calcio,AC Milan,2,0:0,,,78'
38,5/22/21,H,Razvan Marin,Cagliari Calcio,Genoa,11,0:1,,,90'
3,10/4/20,A,Darko Lazovic,Hellas Verona,Parma,20,1:0,,,45'
4,10/19/20,H,Darko Lazovic,Hellas Verona,Genoa,11,0:0,,,90'
5,10/25/20,A,Darko Lazovic,Hellas Verona,Juventus,4,1:1,,,90'
6,11/2/20,H,Darko Lazovic,Hellas Verona,Benevento,18,3:1,1,,90'
7,11/8/20,A,Darko Lazovic,Hellas Verona,AC Milan,2,2:2,,,90'
10,12/6/20,H,Darko Lazovic,Hellas Verona,Cagliari Calcio,16,1:1,,,55'
11,12/12/20,A,Darko Lazovic,Hellas Verona,Lazio,6,1:2,,,3'
12,12/16/20,H,Darko Lazovic,Hellas Verona,Sampdoria,9,1:2,,,61'
13,12/19/20,A,Darko Lazovic,Hellas Verona,Fiorentina,14,1:1,,,70'
14,12/23/20,H,Darko Lazovic,Hellas Verona,Inter,1,1:2,,,37'
15,1/3/21,A,Darko Lazovic,Hellas Verona,Spezia Calcio,15,0:1,,,90'
18,1/16/21,A,Darko Lazovic,Hellas Verona,Bologna,12,1:0,,,90'
19,1/24/21,H,Darko Lazovic,Hellas Verona,SSC Napoli,5,3:1,,1,90'
20,1/31/21,A,Darko Lazovic,Hellas Verona,AS Roma,7,3:1,,,90'
21,2/7/21,A,Darko Lazovic,Hellas Verona,Udinese Calcio,13,2:0,,,90'
22,2/15/21,H,Darko Lazovic,Hellas Verona,Parma,20,2:1,,,90'
23,2/20/21,A,Darko Lazovic,Hellas Verona,Genoa,11,2:2,,,90'
24,2/27/21,H,Darko Lazovic,Hellas Verona,Juventus,4,1:1,,1,38'
25,3/3/21,A,Darko Lazovic,Hellas Verona,Benevento,18,0:3,,1,90'
26,3/7/21,H,Darko Lazovic,Hellas Verona,AC Milan,2,0:2,,,90'
27,3/13/21,A,Darko Lazovic,Hellas Verona,Sassuolo,8,3:2,1,1,90'
28,3/21/21,H,Darko Lazovic,Hellas Verona,Atalanta BC,3,0:2,,,45'
29,4/3/21,A,Darko Lazovic,Hellas Verona,Cagliari Calcio,16,0:2,,,90'
30,4/11/21,H,Darko Lazovic,Hellas Verona,Lazio,6,0:1,,,90'
31,4/17/21,A,Darko Lazovic,Hellas Verona,Sampdoria,9,3:1,1,,90'
32,4/20/21,H,Darko Lazovic,Hellas Verona,Fiorentina,14,1:2,,,78'
33,4/25/21,A,Darko Lazovic,Hellas Verona,Inter,1,1:0,,,90'
34,5/1/21,H,Darko Lazovic,Hellas Verona,Spezia Calcio,15,1:1,,1,90'
35,5/9/21,H,Darko Lazovic,Hellas Verona,Torino,17,1:1,,,90'
36,5/13/21,A,Darko Lazovic,Hellas Verona,Crotone,19,2:1,,,90'
37,5/17/21,H,Darko Lazovic,Hellas Verona,Bologna,12,2:2,,1,90'
38,5/23/21,A,Darko Lazovic,Hellas Verona,SSC Napoli,5,1:1,,,90'
1,9/20/20,H,Matteo Darmian,Parma Calcio 1913,SSC Napoli,5,0:2,,,90'
2,9/28/20,A,Matteo Darmian,Parma Calcio 1913,Bologna,12,4:1,,,90'
3,10/4/20,H,Matteo Darmian,Parma Calcio 1913,Hellas Verona,10,1:0,,,27'
5,10/24/20,A,Matteo Darmian,Inter Milan,Genoa,11,0:2,,,80'
6,10/31/20,H,Matteo Darmian,Inter Milan,Parma,20,2:2,,,68'
7,11/8/20,A,Matteo Darmian,Inter Milan,Atalanta BC,3,1:1,,,83'
9,11/28/20,A,Matteo Darmian,Inter Milan,Sassuolo,8,0:3,,1,90'
10,12/5/20,H,Matteo Darmian,Inter Milan,Bologna,12,3:1,,,19'
11,12/13/20,A,Matteo Darmian,Inter Milan,Cagliari Calcio,16,1:3,,,58'
12,12/16/20,H,Matteo Darmian,Inter Milan,SSC Napoli,5,1:0,,1,90'
13,12/20/20,H,Matteo Darmian,Inter Milan,Spezia Calcio,15,2:1,,,10'
15,1/3/21,H,Matteo Darmian,Inter Milan,Crotone,19,6:2,,1,15'
17,1/10/21,A,Matteo Darmian,Inter Milan,AS Roma,7,2:2,,,34'
18,1/17/21,H,Matteo Darmian,Inter Milan,Juventus,4,2:0,,,18'
21,2/5/21,A,Matteo Darmian,Inter Milan,Fiorentina,14,0:2,,,10'
22,2/14/21,H,Matteo Darmian,Inter Milan,Lazio,6,3:1,,,1'
23,2/21/21,A,Matteo Darmian,Inter Milan,AC Milan,2,0:3,,,12'
24,2/28/21,H,Matteo Darmian,Inter Milan,Genoa,11,3:0,1,,84'
25,3/4/21,A,Matteo Darmian,Inter Milan,Parma,20,1:2,,,6'
26,3/8/21,H,Matteo Darmian,Inter Milan,Atalanta BC,3,1:0,,,5'
27,3/14/21,A,Matteo Darmian,Inter Milan,Torino,17,1:2,,,2'
29,4/3/21,A,Matteo Darmian,Inter Milan,Bologna,12,0:1,,,20'
28,4/7/21,H,Matteo Darmian,Inter Milan,Sassuolo,8,2:1,,,90'
30,4/11/21,H,Matteo Darmian,Inter Milan,Cagliari Calcio,16,1:0,1,,84'
31,4/18/21,A,Matteo Darmian,Inter Milan,SSC Napoli,5,1:1,,,68'
33,4/25/21,H,Matteo Darmian,Inter Milan,Hellas Verona,10,1:0,1,,25'
34,5/1/21,A,Matteo Darmian,Inter Milan,Crotone,19,0:2,,,66'
36,5/12/21,H,Matteo Darmian,Inter Milan,AS Roma,7,3:1,,1,78'
37,5/15/21,A,Matteo Darmian,Inter Milan,Juventus,4,3:2,,,45'
1,9/19/20,H,Giacomo Bonaventura,ACF Fiorentina,Torino,17,1:0,,,79'
2,9/26/20,A,Giacomo Bonaventura,ACF Fiorentina,Inter,1,4:3,,1,61'
3,10/2/20,H,Giacomo Bonaventura,ACF Fiorentina,Sampdoria,9,1:2,,,90'
4,10/18/20,A,Giacomo Bonaventura,ACF Fiorentina,Spezia Calcio,15,2:2,,,78'
5,10/25/20,H,Giacomo Bonaventura,ACF Fiorentina,Udinese Calcio,13,3:2,,,80'
6,11/1/20,A,Giacomo Bonaventura,ACF Fiorentina,AS Roma,7,2:0,,,57'
7,11/7/20,A,Giacomo Bonaventura,ACF Fiorentina,Parma,20,0:0,,,7'
9,11/29/20,A,Giacomo Bonaventura,ACF Fiorentina,AC Milan,2,2:0,,,45'
10,12/7/20,H,Giacomo Bonaventura,ACF Fiorentina,Genoa,11,1:1,,,49'
11,12/13/20,A,Giacomo Bonaventura,ACF Fiorentina,Atalanta BC,3,3:0,,,90'
12,12/16/20,H,Giacomo Bonaventura,ACF Fiorentina,Sassuolo,8,1:1,,,87'
13,12/19/20,H,Giacomo Bonaventura,ACF Fiorentina,Hellas Verona,10,1:1,,,60'
14,12/22/20,A,Giacomo Bonaventura,ACF Fiorentina,Juventus,4,0:3,,,8'
15,1/3/21,H,Giacomo Bonaventura,ACF Fiorentina,Bologna,12,0:0,,,13'
16,1/6/21,A,Giacomo Bonaventura,ACF Fiorentina,Lazio,6,2:1,,,73'
17,1/10/21,H,Giacomo Bonaventura,ACF Fiorentina,Cagliari Calcio,16,1:0,,,90'
18,1/17/21,A,Giacomo Bonaventura,ACF Fiorentina,SSC Napoli,5,6:0,,,17'
19,1/23/21,H,Giacomo Bonaventura,ACF Fiorentina,Crotone,19,2:1,1,,90'
20,1/29/21,A,Giacomo Bonaventura,ACF Fiorentina,Torino,17,1:1,,1,84'
21,2/5/21,H,Giacomo Bonaventura,ACF Fiorentina,Inter,1,0:2,,,90'
22,2/14/21,A,Giacomo Bonaventura,ACF Fiorentina,Sampdoria,9,2:1,,,90'
23,2/19/21,H,Giacomo Bonaventura,ACF Fiorentina,Spezia Calcio,15,3:0,,,45'
26,3/7/21,H,Giacomo Bonaventura,ACF Fiorentina,Parma,20,3:3,,,20'
27,3/13/21,A,Giacomo Bonaventura,ACF Fiorentina,Benevento,18,1:4,,,78'
28,3/21/21,H,Giacomo Bonaventura,ACF Fiorentina,AC Milan,2,2:3,,,90'
29,4/3/21,A,Giacomo Bonaventura,ACF Fiorentina,Genoa,11,1:1,,,71'
30,4/11/21,H,Giacomo Bonaventura,ACF Fiorentina,Atalanta BC,3,2:3,,,77'
31,4/17/21,A,Giacomo Bonaventura,ACF Fiorentina,Sassuolo,8,3:1,1,,71'
32,4/20/21,A,Giacomo Bonaventura,ACF Fiorentina,Hellas Verona,10,1:2,,1,85'
34,5/2/21,A,Giacomo Bonaventura,ACF Fiorentina,Bologna,12,3:3,1,,82'
35,5/8/21,H,Giacomo Bonaventura,ACF Fiorentina,Lazio,6,2:0,,,73'
36,5/12/21,A,Giacomo Bonaventura,ACF Fiorentina,Cagliari Calcio,16,0:0,,,70'
37,5/16/21,H,Giacomo Bonaventura,ACF Fiorentina,SSC Napoli,5,0:2,,,77'
38,5/22/21,A,Giacomo Bonaventura,ACF Fiorentina,Crotone,19,0:0,,,90'
1,9/20/20,A,Valerio Verre,UC Sampdoria,Juventus,4,3:0,,,20'
2,9/26/20,H,Valerio Verre,UC Sampdoria,Benevento,18,2:3,,,59'
3,10/2/20,A,Valerio Verre,UC Sampdoria,Fiorentina,14,1:2,1,,21'
4,10/17/20,H,Valerio Verre,UC Sampdoria,Lazio,6,3:0,,1,33'
5,10/24/20,A,Valerio Verre,UC Sampdoria,Atalanta BC,3,1:3,,,24'
6,11/1/20,H,Valerio Verre,UC Sampdoria,Genoa,11,1:1,,,24'
7,11/7/20,A,Valerio Verre,UC Sampdoria,Cagliari Calcio,16,2:0,,,9'
9,11/30/20,A,Valerio Verre,UC Sampdoria,Torino,17,2:2,,,45'
11,12/13/20,A,Valerio Verre,UC Sampdoria,SSC Napoli,5,2:1,,1,63'
12,12/16/20,A,Valerio Verre,UC Sampdoria,Hellas Verona,10,1:2,1,,70'
