player,team,team_position,opponent,opponent_position,goals,assists
Harry Kane,Everton,10,Everton,10,,
Harry Kane,Southampton,15,Southampton,15,1,4
Harry Kane,Newcastle,12,Newcastle,12,,1
Harry Kane,Man Utd,2,Man Utd,2,2,1
Harry Kane,West Ham,6,West Ham,6,2,1
Harry Kane,Burnley,17,Burnley,17,,1
Harry Kane,Brighton,16,Brighton,16,1,
Harry Kane,West Brom,19,West Brom,19,1,
Harry Kane,Man City,1,Man City,1,,1
Harry Kane,Chelsea,4,Chelsea,4,,
Harry Kane,Arsenal,8,Arsenal,8,1,1
Harry Kane,Crystal Palace,14,Crystal Palace,14,1,
Harry Kane,Liverpool,3,Liverpool,3,,
Harry Kane,Leicester,5,Leicester,5,,
Harry Kane,Wolves,13,Wolves,13,,
Harry Kane,Leeds,9,Leeds,9,1,1
Harry Kane,Fulham,18,Fulham,18,1,
Harry Kane,Sheff Utd,20,Sheff Utd,20,1,
Harry Kane,Liverpool,3,Liverpool,3,,
Harry Kane,West Brom,19,West Brom,19,1,
Harry Kane,Man City,1,Man City,1,,
Harry Kane,West Ham,6,West Ham,6,,
Harry Kane,Burnley,17,Burnley,17,1,
Harry Kane,Fulham,18,Fulham,18,,
Harry Kane,Crystal Palace,14,Crystal Palace,14,2,2
Harry Kane,Arsenal,8,Arsenal,8,,
Harry Kane,Aston Villa,11,Aston Villa,11,1,
Harry Kane,Newcastle,12,Newcastle,12,2,
Harry Kane,Man Utd,2,Man Utd,2,,
Harry Kane,Everton,10,Everton,10,2,
Harry Kane,Sheff Utd,20,Sheff Utd,20,,
Harry Kane,Leeds,9,Leeds,9,,
Harry Kane,Wolves,13,Wolves,13,1,
Harry Kane,Aston Villa,11,Aston Villa,11,,
Harry Kane,Leicester,5,Leicester,5,1,1
Mohamed Salah,Leeds,9,Leeds,9,3,
Mohamed Salah,Chelsea,4,Chelsea,4,,
Mohamed Salah,Arsenal,8,Arsenal,8,,
Mohamed Salah,Aston Villa,11,Aston Villa,11,2,
Mohamed Salah,Everton,10,Everton,10,1,
Mohamed Salah,Sheff Utd,20,Sheff Utd,20,,
Mohamed Salah,West Ham,6,West Ham,6,1,
Mohamed Salah,Man City,1,Man City,1,1,
Mohamed Salah,Brighton,16,Brighton,16,,1
Mohamed Salah,Wolves,13,Wolves,13,1,1
Mohamed Salah,Fulham,18,Fulham,18,1,
Mohamed Salah,Spurs,7,Spurs,7,1,
Mohamed Salah,Crystal Palace,14,Crystal Palace,14,2,1
Mohamed Salah,West Brom,19,West Brom,19,,
Mohamed Salah,Newcastle,12,Newcastle,12,,
Mohamed Salah,Southampton,15,Southampton,15,,
Mohamed Salah,Man Utd,2,Man Utd,2,,
Mohamed Salah,Burnley,17,Burnley,17,,
Mohamed Salah,Spurs,7,Spurs,7,,
Mohamed Salah,West Ham,6,West Ham,6,2,
Mohamed Salah,Brighton,16,Brighton,16,,
Mohamed Salah,Man City,1,Man City,1,1,
Mohamed Salah,Leicester,5,Leicester,5,1,
Mohamed Salah,Everton,10,Everton,10,,
Mohamed Salah,Sheff Utd,20,Sheff Utd,20,,
Mohamed Salah,Chelsea,4,Chelsea,4,,
Mohamed Salah,Fulham,18,Fulham,18,,
Mohamed Salah,Wolves,13,Wolves,13,,
Mohamed Salah,Arsenal,8,Arsenal,8,1,
Mohamed Salah,Aston Villa,11,Aston Villa,11,1,
Mohamed Salah,Leeds,9,Leeds,9,,
Mohamed Salah,Newcastle,12,Newcastle,12,1,
Mohamed Salah,Southampton,15,Southampton,15,,1
Mohamed Salah,Man Utd,2,Man Utd,2,1,
Mohamed Salah,West Brom,19,West Brom,19,1,
Mohamed Salah,Burnley,17,Burnley,17,,
Mohamed Salah,Crystal Palace,14,Crystal Palace,14,,1
Bruno Fernandes,Crystal Palace,14,Crystal Palace,14,,
Bruno Fernandes,Brighton,16,Brighton,16,1,1
Bruno Fernandes,Spurs,7,Spurs,7,1,
Bruno Fernandes,Newcastle,12,Newcastle,12,1,1
Bruno Fernandes,Chelsea,4,Chelsea,4,,
Bruno Fernandes,Arsenal,8,Arsenal,8,,
Bruno Fernandes,Everton,10,Everton,10,2,1
Bruno Fernandes,West Brom,19,West Brom,19,1,
Bruno Fernandes,Southampton,15,Southampton,15,1,
Bruno Fernandes,West Ham,6,West Ham,6,,1
Bruno Fernandes,Man City,1,Man City,1,,
Bruno Fernandes,Sheff Utd,20,Sheff Utd,20,,
Bruno Fernandes,Leeds,9,Leeds,9,2,1
Bruno Fernandes,Leicester,5,Leicester,5,1,1
Bruno Fernandes,Wolves,13,Wolves,13,,1
Bruno Fernandes,Aston Villa,11,Aston Villa,11,1,
Bruno Fernandes,Burnley,17,Burnley,17,,
Bruno Fernandes,Liverpool,3,Liverpool,3,,
Bruno Fernandes,Fulham,18,Fulham,18,,1
Bruno Fernandes,Sheff Utd,20,Sheff Utd,20,,
Bruno Fernandes,Arsenal,8,Arsenal,8,,
Bruno Fernandes,Southampton,15,Southampton,15,1,2
Bruno Fernandes,Everton,10,Everton,10,1,
Bruno Fernandes,West Brom,19,West Brom,19,1,
Bruno Fernandes,Newcastle,12,Newcastle,12,1,
Bruno Fernandes,Chelsea,4,Chelsea,4,,
Bruno Fernandes,Crystal Palace,14,Crystal Palace,14,,
Bruno Fernandes,Man City,1,Man City,1,1,
Bruno Fernandes,West Ham,6,West Ham,6,,
Bruno Fernandes,Brighton,16,Brighton,16,,1
Bruno Fernandes,Spurs,7,Spurs,7,,
Bruno Fernandes,Burnley,17,Burnley,17,,
Bruno Fernandes,Leeds,9,Leeds,9,,
Bruno Fernandes,Aston Villa,11,Aston Villa,11,1,
Bruno Fernandes,Leicester,5,Leicester,5,,
Bruno Fernandes,Liverpool,3,Liverpool,3,1,
Bruno Fernandes,Fulham,18,Fulham,18,,
Heung-min Son,Everton,10,Everton,10,,
Heung-min Son,Southampton,15,Southampton,15,4,
Heung-min Son,Newcastle,12,Newcastle,12,,
Heung-min Son,Man Utd,2,Man Utd,2,2,1
Heung-min Son,West Ham,6,West Ham,6,1,1
Heung-min Son,Burnley,17,Burnley,17,1,
Heung-min Son,Brighton,16,Brighton,16,,
Heung-min Son,West Brom,19,West Brom,19,,
Heung-min Son,Man City,1,Man City,1,1,
Heung-min Son,Chelsea,4,Chelsea,4,,
Heung-min Son,Arsenal,8,Arsenal,8,1,1
Heung-min Son,Crystal Palace,14,Crystal Palace,14,,1
Heung-min Son,Liverpool,3,Liverpool,3,1,
Heung-min Son,Leicester,5,Leicester,5,,
Heung-min Son,Wolves,13,Wolves,13,,
Heung-min Son,Leeds,9,Leeds,9,1,1
Heung-min Son,Fulham,18,Fulham,18,,
Heung-min Son,Sheff Utd,20,Sheff Utd,20,,1
Heung-min Son,Liverpool,3,Liverpool,3,,
Heung-min Son,Brighton,16,Brighton,16,,
Heung-min Son,Chelsea,4,Chelsea,4,,
Heung-min Son,West Brom,19,West Brom,19,1,
Heung-min Son,Man City,1,Man City,1,,
Heung-min Son,West Ham,6,West Ham,6,,
Heung-min Son,Burnley,17,Burnley,17,,2
Heung-min Son,Fulham,18,Fulham,18,,
Heung-min Son,Crystal Palace,14,Crystal Palace,14,,1
Heung-min Son,Arsenal,8,Arsenal,8,,
Heung-min Son,Newcastle,12,Newcastle,12,,
Heung-min Son,Man Utd,2,Man Utd,2,1,
Heung-min Son,Everton,10,Everton,10,,
Heung-min Son,Southampton,15,Southampton,15,1,
Heung-min Son,Sheff Utd,20,Sheff Utd,20,1,1
Heung-min Son,Leeds,9,Leeds,9,1,
Heung-min Son,Wolves,13,Wolves,13,,
Heung-min Son,Aston Villa,11,Aston Villa,11,,
Heung-min Son,Leicester,5,Leicester,5,,
Patrick Bamford,Liverpool,3,Liverpool,3,1,
Patrick Bamford,Fulham,18,Fulham,18,1,1
Patrick Bamford,Sheff Utd,20,Sheff Utd,20,1,
Patrick Bamford,Man City,1,Man City,1,,
Patrick Bamford,Wolves,13,Wolves,13,,
Patrick Bamford,Aston Villa,11,Aston Villa,11,3,
Patrick Bamford,Leicester,5,Leicester,5,,
Patrick Bamford,Crystal Palace,14,Crystal Palace,14,1,
Patrick Bamford,Arsenal,8,Arsenal,8,,
Patrick Bamford,Everton,10,Everton,10,,
Patrick Bamford,Chelsea,4,Chelsea,4,1,
Patrick Bamford,West Ham,6,West Ham,6,,1
Patrick Bamford,Newcastle,12,Newcastle,12,1,
Patrick Bamford,Man Utd,2,Man Utd,2,,
Patrick Bamford,Burnley,17,Burnley,17,1,
Patrick Bamford,West Brom,19,West Brom,19,,1
Patrick Bamford,Spurs,7,Spurs,7,,
Patrick Bamford,Brighton,16,Brighton,16,,
Patrick Bamford,Newcastle,12,Newcastle,12,,
Patrick Bamford,Leicester,5,Leicester,5,1,2
Patrick Bamford,Everton,10,Everton,10,,1
Patrick Bamford,Crystal Palace,14,Crystal Palace,14,1,
Patrick Bamford,Arsenal,8,Arsenal,8,,
Patrick Bamford,Wolves,13,Wolves,13,,
Patrick Bamford,Southampton,15,Southampton,15,1,
Patrick Bamford,Aston Villa,11,Aston Villa,11,,
Patrick Bamford,West Ham,6,West Ham,6,,
Patrick Bamford,Chelsea,4,Chelsea,4,,
Patrick Bamford,Fulham,18,Fulham,18,1,1
Patrick Bamford,Sheff Utd,20,Sheff Utd,20,,
Patrick Bamford,Man City,1,Man City,1,,1
Patrick Bamford,Liverpool,3,Liverpool,3,,
Patrick Bamford,Man Utd,2,Man Utd,2,,
Patrick Bamford,Brighton,16,Brighton,16,,
Patrick Bamford,Spurs,7,Spurs,7,1,
Patrick Bamford,Burnley,17,Burnley,17,,
Patrick Bamford,Southampton,15,Southampton,15,1,
Patrick Bamford,West Brom,19,West Brom,19,1,
Dominic Calvert-Lewin,Spurs,7,Spurs,7,1,
Dominic Calvert-Lewin,West Brom,19,West Brom,19,3,
Dominic Calvert-Lewin,Crystal Palace,14,Crystal Palace,14,1,
Dominic Calvert-Lewin,Brighton,16,Brighton,16,1,
Dominic Calvert-Lewin,Liverpool,3,Liverpool,3,1,
Dominic Calvert-Lewin,Southampton,15,Southampton,15,,
Dominic Calvert-Lewin,Newcastle,12,Newcastle,12,1,
Dominic Calvert-Lewin,Man Utd,2,Man Utd,2,,
Dominic Calvert-Lewin,Fulham,18,Fulham,18,2,
Dominic Calvert-Lewin,Leeds,9,Leeds,9,,
Dominic Calvert-Lewin,Burnley,17,Burnley,17,1,
Dominic Calvert-Lewin,Chelsea,4,Chelsea,4,,1
Dominic Calvert-Lewin,Leicester,5,Leicester,5,,
Dominic Calvert-Lewin,Arsenal,8,Arsenal,8,,
Dominic Calvert-Lewin,Sheff Utd,20,Sheff Utd,20,,
Dominic Calvert-Lewin,West Ham,6,West Ham,6,,
Dominic Calvert-Lewin,Leicester,5,Leicester,5,,
Dominic Calvert-Lewin,Newcastle,12,Newcastle,12,,
Dominic Calvert-Lewin,Leeds,9,Leeds,9,1,
Dominic Calvert-Lewin,Man Utd,2,Man Utd,2,1,1
Dominic Calvert-Lewin,Liverpool,3,Liverpool,3,,
Dominic Calvert-Lewin,Southampton,15,Southampton,15,,
Dominic Calvert-Lewin,West Brom,19,West Brom,19,,
Dominic Calvert-Lewin,Chelsea,4,Chelsea,4,,
Dominic Calvert-Lewin,Burnley,17,Burnley,17,1,
Dominic Calvert-Lewin,Crystal Palace,14,Crystal Palace,14,,
Dominic Calvert-Lewin,Arsenal,8,Arsenal,8,,
Dominic Calvert-Lewin,Aston Villa,11,Aston Villa,11,1,
Dominic Calvert-Lewin,West Ham,6,West Ham,6,1,
Dominic Calvert-Lewin,Aston Villa,11,Aston Villa,11,,
Dominic Calvert-Lewin,Sheff Utd,20,Sheff Utd,20,,
Dominic Calvert-Lewin,Wolves,13,Wolves,13,,
Dominic Calvert-Lewin,Man City,1,Man City,1,,
Jamie Vardy,West Brom,19,West Brom,19,2,
Jamie Vardy,Burnley,17,Burnley,17,,
Jamie Vardy,Man City,1,Man City,1,3,
Jamie Vardy,West Ham,6,West Ham,6,,
Jamie Vardy,Arsenal,8,Arsenal,8,1,
Jamie Vardy,Leeds,9,Leeds,9,1,1
Jamie Vardy,Wolves,13,Wolves,13,1,
Jamie Vardy,Liverpool,3,Liverpool,3,,
Jamie Vardy,Fulham,18,Fulham,18,,1
Jamie Vardy,Sheff Utd,20,Sheff Utd,20,1,
Jamie Vardy,Brighton,16,Brighton,16,1,2
Jamie Vardy,Everton,10,Everton,10,,
Jamie Vardy,Spurs,7,Spurs,7,1,
Jamie Vardy,Man Utd,2,Man Utd,2,,
Jamie Vardy,Crystal Palace,14,Crystal Palace,14,,
Jamie Vardy,Newcastle,12,Newcastle,12,,1
Jamie Vardy,Southampton,15,Southampton,15,,
Jamie Vardy,Chelsea,4,Chelsea,4,,
Jamie Vardy,Wolves,13,Wolves,13,,
Jamie Vardy,Liverpool,3,Liverpool,3,1,
Jamie Vardy,Aston Villa,11,Aston Villa,11,,
Jamie Vardy,Arsenal,8,Arsenal,8,,
Jamie Vardy,Burnley,17,Burnley,17,,
Jamie Vardy,Brighton,16,Brighton,16,,
Jamie Vardy,Sheff Utd,20,Sheff Utd,20,,2
Jamie Vardy,Man City,1,Man City,1,,
Jamie Vardy,West Ham,6,West Ham,6,,
Jamie Vardy,West Brom,19,West Brom,19,1,1
Jamie Vardy,Crystal Palace,14,Crystal Palace,14,,
Jamie Vardy,Southampton,15,Southampton,15,,
Jamie Vardy,Newcastle,12,Newcastle,12,,1
Jamie Vardy,Man Utd,2,Man Utd,2,,
Jamie Vardy,Chelsea,4,Chelsea,4,,
Jamie Vardy,Spurs,7,Spurs,7,2,
Ollie Watkins,Sheff Utd,20,Sheff Utd,20,,
Ollie Watkins,Fulham,18,Fulham,18,,
Ollie Watkins,Liverpool,3,Liverpool,3,3,1
Ollie Watkins,Leicester,5,Leicester,5,,
Ollie Watkins,Leeds,9,Leeds,9,,
Ollie Watkins,Southampton,15,Southampton,15,1,
Ollie Watkins,Arsenal,8,Arsenal,8,2,
Ollie Watkins,Brighton,16,Brighton,16,,
Ollie Watkins,West Ham,6,West Ham,6,,
Ollie Watkins,Wolves,13,Wolves,13,,
Ollie Watkins,Burnley,17,Burnley,17,,
Ollie Watkins,West Brom,19,West Brom,19,,
Ollie Watkins,Crystal Palace,14,Crystal Palace,14,,1
Ollie Watkins,Chelsea,4,Chelsea,4,,
Ollie Watkins,Man Utd,2,Man Utd,2,,
Ollie Watkins,Man City,1,Man City,1,,
Ollie Watkins,Newcastle,12,Newcastle,12,1,
Ollie Watkins,Burnley,17,Burnley,17,1,
Ollie Watkins,Southampton,15,Southampton,15,,
Ollie Watkins,West Ham,6,West Ham,6,1,
Ollie Watkins,Arsenal,8,Arsenal,8,1,
Ollie Watkins,Brighton,16,Brighton,16,,
Ollie Watkins,Leicester,5,Leicester,5,,
Ollie Watkins,Leeds,9,Leeds,9,,1
Ollie Watkins,Sheff Utd,20,Sheff Utd,20,,
Ollie Watkins,Wolves,13,Wolves,13,,
Ollie Watkins,Newcastle,12,Newcastle,12,,
Ollie Watkins,Spurs,7,Spurs,7,,
Ollie Watkins,Fulham,18,Fulham,18,1,
Ollie Watkins,Liverpool,3,Liverpool,3,1,
Ollie Watkins,Man City,1,Man City,1,,1
Ollie Watkins,West Brom,19,West Brom,19,,
Ollie Watkins,Everton,10,Everton,10,1,
Ollie Watkins,Man Utd,2,Man Utd,2,,
Ollie Watkins,Crystal Palace,14,Crystal Palace,14,,1
Ollie Watkins,Spurs,7,Spurs,7,1,
Ollie Watkins,Chelsea,4,Chelsea,4,,
Ilkay Gündogan,Arsenal,8,Arsenal,8,,
Ilkay Gündogan,West Ham,6,West Ham,6,,
Ilkay Gündogan,Sheff Utd,20,Sheff Utd,20,,
Ilkay Gündogan,Liverpool,3,Liverpool,3,,
Ilkay Gündogan,Burnley,17,Burnley,17,,
Ilkay Gündogan,Fulham,18,Fulham,18,,
Ilkay Gündogan,West Brom,19,West Brom,19,1,
Ilkay Gündogan,Southampton,15,Southampton,15,,
Ilkay Gündogan,Newcastle,12,Newcastle,12,1,
Ilkay Gündogan,Chelsea,4,Chelsea,4,1,
Ilkay Gündogan,Brighton,16,Brighton,16,,
Ilkay Gündogan,Crystal Palace,14,Crystal Palace,14,1,
Ilkay Gündogan,Aston Villa,11,Aston Villa,11,1,
Ilkay Gündogan,West Brom,19,West Brom,19,2,
Ilkay Gündogan,Sheff Utd,20,Sheff Utd,20,,
Ilkay Gündogan,Burnley,17,Burnley,17,,1
Ilkay Gündogan,Liverpool,3,Liverpool,3,2,
Ilkay Gündogan,Spurs,7,Spurs,7,2,1
Ilkay Gündogan,Arsenal,8,Arsenal,8,,
Ilkay Gündogan,West Ham,6,West Ham,6,,
Ilkay Gündogan,Wolves,13,Wolves,13,,
Ilkay Gündogan,Man Utd,2,Man Utd,2,,
Ilkay Gündogan,Southampton,15,Southampton,15,1,
Ilkay Gündogan,Leeds,9,Leeds,9,,
Ilkay Gündogan,Aston Villa,11,Aston Villa,11,,
Ilkay Gündogan,Chelsea,4,Chelsea,4,,
Ilkay Gündogan,Newcastle,12,Newcastle,12,,1
Ilkay Gündogan,Brighton,16,Brighton,16,1,
Alexandre Lacazette,Fulham,18,Fulham,18,1,
Alexandre Lacazette,West Ham,6,West Ham,6,1,
Alexandre Lacazette,Liverpool,3,Liverpool,3,1,
Alexandre Lacazette,Man City,1,Man City,1,,
Alexandre Lacazette,Leicester,5,Leicester,5,,
Alexandre Lacazette,Man Utd,2,Man Utd,2,,
Alexandre Lacazette,Aston Villa,11,Aston Villa,11,,
Alexandre Lacazette,Wolves,13,Wolves,13,,
Alexandre Lacazette,Spurs,7,Spurs,7,,
Alexandre Lacazette,Burnley,17,Burnley,17,,
Alexandre Lacazette,Everton,10,Everton,10,,
Alexandre Lacazette,Chelsea,4,Chelsea,4,1,
Alexandre Lacazette,Brighton,16,Brighton,16,1,
Alexandre Lacazette,West Brom,19,West Brom,19,2,
Alexandre Lacazette,Crystal Palace,14,Crystal Palace,14,,
Alexandre Lacazette,Newcastle,12,Newcastle,12,,
Alexandre Lacazette,Southampton,15,Southampton,15,1,1
Alexandre Lacazette,Man Utd,2,Man Utd,2,,
Alexandre Lacazette,Wolves,13,Wolves,13,,1
Alexandre Lacazette,Aston Villa,11,Aston Villa,11,,
Alexandre Lacazette,Man City,1,Man City,1,,
Alexandre Lacazette,Leicester,5,Leicester,5,1,
Alexandre Lacazette,Burnley,17,Burnley,17,,
Alexandre Lacazette,Spurs,7,Spurs,7,1,
Alexandre Lacazette,West Ham,6,West Ham,6,1,
Alexandre Lacazette,Liverpool,3,Liverpool,3,,
Alexandre Lacazette,Sheff Utd,20,Sheff Utd,20,2,
Alexandre Lacazette,Fulham,18,Fulham,18,,
Alexandre Lacazette,West Brom,19,West Brom,19,,
Alexandre Lacazette,Chelsea,4,Chelsea,4,,
Alexandre Lacazette,Brighton,16,Brighton,16,,
Callum Wilson,West Ham,6,West Ham,6,1,
Callum Wilson,Brighton,16,Brighton,16,,
Callum Wilson,Spurs,7,Spurs,7,1,
Callum Wilson,Burnley,17,Burnley,17,2,1
Callum Wilson,Man Utd,2,Man Utd,2,,
Callum Wilson,Wolves,13,Wolves,13,,
Callum Wilson,Everton,10,Everton,10,2,
Callum Wilson,Southampton,15,Southampton,15,,
Callum Wilson,Crystal Palace,14,Crystal Palace,14,1,1
Callum Wilson,West Brom,19,West Brom,19,,
Callum Wilson,Leeds,9,Leeds,9,,1
Callum Wilson,Fulham,18,Fulham,18,1,
Callum Wilson,Liverpool,3,Liverpool,3,,
Callum Wilson,Leicester,5,Leicester,5,,
Callum Wilson,Sheff Utd,20,Sheff Utd,20,,
Callum Wilson,Arsenal,8,Arsenal,8,,
Callum Wilson,Aston Villa,11,Aston Villa,11,,
Callum Wilson,Leeds,9,Leeds,9,,1
Callum Wilson,Everton,10,Everton,10,2,
Callum Wilson,Crystal Palace,14,Crystal Palace,14,,1
Callum Wilson,Southampton,15,Southampton,15,,
Callum Wilson,Burnley,17,Burnley,17,,
Callum Wilson,West Ham,6,West Ham,6,,
Callum Wilson,Liverpool,3,Liverpool,3,,
Callum Wilson,Arsenal,8,Arsenal,8,,
Callum Wilson,Leicester,5,Leicester,5,2,
Danny Ings,Crystal Palace,14,Crystal Palace,14,,
Danny Ings,Spurs,7,Spurs,7,2,
Danny Ings,Burnley,17,Burnley,17,1,
Danny Ings,West Brom,19,West Brom,19,,
Danny Ings,Chelsea,4,Chelsea,4,1,
Danny Ings,Everton,10,Everton,10,,2
Danny Ings,Aston Villa,11,Aston Villa,11,1,
Danny Ings,Brighton,16,Brighton,16,1,
Danny Ings,Sheff Utd,20,Sheff Utd,20,,1
Danny Ings,Arsenal,8,Arsenal,8,,
Danny Ings,Man City,1,Man City,1,,
Danny Ings,West Ham,6,West Ham,6,,
Danny Ings,Liverpool,3,Liverpool,3,1,
Danny Ings,Arsenal,8,Arsenal,8,,
Danny Ings,Aston Villa,11,Aston Villa,11,,
Danny Ings,Man Utd,2,Man Utd,2,,
Danny Ings,Newcastle,12,Newcastle,12,,
Danny Ings,Wolves,13,Wolves,13,1,
Danny Ings,Chelsea,4,Chelsea,4,,
Danny Ings,Leeds,9,Leeds,9,,
Danny Ings,Everton,10,Everton,10,,
Danny Ings,Sheff Utd,20,Sheff Utd,20,,
Danny Ings,Burnley,17,Burnley,17,1,1
Danny Ings,West Brom,19,West Brom,19,,
Danny Ings,Spurs,7,Spurs,7,1,
Danny Ings,Crystal Palace,14,Crystal Palace,14,2,
Danny Ings,Fulham,18,Fulham,18,,
Danny Ings,Leeds,9,Leeds,9,,
Danny Ings,West Ham,6,West Ham,6,,
Chris Wood,Leicester,5,Leicester,5,1,
Chris Wood,Southampton,15,Southampton,15,,
Chris Wood,Newcastle,12,Newcastle,12,,
Chris Wood,West Brom,19,West Brom,19,,
Chris Wood,Spurs,7,Spurs,7,,
Chris Wood,Chelsea,4,Chelsea,4,,
Chris Wood,Brighton,16,Brighton,16,,
Chris Wood,Crystal Palace,14,Crystal Palace,14,1,
Chris Wood,Man City,1,Man City,1,,
Chris Wood,Everton,10,Everton,10,,
Chris Wood,Arsenal,8,Arsenal,8,,
Chris Wood,Aston Villa,11,Aston Villa,11,,
Chris Wood,Wolves,13,Wolves,13,1,
Chris Wood,Leeds,9,Leeds,9,,
Chris Wood,Sheff Utd,20,Sheff Utd,20,,
Chris Wood,Man Utd,2,Man Utd,2,,
Chris Wood,West Ham,6,West Ham,6,,
Chris Wood,Liverpool,3,Liverpool,3,,
Chris Wood,Aston Villa,11,Aston Villa,11,1,
Chris Wood,Chelsea,4,Chelsea,4,,
Chris Wood,Spurs,7,Spurs,7,,
Chris Wood,Leicester,5,Leicester,5,,
Chris Wood,Arsenal,8,Arsenal,8,1,
Chris Wood,Everton,10,Everton,10,1,
Chris Wood,Southampton,15,Southampton,15,1,1
Chris Wood,Newcastle,12,Newcastle,12,,1
Chris Wood,Man Utd,2,Man Utd,2,,
Chris Wood,Wolves,13,Wolves,13,3,1
Chris Wood,West Ham,6,West Ham,6,1,
Chris Wood,Fulham,18,Fulham,18,1,
Chris Wood,Leeds,9,Leeds,9,,
Chris Wood,Liverpool,3,Liverpool,3,,
Chris Wood,Sheff Utd,20,Sheff Utd,20,,
Kelechi Iheanacho,Man City,1,Man City,1,,
Kelechi Iheanacho,West Ham,6,West Ham,6,,
Kelechi Iheanacho,Aston Villa,11,Aston Villa,11,,
Kelechi Iheanacho,Fulham,18,Fulham,18,,
Kelechi Iheanacho,Sheff Utd,20,Sheff Utd,20,,
Kelechi Iheanacho,Everton,10,Everton,10,,
Kelechi Iheanacho,Spurs,7,Spurs,7,,
Kelechi Iheanacho,Crystal Palace,14,Crystal Palace,14,,
Kelechi Iheanacho,Southampton,15,Southampton,15,,
Kelechi Iheanacho,Chelsea,4,Chelsea,4,,
Kelechi Iheanacho,Fulham,18,Fulham,18,1,
Kelechi Iheanacho,Wolves,13,Wolves,13,,
Kelechi Iheanacho,Arsenal,8,Arsenal,8,,
Kelechi Iheanacho,Burnley,17,Burnley,17,1,
Kelechi Iheanacho,Brighton,16,Brighton,16,1,
Kelechi Iheanacho,Sheff Utd,20,Sheff Utd,20,3,
Kelechi Iheanacho,Man City,1,Man City,1,,
Kelechi Iheanacho,West Ham,6,West Ham,6,2,
Kelechi Iheanacho,West Brom,19,West Brom,19,1,
Kelechi Iheanacho,Crystal Palace,14,Crystal Palace,14,1,1
Kelechi Iheanacho,Southampton,15,Southampton,15,,1
Kelechi Iheanacho,Newcastle,12,Newcastle,12,1,
Kelechi Iheanacho,Man Utd,2,Man Utd,2,,
Kelechi Iheanacho,Chelsea,4,Chelsea,4,1,
Kelechi Iheanacho,Spurs,7,Spurs,7,,
Marcus Rashford,Crystal Palace,14,Crystal Palace,14,,
Marcus Rashford,Brighton,16,Brighton,16,1,
Marcus Rashford,Spurs,7,Spurs,7,,
Marcus Rashford,Newcastle,12,Newcastle,12,1,2
Marcus Rashford,Chelsea,4,Chelsea,4,,
Marcus Rashford,Arsenal,8,Arsenal,8,,
Marcus Rashford,Everton,10,Everton,10,,1
Marcus Rashford,West Brom,19,West Brom,19,,
Marcus Rashford,Southampton,15,Southampton,15,,1
Marcus Rashford,West Ham,6,West Ham,6,1,
Marcus Rashford,Man City,1,Man City,1,,
Marcus Rashford,Sheff Utd,20,Sheff Utd,20,2,
Marcus Rashford,Leeds,9,Leeds,9,,1
Marcus Rashford,Leicester,5,Leicester,5,1,
Marcus Rashford,Wolves,13,Wolves,13,1,
Marcus Rashford,Aston Villa,11,Aston Villa,11,,
Marcus Rashford,Burnley,17,Burnley,17,,1
Marcus Rashford,Liverpool,3,Liverpool,3,,
Marcus Rashford,Fulham,18,Fulham,18,,
Marcus Rashford,Sheff Utd,20,Sheff Utd,20,,
Marcus Rashford,Arsenal,8,Arsenal,8,,
Marcus Rashford,Southampton,15,Southampton,15,1,
Marcus Rashford,Everton,10,Everton,10,,1
Marcus Rashford,West Brom,19,West Brom,19,,
Marcus Rashford,Newcastle,12,Newcastle,12,1,1
Marcus Rashford,Chelsea,4,Chelsea,4,,
Marcus Rashford,Crystal Palace,14,Crystal Palace,14,,
Marcus Rashford,Man City,1,Man City,1,,1
Marcus Rashford,West Ham,6,West Ham,6,,
Marcus Rashford,Brighton,16,Brighton,16,1,
Marcus Rashford,Spurs,7,Spurs,7,,
Marcus Rashford,Burnley,17,Burnley,17,,1
Marcus Rashford,Leeds,9,Leeds,9,,
Marcus Rashford,Aston Villa,11,Aston Villa,11,,1
Marcus Rashford,Leicester,5,Leicester,5,,
Marcus Rashford,Liverpool,3,Liverpool,3,1,
Marcus Rashford,Fulham,18,Fulham,18,,
Sadio Mané,Leeds,9,Leeds,9,,
Sadio Mané,Chelsea,4,Chelsea,4,2,
Sadio Mané,Arsenal,8,Arsenal,8,1,
Sadio Mané,Everton,10,Everton,10,1,
Sadio Mané,Sheff Utd,20,Sheff Utd,20,,1
Sadio Mané,West Ham,6,West Ham,6,,
Sadio Mané,Man City,1,Man City,1,,1
Sadio Mané,Leicester,5,Leicester,5,,
Sadio Mané,Brighton,16,Brighton,16,,
Sadio Mané,Wolves,13,Wolves,13,,
Sadio Mané,Fulham,18,Fulham,18,,
Sadio Mané,Spurs,7,Spurs,7,,
Sadio Mané,Crystal Palace,14,Crystal Palace,14,1,1
Sadio Mané,West Brom,19,West Brom,19,1,
Sadio Mané,Newcastle,12,Newcastle,12,,
Sadio Mané,Southampton,15,Southampton,15,,
Sadio Mané,Man Utd,2,Man Utd,2,,
Sadio Mané,Burnley,17,Burnley,17,,
Sadio Mané,Spurs,7,Spurs,7,1,1
Sadio Mané,Man City,1,Man City,1,,
Sadio Mané,Leicester,5,Leicester,5,,
Sadio Mané,Everton,10,Everton,10,,
