match_day,date,venue,player,team,opponent,opponent_position,result,goals,assists,minutes_played
21,2/14/21,A,Ondrej Duda,1. FC Köln,E. Frankfurt,5,2:0,,,45'
22,2/20/21,H,Ondrej Duda,1. FC Köln,VfB Stuttgart,9,0:1,,,69'
23,2/27/21,A,Ondrej Duda,1. FC Köln,FC Bayern,1,5:1,,1,71'
24,3/7/21,H,Ondrej Duda,1. FC Köln,Werder Bremen,17,1:1,,,71'
25,3/13/21,A,Ondrej Duda,1. FC Köln,Union Berlin,7,2:1,1,,90'
26,3/20/21,H,Ondrej Duda,1. FC Köln,Bor. Dortmund,3,2:2,1,,90'
27,4/3/21,A,Ondrej Duda,1. FC Köln,VfL Wolfsburg,4,1:0,,,81'
28,4/11/21,H,Ondrej Duda,1. FC Köln,1.FSV Mainz 05,12,2:3,1,,69'
30,4/20/21,H,Ondrej Duda,1. FC Köln,RB Leipzig,2,2:1,,1,90'
31,4/23/21,A,Ondrej Duda,1. FC Köln,FC Augsburg,13,2:3,2,,90'
32,5/9/21,H,Ondrej Duda,1. FC Köln,SC Freiburg,10,1:4,,,90'
33,5/15/21,A,Ondrej Duda,1. FC Köln,Hertha BSC,14,0:0,,,90'
34,5/22/21,H,Ondrej Duda,1. FC Köln,FC Schalke 04,18,1:0,,,90'
1,9/19/20,A,Matheus Cunha,Hertha BSC,Werder Bremen,17,1:4,1,,90'
2,9/25/20,H,Matheus Cunha,Hertha BSC,E. Frankfurt,5,1:3,,,90'
3,10/4/20,A,Matheus Cunha,Hertha BSC,FC Bayern,1,4:3,1,1,90'
4,10/17/20,H,Matheus Cunha,Hertha BSC,VfB Stuttgart,9,0:2,,,90'
5,10/24/20,A,Matheus Cunha,Hertha BSC,RB Leipzig,2,2:1,,,90'
6,11/1/20,H,Matheus Cunha,Hertha BSC,VfL Wolfsburg,4,1:1,1,,90'
7,11/7/20,A,Matheus Cunha,Hertha BSC,FC Augsburg,13,0:3,1,1,90'
8,11/21/20,H,Matheus Cunha,Hertha BSC,Bor. Dortmund,3,2:5,2,,90'
9,11/29/20,A,Matheus Cunha,Hertha BSC,Bay. Leverkusen,6,0:0,,,90'
10,12/4/20,H,Matheus Cunha,Hertha BSC,Union Berlin,7,3:1,,1,90'
12,12/15/20,H,Matheus Cunha,Hertha BSC,1.FSV Mainz 05,12,0:0,,,90'
13,12/20/20,A,Matheus Cunha,Hertha BSC,SC Freiburg,10,4:1,,,45'
14,1/2/21,H,Matheus Cunha,Hertha BSC,FC Schalke 04,18,3:0,,1,82'
16,1/16/21,A,Matheus Cunha,Hertha BSC,1. FC Köln,16,0:0,,,30'
17,1/19/21,H,Matheus Cunha,Hertha BSC,TSG Hoffenheim,11,0:3,,,90'
18,1/23/21,H,Matheus Cunha,Hertha BSC,Werder Bremen,17,1:4,,,90'
19,1/30/21,A,Matheus Cunha,Hertha BSC,E. Frankfurt,5,3:1,,1,90'
20,2/5/21,H,Matheus Cunha,Hertha BSC,FC Bayern,1,0:1,,,90'
21,2/13/21,A,Matheus Cunha,Hertha BSC,VfB Stuttgart,9,1:1,,,90'
22,2/21/21,H,Matheus Cunha,Hertha BSC,RB Leipzig,2,0:3,,,90'
23,2/27/21,A,Matheus Cunha,Hertha BSC,VfL Wolfsburg,4,2:0,,,45'
26,3/21/21,H,Matheus Cunha,Hertha BSC,Bay. Leverkusen,6,3:0,1,,82'
27,4/4/21,A,Matheus Cunha,Hertha BSC,Union Berlin,7,1:1,,,90'
28,4/10/21,H,Matheus Cunha,Hertha BSC,Bor. M'gladbach,8,2:2,,1,90'
29,5/3/21,A,Matheus Cunha,Hertha BSC,1.FSV Mainz 05,12,1:1,,,71'
30,5/6/21,H,Matheus Cunha,Hertha BSC,SC Freiburg,10,3:0,,,28'
32,5/9/21,H,Matheus Cunha,Hertha BSC,Arm. Bielefeld,15,0:0,,,59'
1,9/20/20,H,Emil Forsberg,RB Leipzig,1.FSV Mainz 05,12,3:1,1,1,77'
2,9/26/20,A,Emil Forsberg,RB Leipzig,Bay. Leverkusen,6,1:1,1,,66'
3,10/3/20,H,Emil Forsberg,RB Leipzig,FC Schalke 04,18,4:0,,1,72'
4,10/17/20,A,Emil Forsberg,RB Leipzig,FC Augsburg,13,0:2,,,66'
5,10/24/20,H,Emil Forsberg,RB Leipzig,Hertha BSC,14,2:1,,,66'
6,10/31/20,A,Emil Forsberg,RB Leipzig,Bor. M'gladbach,8,1:0,,,24'
7,11/7/20,H,Emil Forsberg,RB Leipzig,SC Freiburg,10,3:0,,,63'
8,11/21/20,A,Emil Forsberg,RB Leipzig,E. Frankfurt,5,1:1,,,45'
9,11/28/20,H,Emil Forsberg,RB Leipzig,Arm. Bielefeld,15,2:1,,,27'
10,12/5/20,A,Emil Forsberg,RB Leipzig,FC Bayern,1,3:3,1,1,62'
11,12/12/20,H,Emil Forsberg,RB Leipzig,Werder Bremen,17,2:0,,,18'
12,12/16/20,A,Emil Forsberg,RB Leipzig,TSG Hoffenheim,11,0:1,,,45'
13,12/19/20,H,Emil Forsberg,RB Leipzig,1. FC Köln,16,0:0,,,45'
14,1/2/21,A,Emil Forsberg,RB Leipzig,VfB Stuttgart,9,0:1,,,73'
15,1/9/21,H,Emil Forsberg,RB Leipzig,Bor. Dortmund,3,1:3,,,61'
16,1/16/21,A,Emil Forsberg,RB Leipzig,VfL Wolfsburg,4,2:2,,1,45'
17,1/20/21,H,Emil Forsberg,RB Leipzig,Union Berlin,7,1:0,1,,30'
18,1/23/21,A,Emil Forsberg,RB Leipzig,1.FSV Mainz 05,12,3:2,,,61'
23,2/27/21,H,Emil Forsberg,RB Leipzig,Bor. M'gladbach,8,3:2,,,14'
24,3/6/21,A,Emil Forsberg,RB Leipzig,SC Freiburg,10,0:3,1,,27'
25,3/14/21,H,Emil Forsberg,RB Leipzig,E. Frankfurt,5,1:1,1,,85'
26,3/19/21,A,Emil Forsberg,RB Leipzig,Arm. Bielefeld,15,0:1,,,69'
27,4/3/21,H,Emil Forsberg,RB Leipzig,FC Bayern,1,0:1,,,45'
29,4/16/21,H,Emil Forsberg,RB Leipzig,TSG Hoffenheim,11,0:0,,,72'
30,4/20/21,A,Emil Forsberg,RB Leipzig,1. FC Köln,16,2:1,,,61'
31,4/25/21,H,Emil Forsberg,RB Leipzig,VfB Stuttgart,9,2:0,1,,25'
32,5/8/21,A,Emil Forsberg,RB Leipzig,Bor. Dortmund,3,3:2,,1,64'
33,5/16/21,H,Emil Forsberg,RB Leipzig,VfL Wolfsburg,4,2:2,,,87'
34,5/22/21,A,Emil Forsberg,RB Leipzig,Union Berlin,7,2:1,,,54'
1,9/20/20,H,Josip Brekalo,VfL Wolfsburg,Bay. Leverkusen,6,0:0,,,90'
2,9/27/20,A,Josip Brekalo,VfL Wolfsburg,SC Freiburg,10,1:1,1,,90'
3,10/4/20,H,Josip Brekalo,VfL Wolfsburg,FC Augsburg,13,0:0,,,90'
4,10/17/20,A,Josip Brekalo,VfL Wolfsburg,Bor. M'gladbach,8,1:1,,,89'
6,11/1/20,A,Josip Brekalo,VfL Wolfsburg,Hertha BSC,14,1:1,,,66'
7,11/8/20,H,Josip Brekalo,VfL Wolfsburg,TSG Hoffenheim,11,2:1,,,71'
8,11/21/20,A,Josip Brekalo,VfL Wolfsburg,FC Schalke 04,18,0:2,,,80'
9,11/27/20,H,Josip Brekalo,VfL Wolfsburg,Werder Bremen,17,5:3,,1,90'
10,12/5/20,A,Josip Brekalo,VfL Wolfsburg,1. FC Köln,16,2:2,,,90'
11,12/11/20,H,Josip Brekalo,VfL Wolfsburg,E. Frankfurt,5,2:1,,,70'
12,12/16/20,A,Josip Brekalo,VfL Wolfsburg,FC Bayern,1,2:1,,,70'
13,12/20/20,H,Josip Brekalo,VfL Wolfsburg,VfB Stuttgart,9,1:0,1,,60'
14,1/3/21,A,Josip Brekalo,VfL Wolfsburg,Bor. Dortmund,3,2:0,,,71'
15,1/9/21,A,Josip Brekalo,VfL Wolfsburg,Union Berlin,7,2:2,,,66'
16,1/16/21,H,Josip Brekalo,VfL Wolfsburg,RB Leipzig,2,2:2,,,20'
17,1/19/21,A,Josip Brekalo,VfL Wolfsburg,1.FSV Mainz 05,12,0:2,,,60'
18,1/23/21,A,Josip Brekalo,VfL Wolfsburg,Bay. Leverkusen,6,0:1,,,29'
19,1/31/21,H,Josip Brekalo,VfL Wolfsburg,SC Freiburg,10,3:0,,,1'
20,2/6/21,A,Josip Brekalo,VfL Wolfsburg,FC Augsburg,13,0:2,,,12'
22,2/19/21,A,Josip Brekalo,VfL Wolfsburg,Arm. Bielefeld,15,0:3,,,16'
25,3/13/21,H,Josip Brekalo,VfL Wolfsburg,FC Schalke 04,18,5:0,1,,80'
26,3/20/21,A,Josip Brekalo,VfL Wolfsburg,Werder Bremen,17,1:2,,,74'
27,4/3/21,H,Josip Brekalo,VfL Wolfsburg,1. FC Köln,16,1:0,1,,73'
28,4/10/21,A,Josip Brekalo,VfL Wolfsburg,E. Frankfurt,5,4:3,,,72'
29,4/17/21,H,Josip Brekalo,VfL Wolfsburg,FC Bayern,1,2:3,,,35'
30,4/21/21,A,Josip Brekalo,VfL Wolfsburg,VfB Stuttgart,9,1:3,,2,76'
31,4/24/21,H,Josip Brekalo,VfL Wolfsburg,Bor. Dortmund,3,0:2,,,24'
32,5/8/21,H,Josip Brekalo,VfL Wolfsburg,Union Berlin,7,3:0,3,,90'
34,5/22/21,H,Josip Brekalo,VfL Wolfsburg,1.FSV Mainz 05,12,2:3,,,69'
1,9/19/20,A,Krzysztof Piatek,Hertha BSC,Werder Bremen,17,1:4,,,61'
2,9/25/20,H,Krzysztof Piatek,Hertha BSC,E. Frankfurt,5,1:3,,,45'
3,10/4/20,A,Krzysztof Piatek,Hertha BSC,FC Bayern,1,4:3,,1,22'
4,10/17/20,H,Krzysztof Piatek,Hertha BSC,VfB Stuttgart,9,0:2,,,12'
5,10/24/20,A,Krzysztof Piatek,Hertha BSC,RB Leipzig,2,2:1,,,6'
6,11/1/20,H,Krzysztof Piatek,Hertha BSC,VfL Wolfsburg,4,1:1,,,8'
7,11/7/20,A,Krzysztof Piatek,Hertha BSC,FC Augsburg,13,0:3,1,1,45'
8,11/21/20,H,Krzysztof Piatek,Hertha BSC,Bor. Dortmund,3,2:5,,,76'
9,11/29/20,A,Krzysztof Piatek,Hertha BSC,Bay. Leverkusen,6,0:0,,,70'
10,12/4/20,H,Krzysztof Piatek,Hertha BSC,Union Berlin,7,3:1,2,,45'
11,12/12/20,A,Krzysztof Piatek,Hertha BSC,Bor. M'gladbach,8,1:1,,,85'
12,12/15/20,H,Krzysztof Piatek,Hertha BSC,1.FSV Mainz 05,12,0:0,,,82'
13,12/20/20,A,Krzysztof Piatek,Hertha BSC,SC Freiburg,10,4:1,,,86'
14,1/2/21,H,Krzysztof Piatek,Hertha BSC,FC Schalke 04,18,3:0,1,,12'
15,1/10/21,A,Krzysztof Piatek,Hertha BSC,Arm. Bielefeld,15,1:0,,,25'
16,1/16/21,A,Krzysztof Piatek,Hertha BSC,1. FC Köln,16,0:0,,,90'
17,1/19/21,H,Krzysztof Piatek,Hertha BSC,TSG Hoffenheim,11,0:3,,,72'
18,1/23/21,H,Krzysztof Piatek,Hertha BSC,Werder Bremen,17,1:4,,,26'
19,1/30/21,A,Krzysztof Piatek,Hertha BSC,E. Frankfurt,5,3:1,1,,90'
20,2/5/21,H,Krzysztof Piatek,Hertha BSC,FC Bayern,1,0:1,,,63'
21,2/13/21,A,Krzysztof Piatek,Hertha BSC,VfB Stuttgart,9,1:1,,,58'
22,2/21/21,H,Krzysztof Piatek,Hertha BSC,RB Leipzig,2,0:3,,,84'
23,2/27/21,A,Krzysztof Piatek,Hertha BSC,VfL Wolfsburg,4,2:0,,,45'
24,3/6/21,H,Krzysztof Piatek,Hertha BSC,FC Augsburg,13,2:1,1,,90'
25,3/13/21,A,Krzysztof Piatek,Hertha BSC,Bor. Dortmund,3,2:0,,,82'
26,3/21/21,H,Krzysztof Piatek,Hertha BSC,Bay. Leverkusen,6,3:0,,,8'
27,4/4/21,A,Krzysztof Piatek,Hertha BSC,Union Berlin,7,1:1,,,1'
28,4/10/21,H,Krzysztof Piatek,Hertha BSC,Bor. M'gladbach,8,2:2,,,45'
29,5/3/21,A,Krzysztof Piatek,Hertha BSC,1.FSV Mainz 05,12,1:1,,,10'
30,5/6/21,H,Krzysztof Piatek,Hertha BSC,SC Freiburg,10,3:0,1,,62'
32,5/9/21,H,Krzysztof Piatek,Hertha BSC,Arm. Bielefeld,15,0:0,,,73'
31,5/12/21,A,Krzysztof Piatek,Hertha BSC,FC Schalke 04,18,1:2,,,58'
1,9/19/20,A,Jhon Córdoba,Hertha BSC,Werder Bremen,17,1:4,1,,29'
2,9/25/20,H,Jhon Córdoba,Hertha BSC,E. Frankfurt,5,1:3,,,45'
3,10/4/20,A,Jhon Córdoba,Hertha BSC,FC Bayern,1,4:3,1,,90'
4,10/17/20,H,Jhon Córdoba,Hertha BSC,VfB Stuttgart,9,0:2,,,90'
5,10/24/20,A,Jhon Córdoba,Hertha BSC,RB Leipzig,2,2:1,1,,84'
6,11/1/20,H,Jhon Córdoba,Hertha BSC,VfL Wolfsburg,4,1:1,,,82'
7,11/7/20,A,Jhon Córdoba,Hertha BSC,FC Augsburg,13,0:3,,1,45'
14,1/2/21,H,Jhon Córdoba,Hertha BSC,FC Schalke 04,18,3:0,1,,78'
15,1/10/21,A,Jhon Córdoba,Hertha BSC,Arm. Bielefeld,15,1:0,,,90'
16,1/16/21,A,Jhon Córdoba,Hertha BSC,1. FC Köln,16,0:0,,,86'
17,1/19/21,H,Jhon Córdoba,Hertha BSC,TSG Hoffenheim,11,0:3,,,90'
18,1/23/21,H,Jhon Córdoba,Hertha BSC,Werder Bremen,17,1:4,1,,90'
23,2/27/21,A,Jhon Córdoba,Hertha BSC,VfL Wolfsburg,4,2:0,,,45'
24,3/6/21,H,Jhon Córdoba,Hertha BSC,FC Augsburg,13,2:1,,,90'
25,3/13/21,A,Jhon Córdoba,Hertha BSC,Bor. Dortmund,3,2:0,,,68'
26,3/21/21,H,Jhon Córdoba,Hertha BSC,Bay. Leverkusen,6,3:0,1,,63'
27,4/4/21,A,Jhon Córdoba,Hertha BSC,Union Berlin,7,1:1,,,90'
28,4/10/21,H,Jhon Córdoba,Hertha BSC,Bor. M'gladbach,8,2:2,1,1,90'
29,5/3/21,A,Jhon Córdoba,Hertha BSC,1.FSV Mainz 05,12,1:1,,,80'
30,5/6/21,H,Jhon Córdoba,Hertha BSC,SC Freiburg,10,3:0,,,28'
32,5/9/21,H,Jhon Córdoba,Hertha BSC,Arm. Bielefeld,15,0:0,,,90'
1,9/20/20,A,Jean-Philippe Mateta,1.FSV Mainz 05,RB Leipzig,2,3:1,1,,90'
2,9/26/20,H,Jean-Philippe Mateta,1.FSV Mainz 05,VfB Stuttgart,9,1:4,,1,86'
3,10/2/20,A,Jean-Philippe Mateta,1.FSV Mainz 05,Union Berlin,7,4:0,,,60'
4,10/17/20,H,Jean-Philippe Mateta,1.FSV Mainz 05,Bay. Leverkusen,6,0:1,,,77'
5,10/24/20,H,Jean-Philippe Mateta,1.FSV Mainz 05,Bor. M'gladbach,8,2:3,2,,90'
6,10/31/20,A,Jean-Philippe Mateta,1.FSV Mainz 05,FC Augsburg,13,3:1,,,58'
7,11/7/20,H,Jean-Philippe Mateta,1.FSV Mainz 05,FC Schalke 04,18,2:2,1,,79'
8,11/22/20,A,Jean-Philippe Mateta,1.FSV Mainz 05,SC Freiburg,10,1:3,3,,80'
9,11/29/20,H,Jean-Philippe Mateta,1.FSV Mainz 05,TSG Hoffenheim,11,1:1,,,90'
10,12/5/20,A,Jean-Philippe Mateta,1.FSV Mainz 05,Arm. Bielefeld,15,2:1,,,90'
11,12/12/20,H,Jean-Philippe Mateta,1.FSV Mainz 05,1. FC Köln,16,0:1,,,90'
12,12/15/20,A,Jean-Philippe Mateta,1.FSV Mainz 05,Hertha BSC,14,0:0,,,10'
13,12/19/20,H,Jean-Philippe Mateta,1.FSV Mainz 05,Werder Bremen,17,0:1,,,79'
14,1/3/21,A,Jean-Philippe Mateta,1.FSV Mainz 05,FC Bayern,1,5:2,,,10'
15,1/9/21,H,Jean-Philippe Mateta,1.FSV Mainz 05,E. Frankfurt,5,0:2,,,13'
1,9/19/20,A,Jonas Hofmann,Borussia Mönchengladbach,Bor. Dortmund,3,3:0,,,90'
2,9/26/20,H,Jonas Hofmann,Borussia Mönchengladbach,Union Berlin,7,1:1,,1,90'
3,10/3/20,A,Jonas Hofmann,Borussia Mönchengladbach,1. FC Köln,16,1:3,,2,88'
4,10/17/20,H,Jonas Hofmann,Borussia Mönchengladbach,VfL Wolfsburg,4,1:1,1,,90'
5,10/24/20,A,Jonas Hofmann,Borussia Mönchengladbach,1.FSV Mainz 05,12,2:3,1,1,30'
6,10/31/20,H,Jonas Hofmann,Borussia Mönchengladbach,RB Leipzig,2,1:0,,,90'
7,11/8/20,A,Jonas Hofmann,Borussia Mönchengladbach,Bay. Leverkusen,6,4:3,,,90'
14,1/2/21,A,Jonas Hofmann,Borussia Mönchengladbach,Arm. Bielefeld,15,0:1,,1,90'
15,1/8/21,H,Jonas Hofmann,Borussia Mönchengladbach,FC Bayern,1,3:2,2,1,89'
16,1/16/21,A,Jonas Hofmann,Borussia Mönchengladbach,VfB Stuttgart,9,2:2,,,90'
17,1/19/21,H,Jonas Hofmann,Borussia Mönchengladbach,Werder Bremen,17,1:0,,,90'
18,1/22/21,H,Jonas Hofmann,Borussia Mönchengladbach,Bor. Dortmund,3,4:2,,1,65'
19,1/30/21,A,Jonas Hofmann,Borussia Mönchengladbach,Union Berlin,7,1:1,,1,75'
20,2/6/21,H,Jonas Hofmann,Borussia Mönchengladbach,1. FC Köln,16,1:2,,,32'
21,2/14/21,A,Jonas Hofmann,Borussia Mönchengladbach,VfL Wolfsburg,4,0:0,,,80'
22,2/20/21,H,Jonas Hofmann,Borussia Mönchengladbach,1.FSV Mainz 05,12,1:2,,1,90'
23,2/27/21,A,Jonas Hofmann,Borussia Mönchengladbach,RB Leipzig,2,3:2,1,,61'
25,3/12/21,A,Jonas Hofmann,Borussia Mönchengladbach,FC Augsburg,13,3:1,,,90'
26,3/20/21,A,Jonas Hofmann,Borussia Mönchengladbach,FC Schalke 04,18,0:3,,1,83'
29,4/17/21,H,Jonas Hofmann,Borussia Mönchengladbach,E. Frankfurt,5,4:0,1,1,82'
30,4/21/21,A,Jonas Hofmann,Borussia Mönchengladbach,TSG Hoffenheim,11,3:2,,,90'
32,5/8/21,A,Jonas Hofmann,Borussia Mönchengladbach,FC Bayern,1,6:0,,,69'
33,5/15/21,H,Jonas Hofmann,Borussia Mönchengladbach,VfB Stuttgart,9,1:2,,,65'
34,5/22/21,A,Jonas Hofmann,Borussia Mönchengladbach,Werder Bremen,17,2:4,,,16'
1,9/18/20,H,Leroy Sané,Bayern Munich,FC Schalke 04,18,8:0,1,2,73'
2,9/27/20,A,Leroy Sané,Bayern Munich,TSG Hoffenheim,11,4:1,,,73'
5,10/24/20,H,Leroy Sané,Bayern Munich,E. Frankfurt,5,5:0,1,,22'
6,10/31/20,A,Leroy Sané,Bayern Munich,1. FC Köln,16,1:2,,,63'
7,11/7/20,A,Leroy Sané,Bayern Munich,Bor. Dortmund,3,2:3,1,,21'
8,11/21/20,H,Leroy Sané,Bayern Munich,Werder Bremen,17,1:1,,,27'
9,11/28/20,A,Leroy Sané,Bayern Munich,VfB Stuttgart,9,1:3,,1,21'
10,12/5/20,H,Leroy Sané,Bayern Munich,RB Leipzig,2,3:3,,,64'
11,12/12/20,A,Leroy Sané,Bayern Munich,Union Berlin,7,1:1,,,27'
12,12/16/20,H,Leroy Sané,Bayern Munich,VfL Wolfsburg,4,2:1,,,90'
13,12/19/20,A,Leroy Sané,Bayern Munich,Bay. Leverkusen,6,1:2,,,36'
14,1/3/21,H,Leroy Sané,Bayern Munich,1.FSV Mainz 05,12,5:2,1,,90'
15,1/8/21,A,Leroy Sané,Bayern Munich,Bor. M'gladbach,8,3:2,,1,90'
16,1/17/21,H,Leroy Sané,Bayern Munich,SC Freiburg,10,2:1,,1,62'
17,1/20/21,A,Leroy Sané,Bayern Munich,FC Augsburg,13,0:1,,,23'
18,1/24/21,A,Leroy Sané,Bayern Munich,FC Schalke 04,18,0:4,,,64'
19,1/30/21,H,Leroy Sané,Bayern Munich,TSG Hoffenheim,11,4:1,,,20'
20,2/5/21,A,Leroy Sané,Bayern Munich,Hertha BSC,14,0:1,,,73'
21,2/15/21,H,Leroy Sané,Bayern Munich,Arm. Bielefeld,15,3:3,,1,90'
22,2/20/21,A,Leroy Sané,Bayern Munich,E. Frankfurt,5,2:1,,1,90'
23,2/27/21,H,Leroy Sané,Bayern Munich,1. FC Köln,16,5:1,,,87'
24,3/6/21,H,Leroy Sané,Bayern Munich,Bor. Dortmund,3,4:2,,1,90'
25,3/13/21,A,Leroy Sané,Bayern Munich,Werder Bremen,17,1:3,,,11'
26,3/20/21,H,Leroy Sané,Bayern Munich,VfB Stuttgart,9,4:0,,1,83'
27,4/3/21,A,Leroy Sané,Bayern Munich,RB Leipzig,2,0:1,,,81'
28,4/10/21,H,Leroy Sané,Bayern Munich,Union Berlin,7,1:1,,,45'
29,4/17/21,A,Leroy Sané,Bayern Munich,VfL Wolfsburg,4,2:3,,,86'
30,4/20/21,H,Leroy Sané,Bayern Munich,Bay. Leverkusen,6,2:0,,,27'
31,4/24/21,A,Leroy Sané,Bayern Munich,1.FSV Mainz 05,12,2:1,,,45'
32,5/8/21,H,Leroy Sané,Bayern Munich,Bor. M'gladbach,8,6:0,1,,30'
33,5/15/21,A,Leroy Sané,Bayern Munich,SC Freiburg,10,2:2,1,,72'
34,5/22/21,H,Leroy Sané,Bayern Munich,FC Augsburg,13,5:2,,1,29'
1,9/20/20,A,Ridle Baku,1.FSV Mainz 05,RB Leipzig,2,3:1,,,90'
2,9/26/20,H,Ridle Baku,1.FSV Mainz 05,VfB Stuttgart,9,1:4,,,90'
3,10/4/20,H,Ridle Baku,VfL Wolfsburg,FC Augsburg,13,0:0,,,18'
4,10/17/20,A,Ridle Baku,VfL Wolfsburg,Bor. M'gladbach,8,1:1,,1,90'
5,10/25/20,H,Ridle Baku,VfL Wolfsburg,Arm. Bielefeld,15,2:1,,,90'
6,11/1/20,A,Ridle Baku,VfL Wolfsburg,Hertha BSC,14,1:1,1,,90'
7,11/8/20,H,Ridle Baku,VfL Wolfsburg,TSG Hoffenheim,11,2:1,,,90'
8,11/21/20,A,Ridle Baku,VfL Wolfsburg,FC Schalke 04,18,0:2,,,90'
9,11/27/20,H,Ridle Baku,VfL Wolfsburg,Werder Bremen,17,5:3,1,,90'
10,12/5/20,A,Ridle Baku,VfL Wolfsburg,1. FC Köln,16,2:2,,,90'
11,12/11/20,H,Ridle Baku,VfL Wolfsburg,E. Frankfurt,5,2:1,,,90'
12,12/16/20,A,Ridle Baku,VfL Wolfsburg,FC Bayern,1,2:1,,,70'
13,12/20/20,H,Ridle Baku,VfL Wolfsburg,VfB Stuttgart,9,1:0,,,87'
14,1/3/21,A,Ridle Baku,VfL Wolfsburg,Bor. Dortmund,3,2:0,,,90'
15,1/9/21,A,Ridle Baku,VfL Wolfsburg,Union Berlin,7,2:2,,,90'
16,1/16/21,H,Ridle Baku,VfL Wolfsburg,RB Leipzig,2,2:2,,,70'
17,1/19/21,A,Ridle Baku,VfL Wolfsburg,1.FSV Mainz 05,12,0:2,,,75'
18,1/23/21,A,Ridle Baku,VfL Wolfsburg,Bay. Leverkusen,6,0:1,1,,83'
19,1/31/21,H,Ridle Baku,VfL Wolfsburg,SC Freiburg,10,3:0,,1,89'
20,2/6/21,A,Ridle Baku,VfL Wolfsburg,FC Augsburg,13,0:2,1,,90'
21,2/14/21,H,Ridle Baku,VfL Wolfsburg,Bor. M'gladbach,8,0:0,,,90'
22,2/19/21,A,Ridle Baku,VfL Wolfsburg,Arm. Bielefeld,15,0:3,,,90'
23,2/27/21,H,Ridle Baku,VfL Wolfsburg,Hertha BSC,14,2:0,,1,90'
24,3/6/21,A,Ridle Baku,VfL Wolfsburg,TSG Hoffenheim,11,2:1,,,90'
25,3/13/21,H,Ridle Baku,VfL Wolfsburg,FC Schalke 04,18,5:0,1,1,72'
26,3/20/21,A,Ridle Baku,VfL Wolfsburg,Werder Bremen,17,1:2,,,90'
27,4/3/21,H,Ridle Baku,VfL Wolfsburg,1. FC Köln,16,1:0,,,90'
28,4/10/21,A,Ridle Baku,VfL Wolfsburg,E. Frankfurt,5,4:3,1,1,90'
29,4/17/21,H,Ridle Baku,VfL Wolfsburg,FC Bayern,1,2:3,,,55'
30,4/21/21,A,Ridle Baku,VfL Wolfsburg,VfB Stuttgart,9,1:3,,,90'
31,4/24/21,H,Ridle Baku,VfL Wolfsburg,Bor. Dortmund,3,0:2,,,90'
32,5/8/21,H,Ridle Baku,VfL Wolfsburg,Union Berlin,7,3:0,,2,90'
33,5/16/21,A,Ridle Baku,VfL Wolfsburg,RB Leipzig,2,2:2,,1,90'
34,5/22/21,H,Ridle Baku,VfL Wolfsburg,1.FSV Mainz 05,12,2:3,,,90'
1,9/20/20,H,Christopher Nkunku,RB Leipzig,1.FSV Mainz 05,12,3:1,,,13'
2,9/26/20,A,Christopher Nkunku,RB Leipzig,Bay. Leverkusen,6,1:1,,,24'
3,10/3/20,H,Christopher Nkunku,RB Leipzig,FC Schalke 04,18,4:0,,1,90'
4,10/17/20,A,Christopher Nkunku,RB Leipzig,FC Augsburg,13,0:2,,,90'
5,10/24/20,H,Christopher Nkunku,RB Leipzig,Hertha BSC,14,2:1,,,90'
6,10/31/20,A,Christopher Nkunku,RB Leipzig,Bor. M'gladbach,8,1:0,,,21'
7,11/7/20,H,Christopher Nkunku,RB Leipzig,SC Freiburg,10,3:0,,1,87'
8,11/21/20,A,Christopher Nkunku,RB Leipzig,E. Frankfurt,5,1:1,,,72'
9,11/28/20,H,Christopher Nkunku,RB Leipzig,Arm. Bielefeld,15,2:1,1,,45'
10,12/5/20,A,Christopher Nkunku,RB Leipzig,FC Bayern,1,3:3,1,,90'
16,1/16/21,A,Christopher Nkunku,RB Leipzig,VfL Wolfsburg,4,2:2,,,45'
17,1/20/21,H,Christopher Nkunku,RB Leipzig,Union Berlin,7,1:0,,,87'
18,1/23/21,A,Christopher Nkunku,RB Leipzig,1.FSV Mainz 05,12,3:2,,,35'
19,1/30/21,H,Christopher Nkunku,RB Leipzig,Bay. Leverkusen,6,1:0,1,,70'
20,2/6/21,A,Christopher Nkunku,RB Leipzig,FC Schalke 04,18,0:3,,1,83'
21,2/12/21,H,Christopher Nkunku,RB Leipzig,FC Augsburg,13,2:1,1,,90'
22,2/21/21,A,Christopher Nkunku,RB Leipzig,Hertha BSC,14,0:3,,,31'
23,2/27/21,H,Christopher Nkunku,RB Leipzig,Bor. M'gladbach,8,3:2,1,1,90'
24,3/6/21,A,Christopher Nkunku,RB Leipzig,SC Freiburg,10,0:3,1,1,85'
25,3/14/21,H,Christopher Nkunku,RB Leipzig,E. Frankfurt,5,1:1,,,15'
26,3/19/21,A,Christopher Nkunku,RB Leipzig,Arm. Bielefeld,15,0:1,,,90'
27,4/3/21,H,Christopher Nkunku,RB Leipzig,FC Bayern,1,0:1,,,90'
28,4/10/21,A,Christopher Nkunku,RB Leipzig,Werder Bremen,17,1:4,,1,90'
29,4/16/21,H,Christopher Nkunku,RB Leipzig,TSG Hoffenheim,11,0:0,,,90'
30,4/20/21,A,Christopher Nkunku,RB Leipzig,1. FC Köln,16,2:1,,,90'
31,4/25/21,H,Christopher Nkunku,RB Leipzig,VfB Stuttgart,9,2:0,,,65'
