match_day,date,venue,player,team,opponent,opponent_position,result,goals,assists,minutes_played
30,4/20/21,H,Amin Younes,Eintracht Frankfurt,FC Augsburg,13,2:0,,,11'
31,4/24/21,A,Amin Younes,Eintracht Frankfurt,Bay. Leverkusen,6,3:1,,,13'
32,5/9/21,H,Amin Younes,Eintracht Frankfurt,1.FSV Mainz 05,12,1:1,,,25'
33,5/15/21,A,Amin Younes,Eintracht Frankfurt,FC Schalke 04,18,4:3,,1,67'
1,9/19/20,H,Sheraldo Becker,1.FC Union Berlin,FC Augsburg,13,1:3,,,71'
2,9/26/20,A,Sheraldo Becker,1.FC Union Berlin,Bor. M'gladbach,8,1:1,,,57'
3,10/2/20,H,Sheraldo Becker,1.FC Union Berlin,1.FSV Mainz 05,12,4:0,,1,64'
4,10/18/20,A,Sheraldo Becker,1.FC Union Berlin,FC Schalke 04,18,1:1,,,78'
5,10/24/20,H,Sheraldo Becker,1.FC Union Berlin,SC Freiburg,10,1:1,,,71'
7,11/7/20,H,Sheraldo Becker,1.FC Union Berlin,Arm. Bielefeld,15,5:0,1,1,83'
8,11/22/20,A,Sheraldo Becker,1.FC Union Berlin,1. FC Köln,16,1:2,,,85'
9,11/28/20,H,Sheraldo Becker,1.FC Union Berlin,E. Frankfurt,5,3:3,,,73'
10,12/4/20,A,Sheraldo Becker,1.FC Union Berlin,Hertha BSC,14,3:1,,,8'
11,12/12/20,H,Sheraldo Becker,1.FC Union Berlin,FC Bayern,1,1:1,,,90'
12,12/15/20,A,Sheraldo Becker,1.FC Union Berlin,VfB Stuttgart,9,2:2,,,61'
13,12/18/20,H,Sheraldo Becker,1.FC Union Berlin,Bor. Dortmund,3,2:1,,,90'
14,1/2/21,A,Sheraldo Becker,1.FC Union Berlin,Werder Bremen,17,0:2,1,,88'
15,1/9/21,H,Sheraldo Becker,1.FC Union Berlin,VfL Wolfsburg,4,2:2,1,,78'
16,1/15/21,H,Sheraldo Becker,1.FC Union Berlin,Bay. Leverkusen,6,1:0,,,24'
18,1/23/21,A,Sheraldo Becker,1.FC Union Berlin,FC Augsburg,13,2:1,,,62'
33,5/15/21,A,Sheraldo Becker,1.FC Union Berlin,Bay. Leverkusen,6,1:1,,,24'
34,5/22/21,H,Sheraldo Becker,1.FC Union Berlin,RB Leipzig,2,2:1,,1,8'
1,9/19/20,H,Theodor Gebre Selassie,SV Werder Bremen,Hertha BSC,14,1:4,,,90'
2,9/26/20,A,Theodor Gebre Selassie,SV Werder Bremen,FC Schalke 04,18,1:3,,,90'
3,10/3/20,H,Theodor Gebre Selassie,SV Werder Bremen,Arm. Bielefeld,15,1:0,,,90'
4,10/17/20,A,Theodor Gebre Selassie,SV Werder Bremen,SC Freiburg,10,1:1,,,90'
5,10/25/20,H,Theodor Gebre Selassie,SV Werder Bremen,TSG Hoffenheim,11,1:1,,1,90'
6,10/31/20,A,Theodor Gebre Selassie,SV Werder Bremen,E. Frankfurt,5,1:1,,,90'
7,11/6/20,H,Theodor Gebre Selassie,SV Werder Bremen,1. FC Köln,16,1:1,,,90'
8,11/21/20,A,Theodor Gebre Selassie,SV Werder Bremen,FC Bayern,1,1:1,,,90'
9,11/27/20,A,Theodor Gebre Selassie,SV Werder Bremen,VfL Wolfsburg,4,5:3,,,90'
10,12/6/20,H,Theodor Gebre Selassie,SV Werder Bremen,VfB Stuttgart,9,1:2,,,90'
11,12/12/20,A,Theodor Gebre Selassie,SV Werder Bremen,RB Leipzig,2,2:0,,,90'
12,12/15/20,H,Theodor Gebre Selassie,SV Werder Bremen,Bor. Dortmund,3,1:2,,,90'
13,12/19/20,A,Theodor Gebre Selassie,SV Werder Bremen,1.FSV Mainz 05,12,0:1,,,90'
14,1/2/21,H,Theodor Gebre Selassie,SV Werder Bremen,Union Berlin,7,0:2,,,90'
15,1/9/21,A,Theodor Gebre Selassie,SV Werder Bremen,Bay. Leverkusen,6,1:1,,,90'
16,1/16/21,H,Theodor Gebre Selassie,SV Werder Bremen,FC Augsburg,13,2:0,1,,90'
17,1/19/21,A,Theodor Gebre Selassie,SV Werder Bremen,Bor. M'gladbach,8,1:0,,,90'
18,1/23/21,A,Theodor Gebre Selassie,SV Werder Bremen,Hertha BSC,14,1:4,,,90'
19,1/30/21,H,Theodor Gebre Selassie,SV Werder Bremen,FC Schalke 04,18,1:1,,,90'
21,2/13/21,H,Theodor Gebre Selassie,SV Werder Bremen,SC Freiburg,10,0:0,,,90'
22,2/21/21,A,Theodor Gebre Selassie,SV Werder Bremen,TSG Hoffenheim,11,4:0,,,90'
23,2/26/21,H,Theodor Gebre Selassie,SV Werder Bremen,E. Frankfurt,5,2:1,1,,90'
24,3/7/21,A,Theodor Gebre Selassie,SV Werder Bremen,1. FC Köln,16,1:1,,,90'
20,3/10/21,A,Theodor Gebre Selassie,SV Werder Bremen,Arm. Bielefeld,15,0:2,,,90'
25,3/13/21,H,Theodor Gebre Selassie,SV Werder Bremen,FC Bayern,1,1:3,,,64'
26,3/20/21,H,Theodor Gebre Selassie,SV Werder Bremen,VfL Wolfsburg,4,1:2,,1,90'
27,4/4/21,A,Theodor Gebre Selassie,SV Werder Bremen,VfB Stuttgart,9,1:0,,,90'
28,4/10/21,H,Theodor Gebre Selassie,SV Werder Bremen,RB Leipzig,2,1:4,,,90'
29,4/18/21,A,Theodor Gebre Selassie,SV Werder Bremen,Bor. Dortmund,3,4:1,,,90'
30,4/21/21,H,Theodor Gebre Selassie,SV Werder Bremen,1.FSV Mainz 05,12,0:1,,,90'
31,4/24/21,A,Theodor Gebre Selassie,SV Werder Bremen,Union Berlin,7,3:1,1,,90'
32,5/8/21,H,Theodor Gebre Selassie,SV Werder Bremen,Bay. Leverkusen,6,0:0,,,90'
33,5/15/21,A,Theodor Gebre Selassie,SV Werder Bremen,FC Augsburg,13,2:0,,,90'
34,5/22/21,H,Theodor Gebre Selassie,SV Werder Bremen,Bor. M'gladbach,8,2:4,,,90'
1,9/19/20,A,Hannes Wolf,Borussia Mönchengladbach,Bor. Dortmund,3,3:0,,,57'
2,9/26/20,H,Hannes Wolf,Borussia Mönchengladbach,Union Berlin,7,1:1,,,15'
3,10/3/20,A,Hannes Wolf,Borussia Mönchengladbach,1. FC Köln,16,1:3,,,13'
4,10/17/20,H,Hannes Wolf,Borussia Mönchengladbach,VfL Wolfsburg,4,1:1,,,20'
5,10/24/20,A,Hannes Wolf,Borussia Mönchengladbach,1.FSV Mainz 05,12,2:3,,,18'
6,10/31/20,H,Hannes Wolf,Borussia Mönchengladbach,RB Leipzig,2,1:0,1,,90'
7,11/8/20,A,Hannes Wolf,Borussia Mönchengladbach,Bay. Leverkusen,6,4:3,,,45'
8,11/21/20,H,Hannes Wolf,Borussia Mönchengladbach,FC Augsburg,13,1:1,,,90'
9,11/28/20,H,Hannes Wolf,Borussia Mönchengladbach,FC Schalke 04,18,4:1,1,,19'
10,12/5/20,A,Hannes Wolf,Borussia Mönchengladbach,SC Freiburg,10,2:2,,,65'
11,12/12/20,H,Hannes Wolf,Borussia Mönchengladbach,Hertha BSC,14,1:1,,,85'
12,12/15/20,A,Hannes Wolf,Borussia Mönchengladbach,E. Frankfurt,5,3:3,,,45'
13,12/19/20,H,Hannes Wolf,Borussia Mönchengladbach,TSG Hoffenheim,11,1:2,,,16'
14,1/2/21,A,Hannes Wolf,Borussia Mönchengladbach,Arm. Bielefeld,15,0:1,,,5'
15,1/8/21,H,Hannes Wolf,Borussia Mönchengladbach,FC Bayern,1,3:2,,,8'
16,1/16/21,A,Hannes Wolf,Borussia Mönchengladbach,VfB Stuttgart,9,2:2,,,18'
17,1/19/21,H,Hannes Wolf,Borussia Mönchengladbach,Werder Bremen,17,1:0,,,85'
18,1/22/21,H,Hannes Wolf,Borussia Mönchengladbach,Bor. Dortmund,3,4:2,,,19'
19,1/30/21,A,Hannes Wolf,Borussia Mönchengladbach,Union Berlin,7,1:1,,,90'
20,2/6/21,H,Hannes Wolf,Borussia Mönchengladbach,1. FC Köln,16,1:2,,,58'
21,2/14/21,A,Hannes Wolf,Borussia Mönchengladbach,VfL Wolfsburg,4,0:0,,,20'
22,2/20/21,H,Hannes Wolf,Borussia Mönchengladbach,1.FSV Mainz 05,12,1:2,,,9'
23,2/27/21,A,Hannes Wolf,Borussia Mönchengladbach,RB Leipzig,2,3:2,,,90'
24,3/6/21,H,Hannes Wolf,Borussia Mönchengladbach,Bay. Leverkusen,6,0:1,,,90'
26,3/20/21,A,Hannes Wolf,Borussia Mönchengladbach,FC Schalke 04,18,0:3,,,7'
27,4/3/21,H,Hannes Wolf,Borussia Mönchengladbach,SC Freiburg,10,2:1,,,45'
29,4/17/21,H,Hannes Wolf,Borussia Mönchengladbach,E. Frankfurt,5,4:0,1,,1'
30,4/21/21,A,Hannes Wolf,Borussia Mönchengladbach,TSG Hoffenheim,11,3:2,,,22'
31,4/25/21,H,Hannes Wolf,Borussia Mönchengladbach,Arm. Bielefeld,15,5:0,,1,90'
32,5/8/21,A,Hannes Wolf,Borussia Mönchengladbach,FC Bayern,1,6:0,,,45'
33,5/15/21,H,Hannes Wolf,Borussia Mönchengladbach,VfB Stuttgart,9,1:2,,,6'
34,5/22/21,A,Hannes Wolf,Borussia Mönchengladbach,Werder Bremen,17,2:4,,1,84'
1,9/19/20,H,Julian Brandt,Borussia Dortmund,Bor. M'gladbach,8,3:0,,,11'
2,9/26/20,A,Julian Brandt,Borussia Dortmund,FC Augsburg,13,2:0,,,31'
3,10/3/20,H,Julian Brandt,Borussia Dortmund,SC Freiburg,10,4:0,,,20'
4,10/17/20,A,Julian Brandt,Borussia Dortmund,TSG Hoffenheim,11,0:1,,,64'
5,10/24/20,H,Julian Brandt,Borussia Dortmund,FC Schalke 04,18,3:0,,,77'
6,10/31/20,A,Julian Brandt,Borussia Dortmund,Arm. Bielefeld,15,0:2,,,90'
7,11/7/20,H,Julian Brandt,Borussia Dortmund,FC Bayern,1,2:3,,,21'
8,11/21/20,A,Julian Brandt,Borussia Dortmund,Hertha BSC,14,2:5,,1,90'
9,11/28/20,H,Julian Brandt,Borussia Dortmund,1. FC Köln,16,1:2,,,67'
10,12/5/20,A,Julian Brandt,Borussia Dortmund,E. Frankfurt,5,1:1,,,74'
11,12/12/20,H,Julian Brandt,Borussia Dortmund,VfB Stuttgart,9,1:5,,,4'
12,12/15/20,A,Julian Brandt,Borussia Dortmund,Werder Bremen,17,1:2,,,17'
13,12/18/20,A,Julian Brandt,Borussia Dortmund,Union Berlin,7,2:1,,,18'
15,1/9/21,A,Julian Brandt,Borussia Dortmund,RB Leipzig,2,1:3,,,5'
16,1/16/21,H,Julian Brandt,Borussia Dortmund,1.FSV Mainz 05,12,1:1,,,90'
17,1/19/21,A,Julian Brandt,Borussia Dortmund,Bay. Leverkusen,6,2:1,1,,90'
18,1/22/21,A,Julian Brandt,Borussia Dortmund,Bor. M'gladbach,8,4:2,,,90'
19,1/30/21,H,Julian Brandt,Borussia Dortmund,FC Augsburg,13,3:1,,,75'
20,2/6/21,A,Julian Brandt,Borussia Dortmund,SC Freiburg,10,2:1,,,45'
21,2/13/21,H,Julian Brandt,Borussia Dortmund,TSG Hoffenheim,11,2:2,,,60'
22,2/20/21,A,Julian Brandt,Borussia Dortmund,FC Schalke 04,18,0:4,,,61'
23,2/27/21,H,Julian Brandt,Borussia Dortmund,Arm. Bielefeld,15,3:0,,,5'
24,3/6/21,A,Julian Brandt,Borussia Dortmund,FC Bayern,1,4:2,,,30'
25,3/13/21,H,Julian Brandt,Borussia Dortmund,Hertha BSC,14,2:0,1,,90'
26,3/20/21,A,Julian Brandt,Borussia Dortmund,1. FC Köln,16,2:2,,,45'
28,4/10/21,A,Julian Brandt,Borussia Dortmund,VfB Stuttgart,9,2:3,,,10'
29,4/18/21,H,Julian Brandt,Borussia Dortmund,Werder Bremen,17,4:1,,,74'
30,4/21/21,H,Julian Brandt,Borussia Dortmund,Union Berlin,7,2:0,,1,14'
32,5/8/21,H,Julian Brandt,Borussia Dortmund,RB Leipzig,2,3:2,,,18'
33,5/16/21,A,Julian Brandt,Borussia Dortmund,1.FSV Mainz 05,12,1:3,1,,14'
34,5/22/21,H,Julian Brandt,Borussia Dortmund,Bay. Leverkusen,6,3:1,,,90'
1,9/19/20,A,Nico Elvedi,Borussia Mönchengladbach,Bor. Dortmund,3,3:0,,,90'
2,9/26/20,H,Nico Elvedi,Borussia Mönchengladbach,Union Berlin,7,1:1,,,90'
3,10/3/20,A,Nico Elvedi,Borussia Mönchengladbach,1. FC Köln,16,1:3,,,90'
4,10/17/20,H,Nico Elvedi,Borussia Mönchengladbach,VfL Wolfsburg,4,1:1,,,90'
5,10/24/20,A,Nico Elvedi,Borussia Mönchengladbach,1.FSV Mainz 05,12,2:3,,,90'
6,10/31/20,H,Nico Elvedi,Borussia Mönchengladbach,RB Leipzig,2,1:0,,,45'
7,11/8/20,A,Nico Elvedi,Borussia Mönchengladbach,Bay. Leverkusen,6,4:3,,,90'
8,11/21/20,H,Nico Elvedi,Borussia Mönchengladbach,FC Augsburg,13,1:1,,,90'
11,12/12/20,H,Nico Elvedi,Borussia Mönchengladbach,Hertha BSC,14,1:1,,,90'
12,12/15/20,A,Nico Elvedi,Borussia Mönchengladbach,E. Frankfurt,5,3:3,,,90'
13,12/19/20,H,Nico Elvedi,Borussia Mönchengladbach,TSG Hoffenheim,11,1:2,,,90'
14,1/2/21,A,Nico Elvedi,Borussia Mönchengladbach,Arm. Bielefeld,15,0:1,,,90'
15,1/8/21,H,Nico Elvedi,Borussia Mönchengladbach,FC Bayern,1,3:2,,,90'
16,1/16/21,A,Nico Elvedi,Borussia Mönchengladbach,VfB Stuttgart,9,2:2,,,90'
17,1/19/21,H,Nico Elvedi,Borussia Mönchengladbach,Werder Bremen,17,1:0,1,,90'
18,1/22/21,H,Nico Elvedi,Borussia Mönchengladbach,Bor. Dortmund,3,4:2,2,,90'
19,1/30/21,A,Nico Elvedi,Borussia Mönchengladbach,Union Berlin,7,1:1,,,90'
21,2/14/21,A,Nico Elvedi,Borussia Mönchengladbach,VfL Wolfsburg,4,0:0,,,90'
22,2/20/21,H,Nico Elvedi,Borussia Mönchengladbach,1.FSV Mainz 05,12,1:2,,,90'
23,2/27/21,A,Nico Elvedi,Borussia Mönchengladbach,RB Leipzig,2,3:2,,,62'
24,3/6/21,H,Nico Elvedi,Borussia Mönchengladbach,Bay. Leverkusen,6,0:1,,,90'
25,3/12/21,A,Nico Elvedi,Borussia Mönchengladbach,FC Augsburg,13,3:1,,,90'
26,3/20/21,A,Nico Elvedi,Borussia Mönchengladbach,FC Schalke 04,18,0:3,,1,90'
29,4/17/21,H,Nico Elvedi,Borussia Mönchengladbach,E. Frankfurt,5,4:0,,1,90'
30,4/21/21,A,Nico Elvedi,Borussia Mönchengladbach,TSG Hoffenheim,11,3:2,,,90'
31,4/25/21,H,Nico Elvedi,Borussia Mönchengladbach,Arm. Bielefeld,15,5:0,,,90'
32,5/8/21,A,Nico Elvedi,Borussia Mönchengladbach,FC Bayern,1,6:0,,,90'
33,5/15/21,H,Nico Elvedi,Borussia Mönchengladbach,VfB Stuttgart,9,1:2,,,90'
34,5/22/21,A,Nico Elvedi,Borussia Mönchengladbach,Werder Bremen,17,2:4,,,90'
1,9/20/20,H,Nordi Mukiele,RB Leipzig,1.FSV Mainz 05,12,3:1,,,1'
2,9/26/20,A,Nordi Mukiele,RB Leipzig,Bay. Leverkusen,6,1:1,,,90'
3,10/3/20,H,Nordi Mukiele,RB Leipzig,FC Schalke 04,18,4:0,,,90'
4,10/17/20,A,Nordi Mukiele,RB Leipzig,FC Augsburg,13,0:2,,,90'
5,10/24/20,H,Nordi Mukiele,RB Leipzig,Hertha BSC,14,2:1,,,69'
7,11/7/20,H,Nordi Mukiele,RB Leipzig,SC Freiburg,10,3:0,,1,45'
9,11/28/20,H,Nordi Mukiele,RB Leipzig,Arm. Bielefeld,15,2:1,,,61'
10,12/5/20,A,Nordi Mukiele,RB Leipzig,FC Bayern,1,3:3,,,72'
11,12/12/20,H,Nordi Mukiele,RB Leipzig,Werder Bremen,17,2:0,,,65'
12,12/16/20,A,Nordi Mukiele,RB Leipzig,TSG Hoffenheim,11,0:1,,,45'
13,12/19/20,H,Nordi Mukiele,RB Leipzig,1. FC Köln,16,0:0,,,90'
16,1/16/21,A,Nordi Mukiele,RB Leipzig,VfL Wolfsburg,4,2:2,1,,66'
17,1/20/21,H,Nordi Mukiele,RB Leipzig,Union Berlin,7,1:0,,,77'
18,1/23/21,A,Nordi Mukiele,RB Leipzig,1.FSV Mainz 05,12,3:2,,,13'
19,1/30/21,H,Nordi Mukiele,RB Leipzig,Bay. Leverkusen,6,1:0,,,80'
20,2/6/21,A,Nordi Mukiele,RB Leipzig,FC Schalke 04,18,0:3,1,,90'
21,2/12/21,H,Nordi Mukiele,RB Leipzig,FC Augsburg,13,2:1,,1,63'
22,2/21/21,A,Nordi Mukiele,RB Leipzig,Hertha BSC,14,0:3,1,,31'
23,2/27/21,H,Nordi Mukiele,RB Leipzig,Bor. M'gladbach,8,3:2,,,90'
24,3/6/21,A,Nordi Mukiele,RB Leipzig,SC Freiburg,10,0:3,,,90'
25,3/14/21,H,Nordi Mukiele,RB Leipzig,E. Frankfurt,5,1:1,,,90'
26,3/19/21,A,Nordi Mukiele,RB Leipzig,Arm. Bielefeld,15,0:1,,,2'
27,4/3/21,H,Nordi Mukiele,RB Leipzig,FC Bayern,1,0:1,,,90'
29,4/16/21,H,Nordi Mukiele,RB Leipzig,TSG Hoffenheim,11,0:0,,,45'
30,4/20/21,A,Nordi Mukiele,RB Leipzig,1. FC Köln,16,2:1,,,77'
31,4/25/21,H,Nordi Mukiele,RB Leipzig,VfB Stuttgart,9,2:0,,,25'
32,5/8/21,A,Nordi Mukiele,RB Leipzig,Bor. Dortmund,3,3:2,,,26'
34,5/22/21,A,Nordi Mukiele,RB Leipzig,Union Berlin,7,2:1,,,5'
1,9/19/20,H,Jonas Hector,1. FC Köln,TSG Hoffenheim,11,2:3,,,90'
2,9/26/20,A,Jonas Hector,1. FC Köln,Arm. Bielefeld,15,1:0,,,45'
12,12/16/20,H,Jonas Hector,1. FC Köln,Bay. Leverkusen,6,0:4,,,25'
13,12/19/20,A,Jonas Hector,1. FC Köln,RB Leipzig,2,0:0,,,18'
14,1/2/21,H,Jonas Hector,1. FC Köln,FC Augsburg,13,0:1,,,29'
15,1/9/21,A,Jonas Hector,1. FC Köln,SC Freiburg,10,5:0,,,90'
16,1/16/21,H,Jonas Hector,1. FC Köln,Hertha BSC,14,0:0,,,69'
17,1/20/21,A,Jonas Hector,1. FC Köln,FC Schalke 04,18,1:2,,,81'
18,1/24/21,A,Jonas Hector,1. FC Köln,TSG Hoffenheim,11,3:0,,,66'
24,3/7/21,H,Jonas Hector,1. FC Köln,Werder Bremen,17,1:1,1,,19'
25,3/13/21,A,Jonas Hector,1. FC Köln,Union Berlin,7,2:1,,1,64'
26,3/20/21,H,Jonas Hector,1. FC Köln,Bor. Dortmund,3,2:2,,,82'
27,4/3/21,A,Jonas Hector,1. FC Köln,VfL Wolfsburg,4,1:0,,,75'
28,4/11/21,H,Jonas Hector,1. FC Köln,1.FSV Mainz 05,12,2:3,,1,90'
29,4/17/21,A,Jonas Hector,1. FC Köln,Bay. Leverkusen,6,3:0,,,90'
30,4/20/21,H,Jonas Hector,1. FC Köln,RB Leipzig,2,2:1,2,,90'
31,4/23/21,A,Jonas Hector,1. FC Köln,FC Augsburg,13,2:3,,,90'
32,5/9/21,H,Jonas Hector,1. FC Köln,SC Freiburg,10,1:4,,,90'
34,5/22/21,H,Jonas Hector,1. FC Köln,FC Schalke 04,18,1:0,,,90'
1,9/20/20,A,Moussa Niakhaté,1.FSV Mainz 05,RB Leipzig,2,3:1,,,90'
2,9/26/20,H,Moussa Niakhaté,1.FSV Mainz 05,VfB Stuttgart,9,1:4,,,77'
4,10/17/20,H,Moussa Niakhaté,1.FSV Mainz 05,Bay. Leverkusen,6,0:1,,,90'
5,10/24/20,H,Moussa Niakhaté,1.FSV Mainz 05,Bor. M'gladbach,8,2:3,,,90'
6,10/31/20,A,Moussa Niakhaté,1.FSV Mainz 05,FC Augsburg,13,3:1,,,90'
7,11/7/20,H,Moussa Niakhaté,1.FSV Mainz 05,FC Schalke 04,18,2:2,,,90'
8,11/22/20,A,Moussa Niakhaté,1.FSV Mainz 05,SC Freiburg,10,1:3,,,90'
9,11/29/20,H,Moussa Niakhaté,1.FSV Mainz 05,TSG Hoffenheim,11,1:1,,,90'
10,12/5/20,A,Moussa Niakhaté,1.FSV Mainz 05,Arm. Bielefeld,15,2:1,,,90'
11,12/12/20,H,Moussa Niakhaté,1.FSV Mainz 05,1. FC Köln,16,0:1,,,90'
12,12/15/20,A,Moussa Niakhaté,1.FSV Mainz 05,Hertha BSC,14,0:0,,,90'
13,12/19/20,H,Moussa Niakhaté,1.FSV Mainz 05,Werder Bremen,17,0:1,,,90'
15,1/9/21,H,Moussa Niakhaté,1.FSV Mainz 05,E. Frankfurt,5,0:2,,,90'
16,1/16/21,A,Moussa Niakhaté,1.FSV Mainz 05,Bor. Dortmund,3,1:1,,,90'
17,1/19/21,H,Moussa Niakhaté,1.FSV Mainz 05,VfL Wolfsburg,4,0:2,,,90'
18,1/23/21,H,Moussa Niakhaté,1.FSV Mainz 05,RB Leipzig,2,3:2,2,,90'
19,1/29/21,A,Moussa Niakhaté,1.FSV Mainz 05,VfB Stuttgart,9,2:0,,,90'
20,2/6/21,H,Moussa Niakhaté,1.FSV Mainz 05,Union Berlin,7,1:0,1,,90'
21,2/13/21,A,Moussa Niakhaté,1.FSV Mainz 05,Bay. Leverkusen,6,2:2,,1,90'
22,2/20/21,A,Moussa Niakhaté,1.FSV Mainz 05,Bor. M'gladbach,8,1:2,,,90'
23,2/28/21,H,Moussa Niakhaté,1.FSV Mainz 05,FC Augsburg,13,0:1,,,90'
24,3/5/21,A,Moussa Niakhaté,1.FSV Mainz 05,FC Schalke 04,18,0:0,,,90'
25,3/13/21,H,Moussa Niakhaté,1.FSV Mainz 05,SC Freiburg,10,1:0,,,90'
26,3/21/21,A,Moussa Niakhaté,1.FSV Mainz 05,TSG Hoffenheim,11,1:2,,,90'
27,4/3/21,H,Moussa Niakhaté,1.FSV Mainz 05,Arm. Bielefeld,15,1:1,,,90'
28,4/11/21,A,Moussa Niakhaté,1.FSV Mainz 05,1. FC Köln,16,2:3,,,90'
30,4/21/21,A,Moussa Niakhaté,1.FSV Mainz 05,Werder Bremen,17,0:1,,,90'
31,4/24/21,H,Moussa Niakhaté,1.FSV Mainz 05,FC Bayern,1,2:1,,,90'
29,5/3/21,H,Moussa Niakhaté,1.FSV Mainz 05,Hertha BSC,14,1:1,,,90'
32,5/9/21,A,Moussa Niakhaté,1.FSV Mainz 05,E. Frankfurt,5,1:1,,,90'
33,5/16/21,H,Moussa Niakhaté,1.FSV Mainz 05,Bor. Dortmund,3,1:3,,,90'
34,5/22/21,A,Moussa Niakhaté,1.FSV Mainz 05,VfL Wolfsburg,4,2:3,,,90'
6,10/30/20,A,Philipp Förster,VfB Stuttgart,FC Schalke 04,18,1:1,,,1'
8,11/21/20,A,Philipp Förster,VfB Stuttgart,TSG Hoffenheim,11,3:3,,,15'
9,11/28/20,H,Philipp Förster,VfB Stuttgart,FC Bayern,1,1:3,,,76'
10,12/6/20,A,Philipp Förster,VfB Stuttgart,Werder Bremen,17,1:2,,,31'
11,12/12/20,A,Philipp Förster,VfB Stuttgart,Bor. Dortmund,3,1:5,1,,77'
12,12/15/20,H,Philipp Förster,VfB Stuttgart,Union Berlin,7,2:2,,,80'
14,1/2/21,H,Philipp Förster,VfB Stuttgart,RB Leipzig,2,0:1,,,15'
15,1/10/21,A,Philipp Förster,VfB Stuttgart,FC Augsburg,13,1:4,,,13'
17,1/20/21,A,Philipp Förster,VfB Stuttgart,Arm. Bielefeld,15,3:0,,,64'
19,1/29/21,H,Philipp Förster,VfB Stuttgart,1.FSV Mainz 05,12,2:0,,,64'
20,2/6/21,A,Philipp Förster,VfB Stuttgart,Bay. Leverkusen,6,5:2,,,80'
21,2/13/21,H,Philipp Förster,VfB Stuttgart,Hertha BSC,14,1:1,,,86'
22,2/20/21,A,Philipp Förster,VfB Stuttgart,1. FC Köln,16,0:1,,,74'
23,2/27/21,H,Philipp Förster,VfB Stuttgart,FC Schalke 04,18,5:1,,,62'
24,3/6/21,A,Philipp Förster,VfB Stuttgart,E. Frankfurt,5,1:1,,,90'
25,3/14/21,H,Philipp Förster,VfB Stuttgart,TSG Hoffenheim,11,2:0,,,61'
26,3/20/21,A,Philipp Förster,VfB Stuttgart,FC Bayern,1,4:0,,,45'
27,4/4/21,H,Philipp Förster,VfB Stuttgart,Werder Bremen,17,1:0,,,78'
28,4/10/21,H,Philipp Förster,VfB Stuttgart,Bor. Dortmund,3,2:3,,,68'
29,4/17/21,A,Philipp Förster,VfB Stuttgart,Union Berlin,7,2:1,1,,45'
30,4/21/21,H,Philipp Förster,VfB Stuttgart,VfL Wolfsburg,4,1:3,,,71'
31,4/25/21,A,Philipp Förster,VfB Stuttgart,RB Leipzig,2,2:0,,,90'
32,5/7/21,H,Philipp Förster,VfB Stuttgart,FC Augsburg,13,2:1,1,,90'
33,5/15/21,A,Philipp Förster,VfB Stuttgart,Bor. M'gladbach,8,1:2,,1,83'
34,5/22/21,H,Philipp Förster,VfB Stuttgart,Arm. Bielefeld,15,0:2,,,59'
1,9/19/20,H,Cedric Teuchert,1.FC Union Berlin,FC Augsburg,13,1:3,,,19'
2,9/26/20,A,Cedric Teuchert,1.FC Union Berlin,Bor. M'gladbach,8,1:1,,,17'
6,11/2/20,A,Cedric Teuchert,1.FC Union Berlin,TSG Hoffenheim,11,1:3,1,,7'
7,11/7/20,H,Cedric Teuchert,1.FC Union Berlin,Arm. Bielefeld,15,5:0,1,,8'
8,11/22/20,A,Cedric Teuchert,1.FC Union Berlin,1. FC Köln,16,1:2,,,17'
10,12/4/20,A,Cedric Teuchert,1.FC Union Berlin,Hertha BSC,14,3:1,,,7'
11,12/12/20,H,Cedric Teuchert,1.FC Union Berlin,FC Bayern,1,1:1,,,54'
12,12/15/20,A,Cedric Teuchert,1.FC Union Berlin,VfB Stuttgart,9,2:2,,,68'
13,12/18/20,H,Cedric Teuchert,1.FC Union Berlin,Bor. Dortmund,3,2:1,,1,85'
14,1/2/21,A,Cedric Teuchert,1.FC Union Berlin,Werder Bremen,17,0:2,,,2'
15,1/9/21,H,Cedric Teuchert,1.FC Union Berlin,VfL Wolfsburg,4,2:2,,,13'
16,1/15/21,H,Cedric Teuchert,1.FC Union Berlin,Bay. Leverkusen,6,1:0,1,,66'
17,1/20/21,A,Cedric Teuchert,1.FC Union Berlin,RB Leipzig,2,1:0,,,60'
18,1/23/21,A,Cedric Teuchert,1.FC Union Berlin,FC Augsburg,13,2:1,,,11'
19,1/30/21,H,Cedric Teuchert,1.FC Union Berlin,Bor. M'gladbach,8,1:1,,,85'
20,2/6/21,A,Cedric Teuchert,1.FC Union Berlin,1.FSV Mainz 05,12,1:0,,,73'
21,2/13/21,H,Cedric Teuchert,1.FC Union Berlin,FC Schalke 04,18,0:0,,,5'
23,2/28/21,H,Cedric Teuchert,1.FC Union Berlin,TSG Hoffenheim,11,1:1,,,16'
26,3/20/21,A,Cedric Teuchert,1.FC Union Berlin,E. Frankfurt,5,5:2,,,29'
28,4/10/21,A,Cedric Teuchert,1.FC Union Berlin,FC Bayern,1,1:1,,,18'
29,4/17/21,H,Cedric Teuchert,1.FC Union Berlin,VfB Stuttgart,9,2:1,,,20'
30,4/21/21,A,Cedric Teuchert,1.FC Union Berlin,Bor. Dortmund,3,2:0,,,17'
