league,player,team_venue_goal_number,opponent_current_position,opponent_final_position,final_score,minute,current_score,goal_type
LaLiga,Esteban Burgos,Real Betis_A_1,9,6,0:2,54',0:2,Penalty
LaLiga,Eden Hazard,SD Huesca_H_1,19,18,4:1,40',1:0,Left-footed shot
LaLiga,Eden Hazard,Alavés_A_1,17,16,1:4,45'+1,0:3,Left-footed shot
LaLiga,Eden Hazard,Sevilla FC_H_1,4,4,2:2,90'+4,2:2,Deflected shot on goal
LaLiga,Willian José,Celta de Vigo_A_1,17,8,1:4,54',0:3,Right-footed shot
LaLiga,Willian José,Barcelona_A_1,3,3,2:1,28',0:1,
LaLiga,Mauro Arambarri,Villarreal_H_1,5,7,1:3,16',1:1,Long distance kick
LaLiga,Mauro Arambarri,SD Huesca_H_1,20,18,1:0,69',1:0,Right-footed shot
LaLiga,Mauro Arambarri,Valencia_H_1,12,13,3:0,39',1:0,Long distance kick
LaLiga,Fran Beltrán,Granada CF_H_1,6,9,3:1,85',3:1,Right-footed shot
LaLiga,Fran Beltrán,Cádiz CF_H_1,8,12,4:0,43',3:0,Right-footed shot
LaLiga,Fran Beltrán,SD Huesca_A_1,20,18,3:4,76',3:4,
LaLiga,Ander Barrenetxea,SD Eibar_H_1,11,20,1:1,20',1:0,Right-footed shot
LaLiga,Ander Barrenetxea,CA Osasuna_H_1,19,11,1:1,46',1:1,Right-footed shot
LaLiga,Ander Barrenetxea,Barcelona_H_1,2,3,1:6,77',1:5,Right-footed shot
LaLiga,Sergi Enrich,Real Sociedad_A_1,2,5,1:1,65',1:1,Right-footed shot
LaLiga,Sergi Enrich,Villarreal_H_1,7,7,1:3,55',1:2,Right-footed shot
LaLiga,Sergi Enrich,Real Betis_H_1,6,6,1:1,83',1:1,Header
LaLiga,Unai López,SD Eibar_A_1,14,20,1:2,40',0:1,Right-footed shot
LaLiga,Unai López,Cádiz CF_A_1,14,12,0:4,15',0:2,Direct free kick
LaLiga,Fer Niño,CA Osasuna_A_1,20,11,1:3,29',0:2,Right-footed shot
LaLiga,Fer Niño,Levante_H_1,9,14,2:1,19',1:0,Right-footed shot
LaLiga,Fer Niño,Celta de Vigo_A_1,8,8,0:4,31',0:4,Right-footed shot
LaLiga,Roberto López,Real Valladolid_A_1,19,19,1:1,60',1:1,Direct free kick
LaLiga,Roberto López,Elche CF_A_1,20,17,0:3,90'+4,0:3,Right-footed shot
LaLiga,Roberto López,Athletic_H_1,9,10,1:1,89',1:1,Left-footed shot
LaLiga,Antonio Sanabria,Elche CF_H_1,11,17,3:1,7',1:0,Right-footed shot
LaLiga,Antonio Sanabria,Barcelona_A_1,6,3,5:2,45'+2,1:1,Right-footed shot
LaLiga,Antonio Sanabria,SD Huesca_A_1,20,18,0:2,90'+3,0:2,Header
LaLiga,Lucas Vázquez,SD Eibar_A_1,11,20,1:3,90'+2,1:3,Right-footed shot
LaLiga,Lucas Vázquez,Celta de Vigo_H_1,8,8,2:0,6',1:0,Header
LaLiga,Tete Morente,Alavés_A_1,15,16,0:2,86',0:2,Right-footed shot
LaLiga,Tete Morente,Levante_A_1,18,14,1:1,64',1:1,Right-footed shot
LaLiga,Joaquín,Real Sociedad_A_1,6,5,2:2,90'+2,2:2,Left-footed shot
LaLiga,Joaquín,Alavés_H_1,16,16,3:2,81',2:2,Header
LaLiga,David Silva,Celta de Vigo_A_1,17,8,1:4,24',0:1,Header
LaLiga,David Silva,Real Valladolid_H_1,18,19,4:1,28',3:0,Left-footed shot
LaLiga,David Ferreiro,Real Madrid_A_1,1,2,4:1,74',3:1,Right-footed shot
LaLiga,David Ferreiro,Celta de Vigo_H_1,10,8,3:4,74',3:3,
LaLiga,Kike Barja,Alavés_A_1,16,16,0:1,77',0:1,Right-footed shot
LaLiga,Kike Barja,Elche CF_H_1,16,17,2:0,38',1:0,Left-footed shot
LaLiga,Mikel Merino,Getafe_H_1,7,15,3:0,79',2:0,Left-footed shot
LaLiga,Mikel Merino,Levante_H_1,9,14,1:0,10',1:0,Left-footed shot
LaLiga,Alberto Perea,Levante_H_1,11,14,2:2,4',1:0,Counter attack goal
LaLiga,Alberto Perea,CA Osasuna_A_1,12,11,3:2,90'+1,3:2,Right-footed shot
LaLiga,Cucho Hernández,Valencia_A_1,14,13,2:2,87',1:1,Header
LaLiga,Cucho Hernández,Cádiz CF_A_1,8,12,0:2,33',0:1,Right-footed shot
LaLiga,Dani Gómez,Getafe_H_1,12,15,3:0,17',2:0,Right-footed shot
LaLiga,Dani Gómez,Real Valladolid_H_1,16,19,2:2,62',1:0,Right-footed shot
LaLiga,Pau Torres,Real Valladolid_H_1,20,19,2:0,37',2:0,Left-footed shot
LaLiga,Pau Torres,Real Betis_A_1,9,6,1:1,5',0:1,Header
LaLiga,Jon Morcillo,Real Valladolid_H_1,17,19,2:2,14',1:0,Left-footed shot
LaLiga,Jon Morcillo,CA Osasuna_H_1,11,11,2:2,1',1:0,Left-footed shot
LaLiga,Martin Braithwaite,CA Osasuna_H_1,14,11,4:0,29',1:0,Left-footed shot
LaLiga,Martin Braithwaite,Real Valladolid_A_1,18,19,0:3,35',0:2,Left-footed shot
LaLiga,Aitor Ruibal,Villarreal_H_1,4,7,1:1,51',1:1,Right-footed shot
LaLiga,Aitor Ruibal,Real Valladolid_A_1,18,19,1:1,49',0:1,Right-footed shot
LaLiga,Ander Capa,Real Betis_H_1,9,6,4:0,33',2:0,Tap-in
LaLiga,Ander Capa,Real Madrid_A_1,2,2,3:1,52',1:1,Left-footed shot
LaLiga,Óscar Mingueza,SD Huesca_H_1,20,18,4:1,53',3:1,Header
LaLiga,Óscar Mingueza,Real Madrid_A_1,3,2,2:1,60',2:1,Right-footed shot
LaLiga,Carles Aleñá,Valencia_H_1,12,13,3:0,87',3:0,Right-footed shot
LaLiga,Carles Aleñá,Levante_H_1,13,14,2:1,13',1:0,Left-footed shot
LaLiga,Oihan Sancet,Sevilla FC_H_1,8,4,2:1,86',2:1,Right-footed shot
LaLiga,Oihan Sancet,CA Osasuna_H_1,11,11,2:2,62',2:1,Header
LaLiga,Augusto Solari,Levante_H_1,12,14,2:0,74',2:0,
LaLiga,Augusto Solari,Villarreal_A_1,6,7,2:4,57',1:4,Right-footed shot
LaLiga,Philippe Coutinho,Sevilla FC_H_1,3,4,1:1,10',1:1,Right-footed shot
LaLiga,Philippe Coutinho,CA Osasuna_H_1,14,11,4:0,57',3:0,Right-footed shot
LaLiga,Jules Koundé,Celta de Vigo_H_1,17,8,4:2,5',1:0,Right-footed shot
LaLiga,Jules Koundé,Celta de Vigo_A_1,8,8,3:4,7',0:1,Header
LaLiga,Saúl Ñíguez,Sevilla FC_H_1,4,4,2:0,76',2:0,Left-footed shot
LaLiga,Saúl Ñíguez,Cádiz CF_A_1,10,12,2:4,44',1:2,Left-footed shot
LaLiga,Sergiño Dest,Real Sociedad_A_1,5,5,1:6,43',0:2,Right-footed shot
LaLiga,Ronald Araújo,Valencia_H_1,14,13,2:2,52',2:1,Right-footed shot
LaLiga,Ronald Araújo,Getafe_H_1,15,15,5:2,87',4:2,Header
LaLiga,Javi Ontiveros,Alavés_H_1,12,16,1:0,66',1:0,Right-footed shot
LaLiga,Javi Ontiveros,Levante_H_1,15,14,1:1,31',1:0,Penalty
LaLiga,Álvaro Giménez,Elche CF_A_1,12,17,1:1,55',1:1,Header
LaLiga,Álvaro Giménez,Barcelona_H_1,4,3,2:1,8',1:0,Left-footed shot
LaLiga,Jon Moncayola,Granada CF_H_1,7,9,3:1,86',3:1,Right-footed shot
LaLiga,Jon Moncayola,Villarreal_A_1,7,7,1:2,64',0:1,Right-footed shot
LaLiga,Dimitrios Siovas,Valencia_A_1,8,13,1:1,63',1:1,Header
LaLiga,Dimitrios Siovas,Celta de Vigo_H_1,10,8,3:4,14',1:1,
LaLiga,Jeison Murillo,Real Valladolid_H_1,19,19,1:1,90'+4,1:1,Header
LaLiga,Jeison Murillo,CA Osasuna_H_1,11,11,2:1,64',2:0,
LaLiga,Raphaël Varane,SD Huesca_A_1,20,18,1:2,55',1:1,Header
LaLiga,Salvi Sánchez,Sevilla FC_H_1,9,4,1:3,48',1:0,Right-footed shot
LaLiga,Salvi Sánchez,SD Eibar_A_1,13,20,0:2,39',0:2,Counter attack goal
LaLiga,Sergio León,Villarreal_A_1,7,7,2:1,73',2:1,Header
LaLiga,Sergio León,Barcelona_H_1,3,3,3:3,83',3:3,Right-footed shot
LaLiga,Víctor Ruiz,Barcelona_H_1,3,3,2:3,75',2:2,Header
LaLiga,Víctor Ruiz,Celta de Vigo_A_1,8,8,2:3,73',2:3,Right-footed shot
LaLiga,William Carvalho,Real Valladolid_H_1,10,19,2:0,18',2:0,Right-footed shot
LaLiga,William Carvalho,Real Madrid_H_1,5,2,2:3,37',2:1,Left-footed shot
LaLiga,Marcos Mauro,Valencia_H_1,12,13,2:1,88',2:1,Header
LaLiga,Marcos Mauro,SD Huesca_H_1,18,18,2:1,43',1:0,Header
LaLiga,Dani Calvo,SD Eibar_H_1,17,20,1:0,33',1:0,Header
LaLiga,Dani Calvo,Real Madrid_A_1,3,2,2:1,61',0:1,Header
LaLiga,Míchel Herrero,Real Sociedad_H_1,5,5,1:1,39',1:0,Left-footed shot
LaLiga,Míchel Herrero,Elche CF_H_1,18,17,2:2,71',1:2,
LaLiga,Pere Pons,Levante_H_1,13,14,2:2,30',1:0,Right-footed shot
LaLiga,Pere Pons,Granada CF_H_1,10,9,4:2,8',1:0,Right-footed shot
LaLiga,Toni Villa,SD Eibar_H_1,19,20,1:2,37',1:1,Right-footed shot
LaLiga,Toni Villa,SD Huesca_H_1,20,18,1:3,90'+3,1:3,Right-footed shot
LaLiga,Juanmi,Cádiz CF_A_1,14,12,0:1,84',0:1,
LaLiga,Juanmi,Levante_H_1,9,14,2:0,75',2:0,Right-footed shot
LaLiga,Darko Brasanac,Elche CF_A_1,16,17,2:2,64',1:2,Counter attack goal
LaLiga,Darko Brasanac,Athletic_A_1,9,10,2:2,12',1:1,Header
LaLiga,Sergio Ramos,Real Betis_A_1,3,6,2:3,82',2:3,Penalty
LaLiga,Sergio Ramos,Barcelona_A_1,1,3,1:3,63',1:2,Penalty
LaLiga,Álvaro Odriozola,Cádiz CF_A_1,12,12,0:3,33',0:2,Header
LaLiga,Álvaro Odriozola,Granada CF_A_1,10,9,1:4,75',1:3,Left-footed shot
LaLiga,Domingos Quina,SD Huesca_A_1,20,18,3:2,8',0:1,Right-footed shot
LaLiga,Domingos Quina,Elche CF_H_1,17,17,2:1,31',1:0,
LaLiga,Diego Costa,Granada CF_H_1,2,9,6:1,9',1:0,Header
LaLiga,Diego Costa,Elche CF_H_1,12,17,3:1,80',3:1,Penalty
LaLiga,Manu Trigueros,Getafe_A_1,9,15,1:3,18',1:2,Left-footed shot
LaLiga,José Gayà,Alavés_H_1,19,16,1:1,89',1:1,
LaLiga,Joan Jordán,SD Eibar_A_1,14,20,0:2,55',0:2,Right-footed shot
LaLiga,Rodrygo,Granada CF_A_1,10,9,1:4,45'+1,0:2,Right-footed shot
LaLiga,Emerson Royal,Villarreal_A_1,5,7,1:2,52',0:2,Header
LaLiga,Mikel Rico,Granada CF_A_1,7,9,3:3,21',0:1,Header
LaLiga,Lucas Olaza,Elche CF_A_1,18,17,1:1,86',1:1,Header
LaLiga,Alfonso Pedraza,SD Eibar_A_1,19,20,1:3,87',1:3,Counter attack goal
LaLiga,Thomas Lemar,Real Valladolid_H_1,18,19,2:0,56',1:0,Left-footed shot
LaLiga,Pablo Maffeo,Villarreal_A_1,7,7,1:1,42',0:1,Left-footed shot
LaLiga,Yuri Berchiche,SD Eibar_H_1,19,20,1:1,9',1:0,Left-footed shot
LaLiga,Sergi Guardiola,Celta de Vigo_H_1,7,8,1:1,66',1:1,Penalty
LaLiga,Deyverson,SD Eibar_H_1,14,20,2:1,45'+2,2:1,Left-footed shot
LaLiga,Ilaix Moriba,CA Osasuna_A_1,12,11,0:2,83',0:2,Left-footed shot
LaLiga,Koke,Cádiz CF_A_1,10,12,2:4,88',2:4,Right-footed shot
LaLiga,Javi Galán,Real Madrid_H_1,2,2,1:2,48',1:0,Left-footed shot
LaLiga,Marcos Acuña,Atlético Madrid_H_1,1,1,1:0,70',1:0,Header
LaLiga,Yoshinori Muto,Real Betis_A_1,9,6,0:2,49',0:1,Left-footed shot
LaLiga,Enis Bardhi,Atlético Madrid_H_1,4,1,1:1,17',1:0,Left-footed shot
LaLiga,Óscar de Marcos,Getafe_H_1,12,15,5:1,82',5:1,Counter attack goal
LaLiga,Pedro León,Alavés_A_1,17,16,2:1,4',0:1,Direct corner
LaLiga,Renan Lodi,CA Osasuna_H_1,11,11,2:1,82',1:1,Left-footed shot
LaLiga,Juan Miranda,CA Osasuna_A_1,16,11,0:2,90'+1,0:2,Left-footed shot
LaLiga,Carlos Fernández,Sevilla FC_H_1,4,4,1:2,5',1:0,Left-footed shot
LaLiga,Alberto Soro,SD Huesca_A_1,20,18,3:2,59',3:2,Right-footed shot
LaLiga,Sergi Roberto,Celta de Vigo_A_1,8,8,0:3,90'+5,0:3,Right-footed shot
LaLiga,José Campaña,Real Valladolid_A_1,17,19,1:1,83',1:1,Penalty
LaLiga,Florian Lejeune,Celta de Vigo_H_1,11,8,1:3,86',1:3,Right-footed shot
LaLiga,Pape Diop,SD Huesca_H_1,20,18,1:1,83',1:1,
LaLiga,Tomás Pina,Real Valladolid_A_1,20,19,0:2,55',0:1,Right-footed shot
LaLiga,Mario Hermoso,Real Sociedad_A_1,3,5,0:2,49',0:1,Header
LaLiga,Ximo Navarro,Valencia_H_1,12,13,2:2,2',1:0,Right-footed shot
LaLiga,Takefusa Kubo,Levante_H_1,13,14,2:1,84',2:1,Left-footed shot
LaLiga,Ander Guevara,Valencia_A_1,12,13,2:2,33',0:1,Left-footed shot
LaLiga,Uros Racic,Atlético Madrid_A_1,1,1,3:1,11',0:1,Left-footed shot
LaLiga,Rubén Duarte,Granada CF_H_1,10,9,4:2,21',2:0,
LaLiga,Thierry Correia,Real Valladolid_H_1,17,19,3:0,89',3:0,Header
LaLiga,Jaime Seoane,Celta de Vigo_A_1,8,8,2:1,84',2:1,Left-footed shot
LaLiga,Nacho Monreal,Granada CF_H_1,4,9,2:0,22',1:0,Left-footed shot
LaLiga,Unai Núñez,SD Huesca_H_1,19,18,2:0,90'+1,2:0,Header
LaLiga,Shinji Okazaki,Granada CF_A_1,7,9,3:3,82',1:3,Long distance kick
LaLiga,Igor Zubeldia,Atlético Madrid_A_1,1,1,2:1,83',2:1,Left-footed shot
LaLiga,Emiliano Rigoni,Celta de Vigo_A_1,10,8,3:1,50',2:1,Left-footed shot
LaLiga,Dani Escriche,Granada CF_H_1,8,9,3:2,31',1:1,Right-footed shot
LaLiga,Kévin Rodrigues,Real Valladolid_A_1,18,19,1:2,90',1:2,Header
LaLiga,Iván Alejo,Granada CF_H_1,4,9,1:1,48',1:1,Right-footed shot
LaLiga,Ángel Montoro,Getafe_A_1,7,15,0:1,45'+2,0:1,Penalty
LaLiga,Rubén Peña,Granada CF_H_1,7,9,2:2,29',1:1,Right-footed shot
LaLiga,Facundo Roncaglia,Celta de Vigo_H_1,12,8,2:0,23',1:0,
LaLiga,Adrián López,Cádiz CF_A_1,12,12,0:2,10',0:1,Right-footed shot
LaLiga,Kenan Kodro,SD Huesca_H_1,19,18,2:0,86',1:0,Penalty
LaLiga,Luis Milla,Athletic_H_1,10,10,2:0,53',2:0,Right-footed shot
LaLiga,Javi Martínez,Valencia_H_1,14,13,3:1,13',1:0,Right-footed shot
LaLiga,Júnior Firpo,Alavés_H_1,15,16,5:1,80',5:1,Left-footed shot
LaLiga,Mickaël Malsa,Villarreal_H_1,7,7,1:5,21',1:2,Right-footed shot
LaLiga,Marko Dmitrovic,Atlético Madrid_H_1,1,1,1:2,12',1:0,Penalty
LaLiga,David García,SD Huesca_H_1,20,18,1:1,68',1:1,Header
LaLiga,Guido Rodríguez,Cádiz CF_H_1,9,12,1:0,71',1:0,Right-footed shot
LaLiga,Nemanja Maksimovic,Cádiz CF_A_1,8,12,0:2,90'+4,0:2,Right-footed shot
LaLiga,Bono,Real Valladolid_A_1,16,19,1:1,90'+4,1:1,Left-footed shot
LaLiga,Clément Lenglet,Real Valladolid_A_1,18,19,0:3,21',0:1,Header
LaLiga,Stefan Savic,Athletic_A_1,9,10,2:1,77',1:1,Header
LaLiga,Jorge Pulido,Granada CF_H_1,8,9,3:2,39',2:1,Header
LaLiga,Diego Carlos,CA Osasuna_A_1,12,11,0:2,19',0:1,Header
LaLiga,Yunus Musah,Getafe_H_1,9,15,2:2,22',1:0,Counter attack goal
LaLiga,Rúben Vezo,Granada CF_A_1,2,9,1:1,34',1:1,Header
LaLiga,Rodrigo Battaglia,SD Huesca_H_1,19,18,1:0,85',1:0,Right-footed shot
LaLiga,Damián Suárez,Celta de Vigo_H_1,8,8,1:1,7',1:0,Right-footed shot
LaLiga,Jairo Izquierdo,Real Sociedad_A_1,6,5,4:1,65',4:1,Left-footed shot
LaLiga,Rubén Alcaraz,Levante_A_1,10,14,2:2,73',1:1,Left-footed shot
LaLiga,Domingos Duarte,Real Valladolid_H_1,19,19,1:3,63',1:2,Right-footed shot
LaLiga,Óscar Duarte,Real Betis_H_1,9,6,4:3,2',1:0,Header
LaLiga,Iñigo Martínez,Atlético Madrid_H_1,1,1,2:1,86',2:1,Header
LaLiga,Takashi Inui,Levante_A_1,12,14,2:1,51',0:1,Right-footed shot
LaLiga,Bruno González,SD Huesca_A_1,17,18,2:2,35',0:1,Header
LaLiga,Loren Morón,Barcelona_A_1,6,3,5:2,73',3:2,Right-footed shot
LaLiga,Mouctar Diakhaby,Barcelona_A_1,4,3,2:2,29',0:1,Header
LaLiga,Ferland Mendy,Getafe_H_1,15,15,2:0,66',2:0,Right-footed shot
LaLiga,Hugo Guillamón,Alavés_A_1,14,16,2:2,77',2:2,Header
LaLiga,Joaquín Fernández,Elche CF_H_1,18,17,2:2,89',2:2,
LaLiga,Roque Mesa,SD Eibar_A_1,17,20,1:1,7',0:1,Penalty
LaLiga,Andrés Guardado,SD Eibar_A_1,20,20,1:1,4',0:1,Left-footed shot
LaLiga,Nacho Fernández,Athletic_A_1,9,10,0:1,68',0:1,Right-footed shot
LaLiga,Aritz Elustondo,Elche CF_H_1,19,17,2:0,72',1:0,Header
LaLiga,Yeray Álvarez,Getafe_H_1,12,15,5:1,50',2:1,Header
LaLiga,Miguel Baeza,Granada CF_H_1,6,9,3:1,81',2:1,Left-footed shot
LaLiga,José Mari,Elche CF_H_1,19,17,1:3,15',1:0,Penalty
LaLiga,Borja Sainz,Real Valladolid_A_1,20,19,0:2,85',0:2,Right-footed shot
LaLiga,Borja García,Granada CF_A_1,7,9,3:3,49',1:2,Right-footed shot
LaLiga,Rubén Sobrino,Granada CF_A_1,8,9,0:1,39',0:1,Left-footed shot
LaLiga,Quini,Real Valladolid_A_1,16,19,1:2,86',1:2,Right-footed shot
LaLiga,Lucas Torreira,CA Osasuna_A_1,10,11,1:3,88',1:3,Right-footed shot
LaLiga,Diego González,Cádiz CF_A_1,12,12,1:3,64',1:2,Left-footed shot
LaLiga,Recio,Getafe_A_1,15,15,0:1,89',0:1,Penalty
LaLiga,Jota,Granada CF_A_1,6,9,1:3,90',1:3,Right-footed shot
LaLiga,Étienne Capoue,Real Valladolid_A_1,17,19,0:2,90'+1,0:2,Right-footed shot
LaLiga,Mariano Díaz,Villarreal_A_1,4,7,1:1,2',0:1,Header
LaLiga,Franco Vázquez,Elche CF_H_1,20,17,2:0,89',2:0,Left-footed shot
LaLiga,Toni Lato,Elche CF_A_1,13,17,2:1,74',2:1,Left-footed shot
LaLiga,Riqui Puig,Elche CF_A_1,18,17,0:2,89',0:2,Header
LaLiga,Éder Militão,CA Osasuna_H_1,11,11,2:0,76',1:0,Header
LaLiga,Facundo Ferreyra,Atlético Madrid_A_1,1,1,2:2,89',2:2,Right-footed shot
LaLiga,Carlos Akapo,Levante_A_1,14,14,2:2,32',1:2,Counter attack goal
LaLiga,Álex Blanco,Granada CF_H_1,8,9,2:1,66',2:0,Counter attack goal
LaLiga,Jorge Pombo,SD Huesca_A_1,11,18,0:2,83',0:2,Counter attack goal
LaLiga,John Guidetti,Valencia_A_1,14,13,1:1,84',0:1,
LaLiga,Waldo Rubio,SD Huesca_A_1,17,18,2:2,51',0:2,Penalty
LaLiga,Sergio Escudero,Celta de Vigo_H_1,17,8,4:2,85',3:2,Left-footed shot
LaLiga,Ivan Saponjic,CA Osasuna_A_1,12,11,3:2,49',1:1,Penalty
LaLiga,Raúl Carnero,Sevilla FC_A_1,6,4,1:1,87',1:1,Left-footed shot
LaLiga,Rodrigo Ely,Athletic_H_1,15,10,1:0,74',1:0,
LaLiga,Sergio Carreira,Levante_A_1,18,14,1:1,52',1:1,Tap-in
