player,team,team_position,opponent,opponent_position,goals,assists
Manu Vallejo,Elche CF,17,Elche CF,17,,
Manu Vallejo,Alavés,16,Alavés,16,1,
Manu Vallejo,Atlético Madrid,1,Atlético Madrid,1,,
Manu Vallejo,SD Eibar,20,SD Eibar,20,,
Manu Vallejo,Athletic,10,Athletic,10,1,
Manu Vallejo,FC Barcelona,3,FC Barcelona,3,,
Manu Vallejo,Sevilla FC,4,Sevilla FC,4,,
Manu Vallejo,Granada CF,9,Granada CF,9,,
Manu Vallejo,Cádiz CF,12,Cádiz CF,12,,
Manu Vallejo,Real Valladolid,19,Real Valladolid,19,,
Manu Vallejo,Atlético Madrid,1,Atlético Madrid,1,,
Manu Vallejo,Elche CF,17,Elche CF,17,,
Manu Vallejo,Athletic,10,Athletic,10,,
Manu Vallejo,Real Madrid,2,Real Madrid,2,,
Manu Vallejo,Celta de Vigo,8,Celta de Vigo,8,1,
Manu Vallejo,Villarreal,7,Villarreal,7,,
Manu Vallejo,Levante,14,Levante,14,,
Manu Vallejo,Granada CF,9,Granada CF,9,,
Manu Vallejo,Cádiz CF,12,Cádiz CF,12,,
Manu Vallejo,CA Osasuna,11,CA Osasuna,11,,
Manu Vallejo,Alavés,16,Alavés,16,,
Manu Vallejo,Sevilla FC,4,Sevilla FC,4,,
Manu Vallejo,SD Eibar,20,SD Eibar,20,,
Manu Vallejo,SD Huesca,18,SD Huesca,18,,
Carlos Bacca,FC Barcelona,3,FC Barcelona,3,,
Carlos Bacca,Alavés,16,Alavés,16,,
Carlos Bacca,Valencia,13,Valencia,13,,
Carlos Bacca,Cádiz CF,12,Cádiz CF,12,,
Carlos Bacca,Real Valladolid,19,Real Valladolid,19,,
Carlos Bacca,Getafe,15,Getafe,15,,
Carlos Bacca,Real Madrid,2,Real Madrid,2,,
Carlos Bacca,Real Sociedad,5,Real Sociedad,5,,
Carlos Bacca,Sevilla FC,4,Sevilla FC,4,,
Carlos Bacca,Celta de Vigo,8,Celta de Vigo,8,,
Carlos Bacca,Granada CF,9,Granada CF,9,,
Carlos Bacca,SD Huesca,18,SD Huesca,18,,
Carlos Bacca,Elche CF,17,Elche CF,17,,
Carlos Bacca,Real Betis,6,Real Betis,6,,
Carlos Bacca,Atlético Madrid,1,Atlético Madrid,1,,
Carlos Bacca,Valencia,13,Valencia,13,,
Carlos Bacca,SD Eibar,20,SD Eibar,20,1,
Carlos Bacca,Cádiz CF,12,Cádiz CF,12,1,
Carlos Bacca,Granada CF,9,Granada CF,9,,
Carlos Bacca,Levante,14,Levante,14,,
Carlos Bacca,Getafe,15,Getafe,15,,
Carlos Bacca,Sevilla FC,4,Sevilla FC,4,3,
Carlos Bacca,Real Madrid,2,Real Madrid,2,,
Jorge de Frutos,Valencia,13,Valencia,13,,
Jorge de Frutos,CA Osasuna,11,CA Osasuna,11,,
Jorge de Frutos,Sevilla FC,4,Sevilla FC,4,,
Jorge de Frutos,Real Madrid,2,Real Madrid,2,,
Jorge de Frutos,Athletic,10,Athletic,10,,
Jorge de Frutos,Celta de Vigo,8,Celta de Vigo,8,,
Jorge de Frutos,Granada CF,9,Granada CF,9,,
Jorge de Frutos,Alavés,16,Alavés,16,,
Jorge de Frutos,Elche CF,17,Elche CF,17,,
Jorge de Frutos,Real Valladolid,19,Real Valladolid,19,,
Jorge de Frutos,Getafe,15,Getafe,15,1,1
Jorge de Frutos,FC Barcelona,3,FC Barcelona,3,,
Jorge de Frutos,Real Sociedad,5,Real Sociedad,5,1,
Jorge de Frutos,SD Huesca,18,SD Huesca,18,,
Jorge de Frutos,Real Betis,6,Real Betis,6,,1
Jorge de Frutos,Villarreal,7,Villarreal,7,,
Jorge de Frutos,SD Eibar,20,SD Eibar,20,,1
Jorge de Frutos,Cádiz CF,12,Cádiz CF,12,,1
Jorge de Frutos,Real Valladolid,19,Real Valladolid,19,,1
Jorge de Frutos,Granada CF,9,Granada CF,9,,1
Jorge de Frutos,CA Osasuna,11,CA Osasuna,11,,
Jorge de Frutos,Atlético Madrid,1,Atlético Madrid,1,,1
Jorge de Frutos,Atlético Madrid,1,Atlético Madrid,1,1,
Jorge de Frutos,Athletic,10,Athletic,10,,1
Jorge de Frutos,Real Sociedad,5,Real Sociedad,5,,
Jorge de Frutos,Valencia,13,Valencia,13,,
Jorge de Frutos,Real Betis,6,Real Betis,6,,
Jorge de Frutos,SD Huesca,18,SD Huesca,18,,
Jorge de Frutos,SD Eibar,20,SD Eibar,20,1,
Jorge de Frutos,Villarreal,7,Villarreal,7,,
Jorge de Frutos,Sevilla FC,4,Sevilla FC,4,,
Jorge de Frutos,Elche CF,17,Elche CF,17,,
Jorge de Frutos,Celta de Vigo,8,Celta de Vigo,8,,
Jorge de Frutos,Alavés,16,Alavés,16,,1
Jorge de Frutos,FC Barcelona,3,FC Barcelona,3,,
Jorge de Frutos,Getafe,15,Getafe,15,,1
Jorge de Frutos,Cádiz CF,12,Cádiz CF,12,,
Darwin Machís,Athletic,10,Athletic,10,,
Darwin Machís,Alavés,16,Alavés,16,1,1
Darwin Machís,Atlético Madrid,1,Atlético Madrid,1,,
Darwin Machís,Cádiz CF,12,Cádiz CF,12,,
Darwin Machís,Sevilla FC,4,Sevilla FC,4,,
Darwin Machís,Getafe,15,Getafe,15,,
Darwin Machís,Levante,14,Levante,14,1,
Darwin Machís,Real Sociedad,5,Real Sociedad,5,,
Darwin Machís,Real Valladolid,19,Real Valladolid,19,,
Darwin Machís,Celta de Vigo,8,Celta de Vigo,8,,
Darwin Machís,SD Huesca,18,SD Huesca,18,,1
Darwin Machís,Elche CF,17,Elche CF,17,,1
Darwin Machís,Real Betis,6,Real Betis,6,,
Darwin Machís,FC Barcelona,3,FC Barcelona,3,,
Darwin Machís,CA Osasuna,11,CA Osasuna,11,,
Darwin Machís,Villarreal,7,Villarreal,7,,
Darwin Machís,CA Osasuna,11,CA Osasuna,11,,
Darwin Machís,Celta de Vigo,8,Celta de Vigo,8,,
Darwin Machís,Levante,14,Levante,14,,
Darwin Machís,Atlético Madrid,1,Atlético Madrid,1,,
Darwin Machís,SD Huesca,18,SD Huesca,18,,1
Darwin Machís,Valencia,13,Valencia,13,,
Darwin Machís,Villarreal,7,Villarreal,7,,
Darwin Machís,Real Valladolid,19,Real Valladolid,19,,
Darwin Machís,SD Eibar,20,SD Eibar,20,,
Darwin Machís,Sevilla FC,4,Sevilla FC,4,,
Darwin Machís,FC Barcelona,3,FC Barcelona,3,1,
Darwin Machís,Cádiz CF,12,Cádiz CF,12,,
Darwin Machís,Real Betis,6,Real Betis,6,1,
Darwin Machís,Real Madrid,2,Real Madrid,2,,
Darwin Machís,Alavés,16,Alavés,16,,1
Darwin Machís,Getafe,15,Getafe,15,,
Lucas Pérez,Real Betis,6,Real Betis,6,,
Lucas Pérez,Getafe,15,Getafe,15,,
Lucas Pérez,Villarreal,7,Villarreal,7,,
Lucas Pérez,Athletic,10,Athletic,10,,1
Lucas Pérez,Elche CF,17,Elche CF,17,,
Lucas Pérez,Real Valladolid,19,Real Valladolid,19,,
Lucas Pérez,Levante,14,Levante,14,1,
Lucas Pérez,Valencia,13,Valencia,13,1,1
Lucas Pérez,Real Madrid,2,Real Madrid,2,1,
Lucas Pérez,Real Sociedad,5,Real Sociedad,5,,
Lucas Pérez,SD Huesca,18,SD Huesca,18,,
Lucas Pérez,Celta de Vigo,8,Celta de Vigo,8,,
Lucas Pérez,CA Osasuna,11,CA Osasuna,11,1,
Lucas Pérez,Atlético Madrid,1,Atlético Madrid,1,,
Lucas Pérez,Real Madrid,2,Real Madrid,2,,1
Lucas Pérez,Real Valladolid,19,Real Valladolid,19,,
Lucas Pérez,FC Barcelona,3,FC Barcelona,3,,
Lucas Pérez,Real Sociedad,5,Real Sociedad,5,,
Lucas Pérez,CA Osasuna,11,CA Osasuna,11,,
Lucas Pérez,Cádiz CF,12,Cádiz CF,12,,
Lucas Pérez,Athletic,10,Athletic,10,,
Lucas Pérez,SD Huesca,18,SD Huesca,18,,
Lucas Pérez,Villarreal,7,Villarreal,7,,
Lucas Pérez,Valencia,13,Valencia,13,,
Lucas Pérez,SD Eibar,20,SD Eibar,20,,
Lucas Pérez,Levante,14,Levante,14,,
Lucas Pérez,Granada CF,9,Granada CF,9,,1
Lucas Pérez,Sevilla FC,4,Sevilla FC,4,,
Adnan Januzaj,Real Valladolid,19,Real Valladolid,19,,
Adnan Januzaj,Real Madrid,2,Real Madrid,2,,
Adnan Januzaj,Elche CF,17,Elche CF,17,1,
Adnan Januzaj,Valencia,13,Valencia,13,,
Adnan Januzaj,Real Betis,6,Real Betis,6,1,
Adnan Januzaj,Granada CF,9,Granada CF,9,,
Adnan Januzaj,Cádiz CF,12,Cádiz CF,12,,1
Adnan Januzaj,Villarreal,7,Villarreal,7,,
Adnan Januzaj,FC Barcelona,3,FC Barcelona,3,,
Adnan Januzaj,Sevilla FC,4,Sevilla FC,4,,
Adnan Januzaj,Real Betis,6,Real Betis,6,,
Adnan Januzaj,Villarreal,7,Villarreal,7,,
Adnan Januzaj,Cádiz CF,12,Cádiz CF,12,,1
Adnan Januzaj,Getafe,15,Getafe,15,,
Adnan Januzaj,Alavés,16,Alavés,16,,
Adnan Januzaj,Levante,14,Levante,14,,
Adnan Januzaj,Granada CF,9,Granada CF,9,,
Adnan Januzaj,FC Barcelona,3,FC Barcelona,3,,
Adnan Januzaj,Athletic,10,Athletic,10,,
Adnan Januzaj,Valencia,13,Valencia,13,,
Adnan Januzaj,Sevilla FC,4,Sevilla FC,4,,
Adnan Januzaj,Celta de Vigo,8,Celta de Vigo,8,1,
Adnan Januzaj,SD Eibar,20,SD Eibar,20,,
Adnan Januzaj,SD Huesca,18,SD Huesca,18,,
Adnan Januzaj,Elche CF,17,Elche CF,17,,1
Adnan Januzaj,Real Valladolid,19,Real Valladolid,19,1,1
Adnan Januzaj,CA Osasuna,11,CA Osasuna,11,,
Asier Villalibre,Granada CF,9,Granada CF,9,,
Asier Villalibre,SD Eibar,20,SD Eibar,20,,
Asier Villalibre,Cádiz CF,12,Cádiz CF,12,,
Asier Villalibre,Alavés,16,Alavés,16,,
Asier Villalibre,Levante,14,Levante,14,,
Asier Villalibre,CA Osasuna,11,CA Osasuna,11,,
Asier Villalibre,Sevilla FC,4,Sevilla FC,4,,
Asier Villalibre,Real Valladolid,19,Real Valladolid,19,,
Asier Villalibre,Real Betis,6,Real Betis,6,,1
Asier Villalibre,Getafe,15,Getafe,15,1,
Asier Villalibre,Celta de Vigo,8,Celta de Vigo,8,,
Asier Villalibre,Valencia,13,Valencia,13,1,
Asier Villalibre,Real Madrid,2,Real Madrid,2,,
Asier Villalibre,SD Huesca,18,SD Huesca,18,,
Asier Villalibre,Real Sociedad,5,Real Sociedad,5,,
Asier Villalibre,Elche CF,17,Elche CF,17,,
Asier Villalibre,Getafe,15,Getafe,15,,1
Asier Villalibre,FC Barcelona,3,FC Barcelona,3,,
Asier Villalibre,Cádiz CF,12,Cádiz CF,12,,
Asier Villalibre,Villarreal,7,Villarreal,7,,
Asier Villalibre,Levante,14,Levante,14,,
Asier Villalibre,Granada CF,9,Granada CF,9,1,
Asier Villalibre,Atlético Madrid,1,Atlético Madrid,1,,
Asier Villalibre,Celta de Vigo,8,Celta de Vigo,8,,
Asier Villalibre,SD Eibar,20,SD Eibar,20,,
Asier Villalibre,Real Sociedad,5,Real Sociedad,5,1,
Asier Villalibre,Alavés,16,Alavés,16,,
Asier Villalibre,Real Betis,6,Real Betis,6,,
Asier Villalibre,Atlético Madrid,1,Atlético Madrid,1,,
Asier Villalibre,Real Valladolid,19,Real Valladolid,19,,
Asier Villalibre,Sevilla FC,4,Sevilla FC,4,,
Asier Villalibre,CA Osasuna,11,CA Osasuna,11,,1
Asier Villalibre,SD Huesca,18,SD Huesca,18,,
Asier Villalibre,Real Madrid,2,Real Madrid,2,,
Asier Villalibre,Elche CF,17,Elche CF,17,,
Pere Milla,Real Sociedad,5,Real Sociedad,5,,
Pere Milla,SD Eibar,20,SD Eibar,20,,
Pere Milla,SD Huesca,18,SD Huesca,18,,
Pere Milla,Alavés,16,Alavés,16,1,
Pere Milla,Valencia,13,Valencia,13,,
Pere Milla,Real Betis,6,Real Betis,6,,
Pere Milla,Celta de Vigo,8,Celta de Vigo,8,,
Pere Milla,Levante,14,Levante,14,,
Pere Milla,Cádiz CF,12,Cádiz CF,12,,1
Pere Milla,Villarreal,7,Villarreal,7,,
Pere Milla,Granada CF,9,Granada CF,9,,
Pere Milla,CA Osasuna,11,CA Osasuna,11,,
Pere Milla,Athletic,10,Athletic,10,,
Pere Milla,Getafe,15,Getafe,15,,
Pere Milla,Real Valladolid,19,Real Valladolid,19,,
Pere Milla,Valencia,13,Valencia,13,,
Pere Milla,Villarreal,7,Villarreal,7,,
Pere Milla,Celta de Vigo,8,Celta de Vigo,8,,
Pere Milla,SD Eibar,20,SD Eibar,20,,
Pere Milla,FC Barcelona,3,FC Barcelona,3,,
Pere Milla,Granada CF,9,Granada CF,9,,
Pere Milla,Sevilla FC,4,Sevilla FC,4,,
Pere Milla,Getafe,15,Getafe,15,1,
Pere Milla,Real Betis,6,Real Betis,6,1,
Pere Milla,SD Huesca,18,SD Huesca,18,,
Pere Milla,CA Osasuna,11,CA Osasuna,11,,
Pere Milla,Real Valladolid,19,Real Valladolid,19,,1
Pere Milla,Atlético Madrid,1,Atlético Madrid,1,,
Pere Milla,Real Sociedad,5,Real Sociedad,5,,
Pere Milla,Alavés,16,Alavés,16,,
Pere Milla,Cádiz CF,12,Cádiz CF,12,1,
Pere Milla,Athletic,10,Athletic,10,,1
Bryan Gil,Cádiz CF,12,Cádiz CF,12,,
Bryan Gil,CA Osasuna,11,CA Osasuna,11,,
Bryan Gil,Sevilla FC,4,Sevilla FC,4,,
Bryan Gil,Cádiz CF,12,Cádiz CF,12,,
Bryan Gil,SD Huesca,18,SD Huesca,18,,
Bryan Gil,Getafe,15,Getafe,15,,
Bryan Gil,Real Betis,6,Real Betis,6,,
Bryan Gil,Valencia,13,Valencia,13,,
Bryan Gil,Real Sociedad,5,Real Sociedad,5,,
Bryan Gil,Real Madrid,2,Real Madrid,2,,
Bryan Gil,Alavés,16,Alavés,16,,
Bryan Gil,Granada CF,9,Granada CF,9,2,
Bryan Gil,Celta de Vigo,8,Celta de Vigo,8,1,
Bryan Gil,Sevilla FC,4,Sevilla FC,4,,
Bryan Gil,CA Osasuna,11,CA Osasuna,11,,1
Bryan Gil,Real Valladolid,19,Real Valladolid,19,,1
Bryan Gil,Elche CF,17,Elche CF,17,,
Bryan Gil,SD Huesca,18,SD Huesca,18,,
Bryan Gil,Cádiz CF,12,Cádiz CF,12,,
Bryan Gil,Villarreal,7,Villarreal,7,,
Bryan Gil,Athletic,10,Athletic,10,,
Bryan Gil,Real Madrid,2,Real Madrid,2,,
Bryan Gil,Granada CF,9,Granada CF,9,,
Bryan Gil,Real Sociedad,5,Real Sociedad,5,,
Bryan Gil,Alavés,16,Alavés,16,,1
Bryan Gil,Getafe,15,Getafe,15,,
Bryan Gil,Real Betis,6,Real Betis,6,,
Bryan Gil,Valencia,13,Valencia,13,1,
Bryan Gil,FC Barcelona,3,FC Barcelona,3,,
Kenedy,Athletic,10,Athletic,10,,
Kenedy,Alavés,16,Alavés,16,,
Kenedy,Atlético Madrid,1,Atlético Madrid,1,,
Kenedy,Cádiz CF,12,Cádiz CF,12,,1
Kenedy,Sevilla FC,4,Sevilla FC,4,,
Kenedy,Getafe,15,Getafe,15,,
Kenedy,Real Sociedad,5,Real Sociedad,5,,
Kenedy,SD Huesca,18,SD Huesca,18,,1
Kenedy,Real Betis,6,Real Betis,6,,
Kenedy,Real Madrid,2,Real Madrid,2,,
Kenedy,Valencia,13,Valencia,13,1,
Kenedy,SD Eibar,20,SD Eibar,20,,
Kenedy,FC Barcelona,3,FC Barcelona,3,,
Kenedy,CA Osasuna,11,CA Osasuna,11,,
Kenedy,Villarreal,7,Villarreal,7,1,
Kenedy,CA Osasuna,11,CA Osasuna,11,,
Kenedy,Celta de Vigo,8,Celta de Vigo,8,,
Kenedy,Levante,14,Levante,14,1,
Kenedy,Atlético Madrid,1,Atlético Madrid,1,,
Kenedy,SD Huesca,18,SD Huesca,18,,
Kenedy,Elche CF,17,Elche CF,17,,
Kenedy,Athletic,10,Athletic,10,,
Kenedy,Real Sociedad,5,Real Sociedad,5,,
Kenedy,Valencia,13,Valencia,13,,
Kenedy,Villarreal,7,Villarreal,7,,
Kenedy,SD Eibar,20,SD Eibar,20,1,1
Kenedy,Sevilla FC,4,Sevilla FC,4,,
Kenedy,Cádiz CF,12,Cádiz CF,12,,
Samuel Chukwueze,SD Huesca,18,SD Huesca,18,,
Samuel Chukwueze,SD Eibar,20,SD Eibar,20,,1
Samuel Chukwueze,FC Barcelona,3,FC Barcelona,3,,
Samuel Chukwueze,Alavés,16,Alavés,16,,
Samuel Chukwueze,Atlético Madrid,1,Atlético Madrid,1,,
Samuel Chukwueze,Valencia,13,Valencia,13,,
Samuel Chukwueze,Cádiz CF,12,Cádiz CF,12,,
Samuel Chukwueze,Real Valladolid,19,Real Valladolid,19,1,
Samuel Chukwueze,Real Madrid,2,Real Madrid,2,,1
Samuel Chukwueze,Real Sociedad,5,Real Sociedad,5,,
Samuel Chukwueze,Elche CF,17,Elche CF,17,,
Samuel Chukwueze,Real Betis,6,Real Betis,6,,
Samuel Chukwueze,CA Osasuna,11,CA Osasuna,11,,
Samuel Chukwueze,Athletic,10,Athletic,10,,
Samuel Chukwueze,Sevilla FC,4,Sevilla FC,4,,
Samuel Chukwueze,Levante,14,Levante,14,,1
Samuel Chukwueze,Celta de Vigo,8,Celta de Vigo,8,,
Samuel Chukwueze,Athletic,10,Athletic,10,,
Samuel Chukwueze,Atlético Madrid,1,Atlético Madrid,1,,
Samuel Chukwueze,Valencia,13,Valencia,13,,
Samuel Chukwueze,SD Eibar,20,SD Eibar,20,,
Samuel Chukwueze,Cádiz CF,12,Cádiz CF,12,,
Samuel Chukwueze,Granada CF,9,Granada CF,9,,
Samuel Chukwueze,CA Osasuna,11,CA Osasuna,11,,
Samuel Chukwueze,Levante,14,Levante,14,2,
Samuel Chukwueze,Alavés,16,Alavés,16,,
Samuel Chukwueze,FC Barcelona,3,FC Barcelona,3,1,
Samuel Chukwueze,Getafe,15,Getafe,15,,
Ivan Rakitic,Cádiz CF,12,Cádiz CF,12,1,
Ivan Rakitic,Levante,14,Levante,14,,
Ivan Rakitic,FC Barcelona,3,FC Barcelona,3,,
Ivan Rakitic,Granada CF,9,Granada CF,9,,
Ivan Rakitic,SD Eibar,20,SD Eibar,20,,
Ivan Rakitic,Athletic,10,Athletic,10,,
Ivan Rakitic,CA Osasuna,11,CA Osasuna,11,,
Ivan Rakitic,Celta de Vigo,8,Celta de Vigo,8,,1
Ivan Rakitic,SD Huesca,18,SD Huesca,18,,
Ivan Rakitic,Real Madrid,2,Real Madrid,2,,
Ivan Rakitic,Getafe,15,Getafe,15,,
Ivan Rakitic,Real Valladolid,19,Real Valladolid,19,,
Ivan Rakitic,Valencia,13,Valencia,13,,
Ivan Rakitic,Villarreal,7,Villarreal,7,,
Ivan Rakitic,Real Betis,6,Real Betis,6,,
Ivan Rakitic,Real Sociedad,5,Real Sociedad,5,,
Ivan Rakitic,Atlético Madrid,1,Atlético Madrid,1,,
Ivan Rakitic,Alavés,16,Alavés,16,,
Ivan Rakitic,Cádiz CF,12,Cádiz CF,12,,
Ivan Rakitic,SD Eibar,20,SD Eibar,20,,
Ivan Rakitic,SD Huesca,18,SD Huesca,18,,
Ivan Rakitic,CA Osasuna,11,CA Osasuna,11,,
Ivan Rakitic,FC Barcelona,3,FC Barcelona,3,,
Ivan Rakitic,Elche CF,17,Elche CF,17,,
Ivan Rakitic,Real Betis,6,Real Betis,6,,
Ivan Rakitic,Elche CF,17,Elche CF,17,,
Ivan Rakitic,Real Valladolid,19,Real Valladolid,19,,
Ivan Rakitic,Atlético Madrid,1,Atlético Madrid,1,,
Ivan Rakitic,Celta de Vigo,8,Celta de Vigo,8,1,
Ivan Rakitic,Real Sociedad,5,Real Sociedad,5,,
Ivan Rakitic,Levante,14,Levante,14,,
Ivan Rakitic,Granada CF,9,Granada CF,9,1,
Ivan Rakitic,Athletic,10,Athletic,10,,
Ivan Rakitic,Real Madrid,2,Real Madrid,2,1,1
Ivan Rakitic,Valencia,13,Valencia,13,,
Ivan Rakitic,Villarreal,7,Villarreal,7,,
Ivan Rakitic,Alavés,16,Alavés,16,,
Luis Rioja,Real Betis,6,Real Betis,6,,
Luis Rioja,Granada CF,9,Granada CF,9,,
Luis Rioja,Getafe,15,Getafe,15,,
Luis Rioja,Villarreal,7,Villarreal,7,,
Luis Rioja,Elche CF,17,Elche CF,17,,
Luis Rioja,FC Barcelona,3,FC Barcelona,3,1,
Luis Rioja,Levante,14,Levante,14,,
Luis Rioja,Valencia,13,Valencia,13,,
Luis Rioja,Real Madrid,2,Real Madrid,2,,
Luis Rioja,Real Sociedad,5,Real Sociedad,5,,
Luis Rioja,SD Huesca,18,SD Huesca,18,,
Luis Rioja,Celta de Vigo,8,Celta de Vigo,8,,
Luis Rioja,SD Eibar,20,SD Eibar,20,,1
Luis Rioja,CA Osasuna,11,CA Osasuna,11,,
Luis Rioja,Atlético Madrid,1,Atlético Madrid,1,,
Luis Rioja,Cádiz CF,12,Cádiz CF,12,,
Luis Rioja,Sevilla FC,4,Sevilla FC,4,,
Luis Rioja,Real Madrid,2,Real Madrid,2,,
Luis Rioja,Getafe,15,Getafe,15,,
Luis Rioja,Real Valladolid,19,Real Valladolid,19,,
Luis Rioja,FC Barcelona,3,FC Barcelona,3,1,
Luis Rioja,CA Osasuna,11,CA Osasuna,11,,
Luis Rioja,Real Betis,6,Real Betis,6,,
Luis Rioja,Cádiz CF,12,Cádiz CF,12,,
Luis Rioja,Atlético Madrid,1,Atlético Madrid,1,,
Luis Rioja,Celta de Vigo,8,Celta de Vigo,8,,
Luis Rioja,Athletic,10,Athletic,10,,
Luis Rioja,SD Huesca,18,SD Huesca,18,,
Luis Rioja,Villarreal,7,Villarreal,7,,
Luis Rioja,Valencia,13,Valencia,13,,
Luis Rioja,SD Eibar,20,SD Eibar,20,,
Luis Rioja,Levante,14,Levante,14,,
Luis Rioja,Elche CF,17,Elche CF,17,1,1
Luis Rioja,Granada CF,9,Granada CF,9,1,
Luis Rioja,Sevilla FC,4,Sevilla FC,4,,
Josan,Real Sociedad,5,Real Sociedad,5,,
Josan,SD Eibar,20,SD Eibar,20,,
Josan,SD Huesca,18,SD Huesca,18,,
Josan,Alavés,16,Alavés,16,,
Josan,Valencia,13,Valencia,13,1,1
Josan,Real Betis,6,Real Betis,6,1,
Josan,Celta de Vigo,8,Celta de Vigo,8,,
Josan,Levante,14,Levante,14,,
Josan,Villarreal,7,Villarreal,7,,
Josan,Granada CF,9,Granada CF,9,,
Josan,Atlético Madrid,1,Atlético Madrid,1,,
Josan,CA Osasuna,11,CA Osasuna,11,,
Josan,Real Madrid,2,Real Madrid,2,,
Josan,Athletic,10,Athletic,10,,
Josan,Getafe,15,Getafe,15,,
Josan,Real Valladolid,19,Real Valladolid,19,2,
Josan,FC Barcelona,3,FC Barcelona,3,,
Josan,Valencia,13,Valencia,13,,
Josan,Villarreal,7,Villarreal,7,,1
Josan,Celta de Vigo,8,Celta de Vigo,8,,
Josan,SD Eibar,20,SD Eibar,20,,
Josan,Sevilla FC,4,Sevilla FC,4,,
Josan,Real Madrid,2,Real Madrid,2,,
Josan,Sevilla FC,4,Sevilla FC,4,,
Josan,SD Huesca,18,SD Huesca,18,,
Josan,CA Osasuna,11,CA Osasuna,11,,
Josan,Real Valladolid,19,Real Valladolid,19,,
Josan,Levante,14,Levante,14,,
Josan,Atlético Madrid,1,Atlético Madrid,1,,
Josan,Real Sociedad,5,Real Sociedad,5,,
Josan,Alavés,16,Alavés,16,,
Josan,Cádiz CF,12,Cádiz CF,12,,
Josan,Athletic,10,Athletic,10,,
Gabriel Paulista,Levante,14,Levante,14,1,
Gabriel Paulista,Celta de Vigo,8,Celta de Vigo,8,,
Gabriel Paulista,Villarreal,7,Villarreal,7,,
Gabriel Paulista,Elche CF,17,Elche CF,17,,
Gabriel Paulista,Getafe,15,Getafe,15,,1
Gabriel Paulista,Real Madrid,2,Real Madrid,2,,
Gabriel Paulista,Alavés,16,Alavés,16,,
Gabriel Paulista,Atlético Madrid,1,Atlético Madrid,1,,
Gabriel Paulista,SD Eibar,20,SD Eibar,20,,
Gabriel Paulista,Athletic,10,Athletic,10,,
Gabriel Paulista,FC Barcelona,3,FC Barcelona,3,,
Gabriel Paulista,Sevilla FC,4,Sevilla FC,4,,
Gabriel Paulista,CA Osasuna,11,CA Osasuna,11,,
Gabriel Paulista,Atlético Madrid,1,Atlético Madrid,1,,
Gabriel Paulista,Elche CF,17,Elche CF,17,,
Gabriel Paulista,Athletic,10,Athletic,10,1,
Gabriel Paulista,Real Madrid,2,Real Madrid,2,,
Gabriel Paulista,Celta de Vigo,8,Celta de Vigo,8,,
Gabriel Paulista,Getafe,15,Getafe,15,,
Gabriel Paulista,Villarreal,7,Villarreal,7,,
Gabriel Paulista,Levante,14,Levante,14,,
Gabriel Paulista,Granada CF,9,Granada CF,9,,
Gabriel Paulista,Cádiz CF,12,Cádiz CF,12,,
Gabriel Paulista,Real Sociedad,5,Real Sociedad,5,1,1
Gabriel Paulista,CA Osasuna,11,CA Osasuna,11,,
Gabriel Paulista,Alavés,16,Alavés,16,,
Gabriel Paulista,FC Barcelona,3,FC Barcelona,3,1,
Gabriel Paulista,Real Valladolid,19,Real Valladolid,19,,
Gabriel Paulista,Sevilla FC,4,Sevilla FC,4,,
Gabriel Paulista,SD Eibar,20,SD Eibar,20,,
Gabriel Paulista,SD Huesca,18,SD Huesca,18,,
Enes Ünal,CA Osasuna,11,CA Osasuna,11,,
Enes Ünal,Alavés,16,Alavés,16,,
Enes Ünal,Real Sociedad,5,Real Sociedad,5,,
Enes Ünal,FC Barcelona,3,FC Barcelona,3,,
Enes Ünal,Granada CF,9,Granada CF,9,,
Enes Ünal,Valencia,13,Valencia,13,,
Enes Ünal,Villarreal,7,Villarreal,7,,
Enes Ünal,Athletic,10,Athletic,10,,
Enes Ünal,Levante,14,Levante,14,,
Enes Ünal,Sevilla FC,4,Sevilla FC,4,,
Enes Ünal,Cádiz CF,12,Cádiz CF,12,,
Enes Ünal,Celta de Vigo,8,Celta de Vigo,8,,
Enes Ünal,Atlético Madrid,1,Atlético Madrid,1,,
Enes Ünal,Real Madrid,2,Real Madrid,2,,
Enes Ünal,Real Sociedad,5,Real Sociedad,5,,
Enes Ünal,Real Betis,6,Real Betis,6,,
Enes Ünal,Valencia,13,Valencia,13,,1
Enes Ünal,Real Valladolid,19,Real Valladolid,19,,1
Enes Ünal,Atlético Madrid,1,Atlético Madrid,1,,
Enes Ünal,Elche CF,17,Elche CF,17,1,
Enes Ünal,Real Madrid,2,Real Madrid,2,,
Enes Ünal,FC Barcelona,3,FC Barcelona,3,1,
Enes Ünal,SD Huesca,18,SD Huesca,18,2,
Enes Ünal,Villarreal,7,Villarreal,7,,
Enes Ünal,SD Eibar,20,SD Eibar,20,,
Enes Ünal,Celta de Vigo,8,Celta de Vigo,8,,
Enes Ünal,Levante,14,Levante,14,,
Enes Ünal,Granada CF,9,Granada CF,9,,
Munir El Haddadi,Cádiz CF,12,Cádiz CF,12,1,1
Munir El Haddadi,Levante,14,Levante,14,,
Munir El Haddadi,FC Barcelona,3,FC Barcelona,3,,
Munir El Haddadi,Granada CF,9,Granada CF,9,,
Munir El Haddadi,SD Eibar,20,SD Eibar,20,,
Munir El Haddadi,Athletic,10,Athletic,10,,
