match_day,date,venue,player,team,opponent,opponent_position,result,goals,assists,minutes_played
2,9/20/20,H,Luis Milla,Granada CF,Alavés,16,2:1,,,89'
3,9/27/20,A,Luis Milla,Granada CF,Atlético Madrid,1,6:1,,,71'
5,10/4/20,A,Luis Milla,Granada CF,Cádiz CF,12,1:1,,,83'
6,10/17/20,H,Luis Milla,Granada CF,Sevilla FC,4,1:0,,,90'
8,11/1/20,H,Luis Milla,Granada CF,Levante,14,1:1,,,80'
10,11/22/20,H,Luis Milla,Granada CF,Real Valladolid,19,1:3,,,90'
11,11/29/20,A,Luis Milla,Granada CF,Celta de Vigo,8,3:1,,1,90'
12,12/6/20,H,Luis Milla,Granada CF,SD Huesca,18,3:3,,,68'
13,12/13/20,A,Luis Milla,Granada CF,Elche CF,17,0:1,,,90'
14,12/20/20,H,Luis Milla,Granada CF,Real Betis,6,2:0,,,79'
15,12/23/20,A,Luis Milla,Granada CF,Real Madrid,2,2:0,,,90'
18,1/9/21,H,Luis Milla,Granada CF,Barcelona,3,0:4,,,45'
4,1/12/21,H,Luis Milla,Granada CF,CA Osasuna,11,2:0,,,25'
19,1/20/21,A,Luis Milla,Granada CF,Villarreal,7,2:2,,,90'
20,1/24/21,A,Luis Milla,Granada CF,CA Osasuna,11,3:1,,,90'
14,12/19/20,H,Javi Martínez,CA Osasuna,Villarreal,7,1:3,,,1'
15,12/22/20,A,Javi Martínez,CA Osasuna,Elche CF,17,2:2,,,16'
16,12/31/20,H,Javi Martínez,CA Osasuna,Alavés,16,1:1,,,1'
17,1/3/21,A,Javi Martínez,CA Osasuna,Real Sociedad,5,1:1,,,85'
19,1/21/21,A,Javi Martínez,CA Osasuna,Valencia,13,1:1,,,75'
21,2/1/21,A,Javi Martínez,CA Osasuna,Real Betis,6,1:0,,,6'
27,3/13/21,H,Javi Martínez,CA Osasuna,Real Valladolid,19,0:0,,,5'
28,3/20/21,A,Javi Martínez,CA Osasuna,SD Huesca,18,0:0,,,1'
30,4/11/21,A,Javi Martínez,CA Osasuna,Villarreal,7,1:2,,,59'
31,4/21/21,H,Javi Martínez,CA Osasuna,Valencia,13,3:1,1,1,74'
34,5/1/21,A,Javi Martínez,CA Osasuna,Real Madrid,2,2:0,,,64'
36,5/11/21,H,Javi Martínez,CA Osasuna,Cádiz CF,12,3:2,,,64'
38,5/22/21,H,Javi Martínez,CA Osasuna,Real Sociedad,5,0:1,,,10'
11,11/29/20,H,Júnior Firpo,FC Barcelona,CA Osasuna,11,4:0,,,29'
15,12/22/20,A,Júnior Firpo,FC Barcelona,Real Valladolid,19,0:3,,,19'
16,12/29/20,H,Júnior Firpo,FC Barcelona,SD Eibar,20,1:1,,1,90'
18,1/9/21,A,Júnior Firpo,FC Barcelona,Granada CF,9,0:4,,,9'
23,2/13/21,H,Júnior Firpo,FC Barcelona,Alavés,16,5:1,1,,90'
26,3/6/21,A,Júnior Firpo,FC Barcelona,CA Osasuna,11,0:2,,,3'
38,5/22/21,A,Júnior Firpo,FC Barcelona,SD Eibar,20,0:1,,,45'
3,9/27/20,A,Mickaël Malsa,Levante UD,CA Osasuna,11,1:3,,,86'
4,10/1/20,A,Mickaël Malsa,Levante UD,Sevilla FC,4,1:0,,,27'
5,10/4/20,H,Mickaël Malsa,Levante UD,Real Madrid,2,0:2,,,73'
6,10/18/20,A,Mickaël Malsa,Levante UD,Athletic,10,2:0,,,90'
7,10/26/20,H,Mickaël Malsa,Levante UD,Celta de Vigo,8,1:1,,,90'
8,11/1/20,A,Mickaël Malsa,Levante UD,Granada CF,9,1:1,,,69'
9,11/8/20,H,Mickaël Malsa,Levante UD,Alavés,16,1:1,,,63'
10,11/21/20,H,Mickaël Malsa,Levante UD,Elche CF,17,1:1,,,90'
11,11/27/20,A,Mickaël Malsa,Levante UD,Real Valladolid,19,1:1,,,80'
12,12/5/20,H,Mickaël Malsa,Levante UD,Getafe,15,3:0,,,30'
13,12/13/20,A,Mickaël Malsa,Levante UD,Barcelona,3,1:0,,,90'
14,12/19/20,H,Mickaël Malsa,Levante UD,Real Sociedad,5,2:1,,,90'
15,12/22/20,A,Mickaël Malsa,Levante UD,SD Huesca,18,1:1,,,58'
16,12/29/20,H,Mickaël Malsa,Levante UD,Real Betis,6,4:3,,,71'
17,1/2/21,A,Mickaël Malsa,Levante UD,Villarreal,7,2:1,,,61'
18,1/10/21,H,Mickaël Malsa,Levante UD,SD Eibar,20,2:1,,,62'
19,1/19/21,A,Mickaël Malsa,Levante UD,Cádiz CF,12,2:2,,,66'
20,1/22/21,H,Mickaël Malsa,Levante UD,Real Valladolid,19,2:2,,,79'
21,1/30/21,A,Mickaël Malsa,Levante UD,Real Madrid,2,1:2,,,60'
23,2/14/21,H,Mickaël Malsa,Levante UD,CA Osasuna,11,0:1,,,90'
2,2/17/21,H,Mickaël Malsa,Levante UD,Atlético Madrid,1,1:1,,,90'
24,2/20/21,A,Mickaël Malsa,Levante UD,Atlético Madrid,1,0:2,,,90'
25,2/26/21,H,Mickaël Malsa,Levante UD,Athletic,10,1:1,,,33'
26,3/7/21,A,Mickaël Malsa,Levante UD,Real Sociedad,5,1:0,,,33'
27,3/12/21,H,Mickaël Malsa,Levante UD,Valencia,13,1:0,,,18'
28,3/19/21,A,Mickaël Malsa,Levante UD,Real Betis,6,2:0,,,13'
29,4/2/21,H,Mickaël Malsa,Levante UD,SD Huesca,18,0:2,,,20'
30,4/10/21,A,Mickaël Malsa,Levante UD,SD Eibar,20,0:1,,,71'
33,4/18/21,H,Mickaël Malsa,Levante UD,Villarreal,7,1:5,1,,79'
31,4/21/21,H,Mickaël Malsa,Levante UD,Sevilla FC,4,0:1,,,90'
32,4/24/21,A,Mickaël Malsa,Levante UD,Elche CF,17,1:0,,,90'
35,5/8/21,A,Mickaël Malsa,Levante UD,Alavés,16,2:2,,,90'
36,5/11/21,H,Mickaël Malsa,Levante UD,Barcelona,3,3:3,,,29'
37,5/16/21,A,Mickaël Malsa,Levante UD,Getafe,15,2:1,,,90'
38,5/21/21,H,Mickaël Malsa,Levante UD,Cádiz CF,12,2:2,,,80'
1,9/12/20,H,Marko Dmitrovic,SD Eibar,Celta de Vigo,8,0:0,,,90'
2,9/19/20,A,Marko Dmitrovic,SD Eibar,Villarreal,7,2:1,,,90'
3,9/27/20,H,Marko Dmitrovic,SD Eibar,Athletic,10,1:2,,,90'
4,9/30/20,H,Marko Dmitrovic,SD Eibar,Elche CF,17,0:1,,,90'
5,10/3/20,A,Marko Dmitrovic,SD Eibar,Real Valladolid,19,1:2,,,90'
6,10/18/20,H,Marko Dmitrovic,SD Eibar,CA Osasuna,11,0:0,,,90'
7,10/24/20,A,Marko Dmitrovic,SD Eibar,Sevilla FC,4,0:1,,,90'
8,10/30/20,H,Marko Dmitrovic,SD Eibar,Cádiz CF,12,0:2,,,90'
9,11/7/20,A,Marko Dmitrovic,SD Eibar,SD Huesca,18,1:1,,,90'
10,11/22/20,H,Marko Dmitrovic,SD Eibar,Getafe,15,0:0,,,90'
11,11/30/20,A,Marko Dmitrovic,SD Eibar,Real Betis,6,0:2,,,90'
12,12/7/20,H,Marko Dmitrovic,SD Eibar,Valencia,13,0:0,,,90'
13,12/13/20,A,Marko Dmitrovic,SD Eibar,Real Sociedad,5,1:1,,,90'
14,12/20/20,H,Marko Dmitrovic,SD Eibar,Real Madrid,2,1:3,,,90'
15,12/23/20,A,Marko Dmitrovic,SD Eibar,Alavés,16,2:1,,,90'
16,12/29/20,A,Marko Dmitrovic,SD Eibar,Barcelona,3,1:1,,,90'
17,1/3/21,H,Marko Dmitrovic,SD Eibar,Granada CF,9,2:0,,,90'
18,1/10/21,A,Marko Dmitrovic,SD Eibar,Levante,14,2:1,,,90'
19,1/21/21,H,Marko Dmitrovic,SD Eibar,Atlético Madrid,1,1:2,1,,90'
20,1/24/21,A,Marko Dmitrovic,SD Eibar,Celta de Vigo,8,1:1,,,90'
21,1/30/21,H,Marko Dmitrovic,SD Eibar,Sevilla FC,4,0:2,,,61'
22,2/7/21,A,Marko Dmitrovic,SD Eibar,CA Osasuna,11,2:1,,,90'
23,2/13/21,H,Marko Dmitrovic,SD Eibar,Real Valladolid,19,1:1,,,90'
24,2/20/21,A,Marko Dmitrovic,SD Eibar,Elche CF,17,1:0,,,90'
26,3/6/21,A,Marko Dmitrovic,SD Eibar,Cádiz CF,12,1:0,,,90'
27,3/14/21,H,Marko Dmitrovic,SD Eibar,Villarreal,7,1:3,,,90'
28,3/20/21,A,Marko Dmitrovic,SD Eibar,Athletic,10,1:1,,,90'
29,4/3/21,A,Marko Dmitrovic,SD Eibar,Real Madrid,2,2:0,,,90'
33,4/18/21,A,Marko Dmitrovic,SD Eibar,Atlético Madrid,1,5:0,,,90'
31,4/22/21,A,Marko Dmitrovic,SD Eibar,Granada CF,9,4:1,,,90'
32,4/26/21,H,Marko Dmitrovic,SD Eibar,Real Sociedad,5,0:1,,,90'
34,5/1/21,H,Marko Dmitrovic,SD Eibar,Alavés,16,3:0,,,90'
35,5/9/21,A,Marko Dmitrovic,SD Eibar,Getafe,15,0:1,,,90'
36,5/13/21,H,Marko Dmitrovic,SD Eibar,Real Betis,6,1:1,,,90'
37,5/16/21,A,Marko Dmitrovic,SD Eibar,Valencia,13,4:1,,,90'
1,9/12/20,A,David García,CA Osasuna,Cádiz CF,12,0:2,,,90'
2,9/19/20,A,David García,CA Osasuna,Getafe,15,1:0,,,90'
3,9/27/20,H,David García,CA Osasuna,Levante,14,1:3,,,90'
5,10/4/20,H,David García,CA Osasuna,Celta de Vigo,8,2:0,,,90'
6,10/18/20,A,David García,CA Osasuna,SD Eibar,20,0:0,,,90'
7,10/24/20,H,David García,CA Osasuna,Athletic,10,1:0,,,90'
8,10/31/20,H,David García,CA Osasuna,Atlético Madrid,1,1:3,,,90'
9,11/7/20,A,David García,CA Osasuna,Sevilla FC,4,1:0,,,90'
10,11/20/20,H,David García,CA Osasuna,SD Huesca,18,1:1,1,,90'
12,12/6/20,H,David García,CA Osasuna,Real Betis,6,0:2,,,90'
13,12/11/20,A,David García,CA Osasuna,Real Valladolid,19,3:2,,,90'
14,12/19/20,H,David García,CA Osasuna,Villarreal,7,1:3,,,90'
15,12/22/20,A,David García,CA Osasuna,Elche CF,17,2:2,,,90'
16,12/31/20,H,David García,CA Osasuna,Alavés,16,1:1,,,90'
17,1/3/21,A,David García,CA Osasuna,Real Sociedad,5,1:1,,,90'
18,1/9/21,H,David García,CA Osasuna,Real Madrid,2,0:0,,,90'
4,1/12/21,A,David García,CA Osasuna,Granada CF,9,2:0,,,90'
20,1/24/21,H,David García,CA Osasuna,Granada CF,9,3:1,,,90'
21,2/1/21,A,David García,CA Osasuna,Real Betis,6,1:0,,,90'
22,2/7/21,H,David García,CA Osasuna,SD Eibar,20,2:1,,,90'
23,2/14/21,A,David García,CA Osasuna,Levante,14,0:1,,,90'
24,2/22/21,H,David García,CA Osasuna,Sevilla FC,4,0:2,,,90'
25,2/27/21,A,David García,CA Osasuna,Alavés,16,0:1,,,90'
26,3/6/21,H,David García,CA Osasuna,Barcelona,3,0:2,,,90'
27,3/13/21,H,David García,CA Osasuna,Real Valladolid,19,0:0,,,90'
28,3/20/21,A,David García,CA Osasuna,SD Huesca,18,0:0,,,90'
29,4/3/21,H,David García,CA Osasuna,Getafe,15,0:0,,,90'
30,4/11/21,A,David García,CA Osasuna,Villarreal,7,1:2,,,90'
33,4/18/21,H,David García,CA Osasuna,Elche CF,17,2:0,,,90'
31,4/21/21,H,David García,CA Osasuna,Valencia,13,3:1,,,90'
34,5/1/21,A,David García,CA Osasuna,Real Madrid,2,2:0,,,90'
35,5/8/21,A,David García,CA Osasuna,Athletic,10,2:2,,,90'
36,5/11/21,H,David García,CA Osasuna,Cádiz CF,12,3:2,,,90'
37,5/16/21,A,David García,CA Osasuna,Atlético Madrid,1,2:1,,,90'
38,5/22/21,H,David García,CA Osasuna,Real Sociedad,5,0:1,,,90'
1,9/13/20,A,Guido Rodríguez,Real Betis Balompié,Alavés,16,0:1,,,90'
2,9/20/20,H,Guido Rodríguez,Real Betis Balompié,Real Valladolid,19,2:0,,,90'
3,9/26/20,H,Guido Rodríguez,Real Betis Balompié,Real Madrid,2,2:3,,,90'
4,9/29/20,A,Guido Rodríguez,Real Betis Balompié,Getafe,15,3:0,,,45'
5,10/3/20,A,Guido Rodríguez,Real Betis Balompié,Valencia,13,0:2,,,90'
6,10/18/20,H,Guido Rodríguez,Real Betis Balompié,Real Sociedad,5,0:3,,,90'
7,10/24/20,A,Guido Rodríguez,Real Betis Balompié,Atlético Madrid,1,2:0,,,80'
8,11/1/20,H,Guido Rodríguez,Real Betis Balompié,Elche CF,17,3:1,,,90'
9,11/7/20,A,Guido Rodríguez,Real Betis Balompié,Barcelona,3,5:2,,,90'
10,11/23/20,A,Guido Rodríguez,Real Betis Balompié,Athletic,10,4:0,,,90'
11,11/30/20,H,Guido Rodríguez,Real Betis Balompié,SD Eibar,20,0:2,,,90'
12,12/6/20,A,Guido Rodríguez,Real Betis Balompié,CA Osasuna,11,0:2,,,90'
13,12/13/20,H,Guido Rodríguez,Real Betis Balompié,Villarreal,7,1:1,,,90'
14,12/20/20,A,Guido Rodríguez,Real Betis Balompié,Granada CF,9,2:0,,,45'
15,12/23/20,H,Guido Rodríguez,Real Betis Balompié,Cádiz CF,12,1:0,1,,90'
16,12/29/20,A,Guido Rodríguez,Real Betis Balompié,Levante,14,4:3,,,59'
17,1/2/21,H,Guido Rodríguez,Real Betis Balompié,Sevilla FC,4,1:1,,,90'
19,1/20/21,H,Guido Rodríguez,Real Betis Balompié,Celta de Vigo,8,2:1,,,68'
22,2/7/21,H,Guido Rodríguez,Real Betis Balompié,Barcelona,3,2:3,,,15'
23,2/14/21,A,Guido Rodríguez,Real Betis Balompié,Villarreal,7,1:2,,,90'
24,2/19/21,H,Guido Rodríguez,Real Betis Balompié,Getafe,15,1:0,,,90'
25,2/28/21,A,Guido Rodríguez,Real Betis Balompié,Cádiz CF,12,0:1,,,90'
26,3/8/21,H,Guido Rodríguez,Real Betis Balompié,Alavés,16,3:2,,,74'
27,3/14/21,A,Guido Rodríguez,Real Betis Balompié,Sevilla FC,4,1:0,,,78'
28,3/19/21,H,Guido Rodríguez,Real Betis Balompié,Levante,14,2:0,,,66'
29,4/4/21,A,Guido Rodríguez,Real Betis Balompié,Elche CF,17,1:1,,,90'
30,4/11/21,H,Guido Rodríguez,Real Betis Balompié,Atlético Madrid,1,1:1,,,90'
33,4/18/21,H,Guido Rodríguez,Real Betis Balompié,Valencia,13,2:2,,,90'
31,4/21/21,H,Guido Rodríguez,Real Betis Balompié,Athletic,10,0:0,,,90'
32,4/24/21,A,Guido Rodríguez,Real Betis Balompié,Real Madrid,2,0:0,,,90'
34,5/2/21,A,Guido Rodríguez,Real Betis Balompié,Real Valladolid,19,1:1,,,90'
35,5/10/21,H,Guido Rodríguez,Real Betis Balompié,Granada CF,9,2:1,,,90'
36,5/13/21,A,Guido Rodríguez,Real Betis Balompié,SD Eibar,20,1:1,,,90'
37,5/16/21,H,Guido Rodríguez,Real Betis Balompié,SD Huesca,18,1:0,,,90'
38,5/22/21,A,Guido Rodríguez,Real Betis Balompié,Celta de Vigo,8,2:3,,,90'
2,9/19/20,H,Nemanja Maksimovic,Getafe CF,CA Osasuna,11,1:0,,,90'
3,9/26/20,A,Nemanja Maksimovic,Getafe CF,Alavés,16,0:0,,,88'
4,9/29/20,H,Nemanja Maksimovic,Getafe CF,Real Betis,6,3:0,,,90'
5,10/3/20,A,Nemanja Maksimovic,Getafe CF,Real Sociedad,5,3:0,,,61'
6,10/17/20,H,Nemanja Maksimovic,Getafe CF,Barcelona,3,1:0,,,90'
7,10/25/20,H,Nemanja Maksimovic,Getafe CF,Granada CF,9,0:1,,,64'
8,11/1/20,A,Nemanja Maksimovic,Getafe CF,Valencia,13,2:2,,,54'
9,11/8/20,H,Nemanja Maksimovic,Getafe CF,Villarreal,7,1:3,,,90'
12,12/5/20,A,Nemanja Maksimovic,Getafe CF,Levante,14,3:0,,,24'
13,12/12/20,H,Nemanja Maksimovic,Getafe CF,Sevilla FC,4,0:1,,,87'
14,12/20/20,A,Nemanja Maksimovic,Getafe CF,Cádiz CF,12,0:2,1,,90'
15,12/23/20,H,Nemanja Maksimovic,Getafe CF,Celta de Vigo,8,1:1,,,90'
16,12/30/20,A,Nemanja Maksimovic,Getafe CF,Atlético Madrid,1,1:0,,,90'
17,1/2/21,H,Nemanja Maksimovic,Getafe CF,Real Valladolid,19,0:1,,,66'
18,1/11/21,A,Nemanja Maksimovic,Getafe CF,Elche CF,17,1:3,,,64'
19,1/20/21,H,Nemanja Maksimovic,Getafe CF,SD Huesca,18,1:0,,,90'
20,1/25/21,A,Nemanja Maksimovic,Getafe CF,Athletic,10,5:1,,,57'
21,1/31/21,H,Nemanja Maksimovic,Getafe CF,Alavés,16,0:0,,,90'
22,2/6/21,A,Nemanja Maksimovic,Getafe CF,Sevilla FC,4,3:0,,,90'
1,2/9/21,A,Nemanja Maksimovic,Getafe CF,Real Madrid,2,2:0,,,90'
23,2/14/21,H,Nemanja Maksimovic,Getafe CF,Real Sociedad,5,0:1,,,58'
24,2/19/21,A,Nemanja Maksimovic,Getafe CF,Real Betis,6,1:0,,,88'
25,2/27/21,H,Nemanja Maksimovic,Getafe CF,Valencia,13,3:0,,,90'
26,3/6/21,A,Nemanja Maksimovic,Getafe CF,Real Valladolid,19,2:1,,,79'
27,3/13/21,H,Nemanja Maksimovic,Getafe CF,Atlético Madrid,1,0:0,,,90'
28,3/21/21,H,Nemanja Maksimovic,Getafe CF,Elche CF,17,1:1,,,49'
30,4/10/21,H,Nemanja Maksimovic,Getafe CF,Cádiz CF,12,0:1,,,70'
33,4/18/21,H,Nemanja Maksimovic,Getafe CF,Real Madrid,2,0:0,,,90'
31,4/22/21,A,Nemanja Maksimovic,Getafe CF,Barcelona,3,5:2,,,45'
32,4/25/21,A,Nemanja Maksimovic,Getafe CF,SD Huesca,18,0:2,,,88'
34,5/2/21,A,Nemanja Maksimovic,Getafe CF,Villarreal,7,1:0,,,90'
35,5/9/21,H,Nemanja Maksimovic,Getafe CF,SD Eibar,20,0:1,,,90'
36,5/12/21,A,Nemanja Maksimovic,Getafe CF,Celta de Vigo,8,1:0,,,90'
37,5/16/21,H,Nemanja Maksimovic,Getafe CF,Levante,14,2:1,,,90'
38,5/23/21,A,Nemanja Maksimovic,Getafe CF,Granada CF,9,0:0,,,82'
3,9/27/20,A,Bono,Sevilla FC,Cádiz CF,12,1:3,,,90'
4,10/1/20,H,Bono,Sevilla FC,Levante,14,1:0,,,90'
5,10/4/20,A,Bono,Sevilla FC,Barcelona,3,1:1,,,90'
6,10/17/20,A,Bono,Sevilla FC,Granada CF,9,1:0,,,90'
8,10/31/20,A,Bono,Sevilla FC,Athletic,10,2:1,,,90'
9,11/7/20,H,Bono,Sevilla FC,CA Osasuna,11,1:0,,,90'
12,12/5/20,H,Bono,Sevilla FC,Real Madrid,2,0:1,,,90'
13,12/12/20,A,Bono,Sevilla FC,Getafe,15,0:1,,,90'
14,12/19/20,H,Bono,Sevilla FC,Real Valladolid,19,1:1,,,90'
15,12/22/20,A,Bono,Sevilla FC,Valencia,13,0:1,,,90'
16,12/29/20,H,Bono,Sevilla FC,Villarreal,7,2:0,,,90'
17,1/2/21,A,Bono,Sevilla FC,Real Betis,6,1:1,,,90'
18,1/9/21,H,Bono,Sevilla FC,Real Sociedad,5,3:2,,,90'
1,1/12/21,A,Bono,Sevilla FC,Atlético Madrid,1,2:0,,,90'
19,1/19/21,A,Bono,Sevilla FC,Alavés,16,1:2,,,90'
20,1/23/21,H,Bono,Sevilla FC,Cádiz CF,12,3:0,,,90'
21,1/30/21,A,Bono,Sevilla FC,SD Eibar,20,0:2,,,90'
22,2/6/21,H,Bono,Sevilla FC,Getafe,15,3:0,,,90'
23,2/13/21,H,Bono,Sevilla FC,SD Huesca,18,1:0,,,90'
24,2/22/21,A,Bono,Sevilla FC,CA Osasuna,11,0:2,,,90'
25,2/27/21,H,Bono,Sevilla FC,Barcelona,3,0:2,,,90'
27,3/14/21,H,Bono,Sevilla FC,Real Betis,6,1:0,,,90'
2,3/17/21,H,Bono,Sevilla FC,Elche CF,17,2:0,,,90'
28,3/20/21,A,Bono,Sevilla FC,Real Valladolid,19,1:1,1,,90'
29,4/4/21,H,Bono,Sevilla FC,Atlético Madrid,1,1:0,,,90'
30,4/12/21,A,Bono,Sevilla FC,Celta de Vigo,8,3:4,,,90'
33,4/18/21,A,Bono,Sevilla FC,Real Sociedad,5,1:2,,,90'
31,4/21/21,A,Bono,Sevilla FC,Levante,14,0:1,,,90'
32,4/25/21,H,Bono,Sevilla FC,Granada CF,9,2:1,,,90'
34,5/3/21,H,Bono,Sevilla FC,Athletic,10,0:1,,,90'
35,5/9/21,A,Bono,Sevilla FC,Real Madrid,2,2:2,,,90'
36,5/12/21,H,Bono,Sevilla FC,Valencia,13,1:0,,,90'
37,5/16/21,A,Bono,Sevilla FC,Villarreal,7,4:0,,,90'
3,9/27/20,H,Clément Lenglet,FC Barcelona,Villarreal,7,4:0,,,90'
4,10/1/20,A,Clément Lenglet,FC Barcelona,Celta de Vigo,8,0:3,,,42'
6,10/17/20,A,Clément Lenglet,FC Barcelona,Getafe,15,1:0,,,90'
7,10/24/20,H,Clément Lenglet,FC Barcelona,Real Madrid,2,1:3,,,90'
8,10/31/20,A,Clément Lenglet,FC Barcelona,Alavés,16,1:1,,,45'
9,11/7/20,H,Clément Lenglet,FC Barcelona,Real Betis,6,5:2,,,90'
10,11/21/20,A,Clément Lenglet,FC Barcelona,Atlético Madrid,1,1:0,,,90'
11,11/29/20,H,Clément Lenglet,FC Barcelona,CA Osasuna,11,4:0,,,67'
12,12/5/20,A,Clément Lenglet,FC Barcelona,Cádiz CF,12,2:1,,,90'
13,12/13/20,H,Clément Lenglet,FC Barcelona,Levante,14,1:0,,,90'
19,12/16/20,H,Clément Lenglet,FC Barcelona,Real Sociedad,5,2:1,,,12'
14,12/19/20,H,Clément Lenglet,FC Barcelona,Valencia,13,2:2,,,11'
15,12/22/20,A,Clément Lenglet,FC Barcelona,Real Valladolid,19,0:3,1,,90'
16,12/29/20,H,Clément Lenglet,FC Barcelona,SD Eibar,20,1:1,,,82'
17,1/3/21,A,Clément Lenglet,FC Barcelona,SD Huesca,18,0:1,,,90'
2,1/6/21,A,Clément Lenglet,FC Barcelona,Athletic,10,2:3,,,90'
21,1/31/21,H,Clément Lenglet,FC Barcelona,Athletic,10,2:1,,,6'
22,2/7/21,A,Clément Lenglet,FC Barcelona,Real Betis,6,2:3,,,90'
23,2/13/21,H,Clément Lenglet,FC Barcelona,Alavés,16,5:1,,,90'
24,2/21/21,H,Clément Lenglet,FC Barcelona,Cádiz CF,12,1:1,,,90'
1,2/24/21,H,Clément Lenglet,FC Barcelona,Elche CF,17,3:0,,,13'
25,2/27/21,A,Clément Lenglet,FC Barcelona,Sevilla FC,4,0:2,,,90'
26,3/6/21,A,Clément Lenglet,FC Barcelona,CA Osasuna,11,0:2,,,90'
27,3/15/21,H,Clément Lenglet,FC Barcelona,SD Huesca,18,4:1,,,90'
28,3/21/21,A,Clément Lenglet,FC Barcelona,Real Sociedad,5,1:6,,,90'
29,4/5/21,H,Clément Lenglet,FC Barcelona,Real Valladolid,19,1:0,,,90'
30,4/10/21,A,Clément Lenglet,FC Barcelona,Real Madrid,2,2:1,,,90'
31,4/22/21,H,Clément Lenglet,FC Barcelona,Getafe,15,5:2,,,45'
32,4/25/21,A,Clément Lenglet,FC Barcelona,Villarreal,7,1:2,,,90'
34,5/2/21,A,Clément Lenglet,FC Barcelona,Valencia,13,2:3,,,90'
35,5/8/21,H,Clément Lenglet,FC Barcelona,Atlético Madrid,1,0:0,,,90'
36,5/11/21,A,Clément Lenglet,FC Barcelona,Levante,14,3:3,,,90'
37,5/16/21,H,Clément Lenglet,FC Barcelona,Celta de Vigo,8,1:2,,,83'
3,9/27/20,H,Stefan Savic,Atlético de Madrid,Granada CF,9,6:1,,,90'
5,10/3/20,H,Stefan Savic,Atlético de Madrid,Villarreal,7,0:0,,,90'
6,10/17/20,A,Stefan Savic,Atlético de Madrid,Celta de Vigo,8,0:2,,,90'
7,10/24/20,H,Stefan Savic,Atlético de Madrid,Real Betis,6,2:0,,,90'
8,10/31/20,A,Stefan Savic,Atlético de Madrid,CA Osasuna,11,1:3,,,90'
9,11/7/20,H,Stefan Savic,Atlético de Madrid,Cádiz CF,12,4:0,,,90'
10,11/21/20,H,Stefan Savic,Atlético de Madrid,Barcelona,3,1:0,,,90'
11,11/28/20,A,Stefan Savic,Atlético de Madrid,Valencia,13,0:1,,,90'
12,12/5/20,H,Stefan Savic,Atlético de Madrid,Real Valladolid,19,2:0,,,90'
13,12/12/20,A,Stefan Savic,Atlético de Madrid,Real Madrid,2,2:0,,,90'
14,12/19/20,H,Stefan Savic,Atlético de Madrid,Elche CF,17,3:1,,,90'
15,12/22/20,A,Stefan Savic,Atlético de Madrid,Real Sociedad,5,0:2,,,90'
16,12/30/20,H,Stefan Savic,Atlético de Madrid,Getafe,15,1:0,,,90'
1,1/12/21,H,Stefan Savic,Atlético de Madrid,Sevilla FC,4,2:0,,,90'
19,1/21/21,A,Stefan Savic,Atlético de Madrid,SD Eibar,20,1:2,,,90'
20,1/24/21,H,Stefan Savic,Atlético de Madrid,Valencia,13,3:1,,,90'
21,1/31/21,A,Stefan Savic,Atlético de Madrid,Cádiz CF,12,2:4,,,90'
22,2/8/21,H,Stefan Savic,Atlético de Madrid,Celta de Vigo,8,2:2,,,90'
23,2/13/21,A,Stefan Savic,Atlético de Madrid,Granada CF,9,1:2,,,90'
2,2/17/21,A,Stefan Savic,Atlético de Madrid,Levante,14,1:1,,,90'
25,2/28/21,A,Stefan Savic,Atlético de Madrid,Villarreal,7,0:2,,,90'
26,3/7/21,H,Stefan Savic,Atlético de Madrid,Real Madrid,2,1:1,,,90'
18,3/10/21,H,Stefan Savic,Atlético de Madrid,Athletic,10,2:1,,,90'
27,3/13/21,A,Stefan Savic,Atlético de Madrid,Getafe,15,0:0,,,90'
28,3/21/21,H,Stefan Savic,Atlético de Madrid,Alavés,16,1:0,,,90'
30,4/11/21,A,Stefan Savic,Atlético de Madrid,Real Betis,6,1:1,,,90'
33,4/18/21,H,Stefan Savic,Atlético de Madrid,SD Eibar,20,5:0,,,74'
31,4/22/21,H,Stefan Savic,Atlético de Madrid,SD Huesca,18,2:0,,,90'
32,4/25/21,A,Stefan Savic,Atlético de Madrid,Athletic,10,2:1,1,,90'
34,5/1/21,A,Stefan Savic,Atlético de Madrid,Elche CF,17,0:1,,,90'
35,5/8/21,A,Stefan Savic,Atlético de Madrid,Barcelona,3,0:0,,,90'
36,5/12/21,H,Stefan Savic,Atlético de Madrid,Real Sociedad,5,2:1,,,90'
37,5/16/21,H,Stefan Savic,Atlético de Madrid,CA Osasuna,11,2:1,,,90'
1,9/13/20,A,Jorge Pulido,SD Huesca,Villarreal,7,1:1,,,90'
2,9/20/20,H,Jorge Pulido,SD Huesca,Cádiz CF,12,0:2,,,90'
3,9/26/20,A,Jorge Pulido,SD Huesca,Valencia,13,1:1,,,90'
4,9/30/20,H,Jorge Pulido,SD Huesca,Atlético Madrid,1,0:0,,,90'
5,10/3/20,A,Jorge Pulido,SD Huesca,Elche CF,17,0:0,,,90'
6,10/18/20,H,Jorge Pulido,SD Huesca,Real Valladolid,19,2:2,,,90'
7,10/25/20,A,Jorge Pulido,SD Huesca,Real Sociedad,5,4:1,,,90'
8,10/31/20,A,Jorge Pulido,SD Huesca,Real Madrid,2,4:1,,,90'
