match_day,date,venue,player,team,opponent,opponent_position,result,goals,assists,minutes_played
29,4/2/21,H,Jorge de Frutos,Levante UD,SD Huesca,18,0:2,,,90'
30,4/10/21,A,Jorge de Frutos,Levante UD,SD Eibar,20,0:1,1,,84'
33,4/18/21,H,Jorge de Frutos,Levante UD,Villarreal,7,1:5,,,78'
31,4/21/21,H,Jorge de Frutos,Levante UD,Sevilla FC,4,0:1,,,73'
32,4/24/21,A,Jorge de Frutos,Levante UD,Elche CF,17,1:0,,,79'
34,4/30/21,A,Jorge de Frutos,Levante UD,Celta de Vigo,8,2:0,,,90'
35,5/8/21,A,Jorge de Frutos,Levante UD,Alavés,16,2:2,,1,90'
36,5/11/21,H,Jorge de Frutos,Levante UD,Barcelona,3,3:3,,,90'
37,5/16/21,A,Jorge de Frutos,Levante UD,Getafe,15,2:1,,1,90'
38,5/21/21,H,Jorge de Frutos,Levante UD,Cádiz CF,12,2:2,,,90'
1,9/12/20,H,Darwin Machís,Granada CF,Athletic,10,2:0,,,62'
2,9/20/20,H,Darwin Machís,Granada CF,Alavés,16,2:1,1,1,83'
3,9/27/20,A,Darwin Machís,Granada CF,Atlético Madrid,1,6:1,,,30'
5,10/4/20,A,Darwin Machís,Granada CF,Cádiz CF,12,1:1,,,28'
6,10/17/20,H,Darwin Machís,Granada CF,Sevilla FC,4,1:0,,,30'
7,10/25/20,A,Darwin Machís,Granada CF,Getafe,15,0:1,,,35'
8,11/1/20,H,Darwin Machís,Granada CF,Levante,14,1:1,1,,80'
9,11/8/20,A,Darwin Machís,Granada CF,Real Sociedad,5,2:0,,,90'
10,11/22/20,H,Darwin Machís,Granada CF,Real Valladolid,19,1:3,,,90'
11,11/29/20,A,Darwin Machís,Granada CF,Celta de Vigo,8,3:1,,,90'
12,12/6/20,H,Darwin Machís,Granada CF,SD Huesca,18,3:3,,1,90'
13,12/13/20,A,Darwin Machís,Granada CF,Elche CF,17,0:1,,1,89'
14,12/20/20,H,Darwin Machís,Granada CF,Real Betis,6,2:0,,,61'
18,1/9/21,H,Darwin Machís,Granada CF,Barcelona,3,0:4,,,65'
4,1/12/21,H,Darwin Machís,Granada CF,CA Osasuna,11,2:0,,,74'
19,1/20/21,A,Darwin Machís,Granada CF,Villarreal,7,2:2,,,90'
20,1/24/21,A,Darwin Machís,Granada CF,CA Osasuna,11,3:1,,,90'
21,1/31/21,H,Darwin Machís,Granada CF,Celta de Vigo,8,0:0,,,90'
22,2/6/21,A,Darwin Machís,Granada CF,Levante,14,2:2,,,31'
23,2/13/21,H,Darwin Machís,Granada CF,Atlético Madrid,1,1:2,,,79'
24,2/21/21,A,Darwin Machís,Granada CF,SD Huesca,18,3:2,,1,45'
28,3/21/21,A,Darwin Machís,Granada CF,Valencia,13,2:1,,,19'
29,4/3/21,H,Darwin Machís,Granada CF,Villarreal,7,0:3,,,37'
30,4/11/21,A,Darwin Machís,Granada CF,Real Valladolid,19,1:2,,,90'
31,4/22/21,H,Darwin Machís,Granada CF,SD Eibar,20,4:1,,,71'
32,4/25/21,A,Darwin Machís,Granada CF,Sevilla FC,4,2:1,,,45'
33,4/29/21,A,Darwin Machís,Granada CF,Barcelona,3,1:2,1,,76'
34,5/2/21,H,Darwin Machís,Granada CF,Cádiz CF,12,0:1,,,64'
35,5/10/21,A,Darwin Machís,Granada CF,Real Betis,6,2:1,1,,77'
36,5/13/21,H,Darwin Machís,Granada CF,Real Madrid,2,1:4,,,54'
37,5/16/21,A,Darwin Machís,Granada CF,Alavés,16,4:2,,1,33'
38,5/23/21,H,Darwin Machís,Granada CF,Getafe,15,0:0,,,45'
1,9/13/20,H,Lucas Pérez,Deportivo Alavés,Real Betis,6,0:1,,,64'
3,9/26/20,H,Lucas Pérez,Deportivo Alavés,Getafe,15,0:0,,,10'
4,9/30/20,A,Lucas Pérez,Deportivo Alavés,Villarreal,7,3:1,,,90'
5,10/4/20,H,Lucas Pérez,Deportivo Alavés,Athletic,10,1:0,,1,45'
6,10/18/20,H,Lucas Pérez,Deportivo Alavés,Elche CF,17,0:2,,,90'
7,10/25/20,A,Lucas Pérez,Deportivo Alavés,Real Valladolid,19,0:2,,,84'
9,11/8/20,A,Lucas Pérez,Deportivo Alavés,Levante,14,1:1,1,,70'
10,11/22/20,H,Lucas Pérez,Deportivo Alavés,Valencia,13,2:2,1,1,72'
11,11/28/20,A,Lucas Pérez,Deportivo Alavés,Real Madrid,2,1:2,1,,88'
12,12/6/20,H,Lucas Pérez,Deportivo Alavés,Real Sociedad,5,0:0,,,72'
13,12/12/20,A,Lucas Pérez,Deportivo Alavés,SD Huesca,18,1:0,,,90'
14,12/20/20,A,Lucas Pérez,Deportivo Alavés,Celta de Vigo,8,2:0,,,74'
16,12/31/20,A,Lucas Pérez,Deportivo Alavés,CA Osasuna,11,1:1,1,,45'
17,1/3/21,H,Lucas Pérez,Deportivo Alavés,Atlético Madrid,1,1:2,,,15'
20,1/23/21,H,Lucas Pérez,Deportivo Alavés,Real Madrid,2,1:4,,1,45'
22,2/5/21,H,Lucas Pérez,Deportivo Alavés,Real Valladolid,19,1:0,,,90'
23,2/13/21,A,Lucas Pérez,Deportivo Alavés,Barcelona,3,5:1,,,81'
24,2/21/21,A,Lucas Pérez,Deportivo Alavés,Real Sociedad,5,4:0,,,33'
25,2/27/21,H,Lucas Pérez,Deportivo Alavés,CA Osasuna,11,0:1,,,90'
27,3/13/21,H,Lucas Pérez,Deportivo Alavés,Cádiz CF,12,1:1,,,25'
30,4/10/21,A,Lucas Pérez,Deportivo Alavés,Athletic,10,0:0,,,85'
33,4/18/21,H,Lucas Pérez,Deportivo Alavés,SD Huesca,18,1:0,,,84'
31,4/21/21,H,Lucas Pérez,Deportivo Alavés,Villarreal,7,2:1,,,58'
32,4/24/21,A,Lucas Pérez,Deportivo Alavés,Valencia,13,1:1,,,63'
34,5/1/21,A,Lucas Pérez,Deportivo Alavés,SD Eibar,20,3:0,,,63'
35,5/8/21,H,Lucas Pérez,Deportivo Alavés,Levante,14,2:2,,,45'
37,5/16/21,H,Lucas Pérez,Deportivo Alavés,Granada CF,9,4:2,,1,85'
38,5/23/21,A,Lucas Pérez,Deportivo Alavés,Sevilla FC,4,1:0,,,12'
1,9/13/20,A,Adnan Januzaj,Real Sociedad,Real Valladolid,19,1:1,,,13'
2,9/20/20,H,Adnan Januzaj,Real Sociedad,Real Madrid,2,0:0,,,16'
3,9/26/20,A,Adnan Januzaj,Real Sociedad,Elche CF,17,0:3,1,,23'
4,9/29/20,H,Adnan Januzaj,Real Sociedad,Valencia,13,0:1,,,67'
6,10/18/20,A,Adnan Januzaj,Real Sociedad,Real Betis,6,0:3,1,,6'
9,11/8/20,H,Adnan Januzaj,Real Sociedad,Granada CF,9,2:0,,,61'
10,11/22/20,A,Adnan Januzaj,Real Sociedad,Cádiz CF,12,0:1,,1,74'
11,11/29/20,H,Adnan Januzaj,Real Sociedad,Villarreal,7,1:1,,,9'
19,12/16/20,A,Adnan Januzaj,Real Sociedad,Barcelona,3,2:1,,,55'
18,1/9/21,A,Adnan Januzaj,Real Sociedad,Sevilla FC,4,3:2,,,12'
20,1/23/21,H,Adnan Januzaj,Real Sociedad,Real Betis,6,2:2,,,7'
21,1/30/21,A,Adnan Januzaj,Real Sociedad,Villarreal,7,1:1,,,12'
22,2/7/21,H,Adnan Januzaj,Real Sociedad,Cádiz CF,12,4:1,,1,63'
23,2/14/21,A,Adnan Januzaj,Real Sociedad,Getafe,15,0:1,,,74'
24,2/21/21,H,Adnan Januzaj,Real Sociedad,Alavés,16,4:0,,,10'
26,3/7/21,H,Adnan Januzaj,Real Sociedad,Levante,14,1:0,,,73'
27,3/14/21,A,Adnan Januzaj,Real Sociedad,Granada CF,9,1:0,,,63'
28,3/21/21,H,Adnan Januzaj,Real Sociedad,Barcelona,3,1:6,,,29'
29,4/7/21,H,Adnan Januzaj,Real Sociedad,Athletic,10,1:1,,,28'
30,4/11/21,A,Adnan Januzaj,Real Sociedad,Valencia,13,2:2,,,24'
33,4/18/21,H,Adnan Januzaj,Real Sociedad,Sevilla FC,4,1:2,,,16'
31,4/22/21,H,Adnan Januzaj,Real Sociedad,Celta de Vigo,8,2:1,1,,45'
32,4/26/21,A,Adnan Januzaj,Real Sociedad,SD Eibar,20,0:1,,,17'
34,5/1/21,A,Adnan Januzaj,Real Sociedad,SD Huesca,18,1:0,,,58'
35,5/7/21,H,Adnan Januzaj,Real Sociedad,Elche CF,17,2:0,,1,87'
37,5/16/21,H,Adnan Januzaj,Real Sociedad,Real Valladolid,19,4:1,1,1,60'
38,5/22/21,A,Adnan Januzaj,Real Sociedad,CA Osasuna,11,0:1,,,8'
1,9/12/20,A,Asier Villalibre,Athletic Bilbao,Granada CF,9,2:0,,,17'
3,9/27/20,A,Asier Villalibre,Athletic Bilbao,SD Eibar,20,1:2,,,32'
4,10/1/20,H,Asier Villalibre,Athletic Bilbao,Cádiz CF,12,0:1,,,45'
5,10/4/20,A,Asier Villalibre,Athletic Bilbao,Alavés,16,1:0,,,11'
6,10/18/20,H,Asier Villalibre,Athletic Bilbao,Levante,14,2:0,,,1'
7,10/24/20,A,Asier Villalibre,Athletic Bilbao,CA Osasuna,11,1:0,,,12'
8,10/31/20,H,Asier Villalibre,Athletic Bilbao,Sevilla FC,4,2:1,,,36'
9,11/8/20,A,Asier Villalibre,Athletic Bilbao,Real Valladolid,19,2:1,,,38'
10,11/23/20,H,Asier Villalibre,Athletic Bilbao,Real Betis,6,4:0,,1,88'
11,11/29/20,A,Asier Villalibre,Athletic Bilbao,Getafe,15,1:1,1,,90'
12,12/4/20,H,Asier Villalibre,Athletic Bilbao,Celta de Vigo,8,0:2,,,62'
13,12/12/20,A,Asier Villalibre,Athletic Bilbao,Valencia,13,2:2,1,,77'
19,12/15/20,A,Asier Villalibre,Athletic Bilbao,Real Madrid,2,3:1,,,23'
14,12/18/20,H,Asier Villalibre,Athletic Bilbao,SD Huesca,18,2:0,,,66'
16,12/31/20,H,Asier Villalibre,Athletic Bilbao,Real Sociedad,5,0:1,,,85'
17,1/3/21,H,Asier Villalibre,Athletic Bilbao,Elche CF,17,1:0,,,8'
20,1/25/21,H,Asier Villalibre,Athletic Bilbao,Getafe,15,5:1,,1,10'
21,1/31/21,A,Asier Villalibre,Athletic Bilbao,Barcelona,3,2:1,,,6'
23,2/15/21,A,Asier Villalibre,Athletic Bilbao,Cádiz CF,12,0:4,,,24'
24,2/21/21,H,Asier Villalibre,Athletic Bilbao,Villarreal,7,1:1,,,7'
25,2/26/21,A,Asier Villalibre,Athletic Bilbao,Levante,14,1:1,,,14'
26,3/7/21,H,Asier Villalibre,Athletic Bilbao,Granada CF,9,2:1,1,,77'
18,3/10/21,A,Asier Villalibre,Athletic Bilbao,Atlético Madrid,1,2:1,,,17'
27,3/14/21,A,Asier Villalibre,Athletic Bilbao,Celta de Vigo,8,0:0,,,68'
28,3/20/21,H,Asier Villalibre,Athletic Bilbao,SD Eibar,20,1:1,,,21'
29,4/7/21,A,Asier Villalibre,Athletic Bilbao,Real Sociedad,5,1:1,1,,21'
30,4/10/21,H,Asier Villalibre,Athletic Bilbao,Alavés,16,0:0,,,63'
31,4/21/21,A,Asier Villalibre,Athletic Bilbao,Real Betis,6,0:0,,,90'
32,4/25/21,H,Asier Villalibre,Athletic Bilbao,Atlético Madrid,1,2:1,,,71'
33,4/28/21,H,Asier Villalibre,Athletic Bilbao,Real Valladolid,19,2:2,,,72'
34,5/3/21,A,Asier Villalibre,Athletic Bilbao,Sevilla FC,4,0:1,,,69'
35,5/8/21,H,Asier Villalibre,Athletic Bilbao,CA Osasuna,11,2:2,,1,75'
36,5/12/21,A,Asier Villalibre,Athletic Bilbao,SD Huesca,18,1:0,,,73'
37,5/16/21,H,Asier Villalibre,Athletic Bilbao,Real Madrid,2,0:1,,,25'
38,5/22/21,A,Asier Villalibre,Athletic Bilbao,Elche CF,17,2:0,,,90'
3,9/26/20,H,Pere Milla,Elche CF,Real Sociedad,5,0:3,,,86'
4,9/30/20,A,Pere Milla,Elche CF,SD Eibar,20,0:1,,,89'
5,10/3/20,H,Pere Milla,Elche CF,SD Huesca,18,0:0,,,45'
6,10/18/20,A,Pere Milla,Elche CF,Alavés,16,0:2,1,,90'
7,10/23/20,H,Pere Milla,Elche CF,Valencia,13,2:1,,,90'
8,11/1/20,A,Pere Milla,Elche CF,Real Betis,6,3:1,,,90'
9,11/6/20,H,Pere Milla,Elche CF,Celta de Vigo,8,1:1,,,61'
10,11/21/20,A,Pere Milla,Elche CF,Levante,14,1:1,,,90'
11,11/28/20,H,Pere Milla,Elche CF,Cádiz CF,12,1:1,,1,90'
12,12/6/20,A,Pere Milla,Elche CF,Villarreal,7,0:0,,,90'
13,12/13/20,H,Pere Milla,Elche CF,Granada CF,9,0:1,,,45'
15,12/22/20,H,Pere Milla,Elche CF,CA Osasuna,11,2:2,,,3'
17,1/3/21,A,Pere Milla,Elche CF,Athletic,10,1:0,,,45'
18,1/11/21,H,Pere Milla,Elche CF,Getafe,15,1:3,,,75'
19,1/19/21,A,Pere Milla,Elche CF,Real Valladolid,19,2:2,,,90'
21,1/30/21,A,Pere Milla,Elche CF,Valencia,13,1:0,,,45'
22,2/6/21,H,Pere Milla,Elche CF,Villarreal,7,2:2,,,11'
23,2/12/21,A,Pere Milla,Elche CF,Celta de Vigo,8,3:1,,,5'
24,2/20/21,H,Pere Milla,Elche CF,SD Eibar,20,1:0,,,11'
1,2/24/21,A,Pere Milla,Elche CF,Barcelona,3,3:0,,,72'
25,2/28/21,A,Pere Milla,Elche CF,Granada CF,9,2:1,,,12'
2,3/17/21,A,Pere Milla,Elche CF,Sevilla FC,4,2:0,,,21'
28,3/21/21,A,Pere Milla,Elche CF,Getafe,15,1:1,1,,64'
29,4/4/21,H,Pere Milla,Elche CF,Real Betis,6,1:1,1,,81'
30,4/9/21,A,Pere Milla,Elche CF,SD Huesca,18,3:1,,,64'
33,4/18/21,A,Pere Milla,Elche CF,CA Osasuna,11,2:0,,,75'
31,4/21/21,H,Pere Milla,Elche CF,Real Valladolid,19,1:1,,1,73'
34,5/1/21,H,Pere Milla,Elche CF,Atlético Madrid,1,0:1,,,71'
35,5/7/21,A,Pere Milla,Elche CF,Real Sociedad,5,2:0,,,85'
36,5/11/21,H,Pere Milla,Elche CF,Alavés,16,0:2,,,33'
37,5/16/21,A,Pere Milla,Elche CF,Cádiz CF,12,1:3,1,,90'
38,5/22/21,H,Pere Milla,Elche CF,Athletic,10,2:0,,1,90'
3,9/27/20,A,Bryan Gil,Sevilla FC,Cádiz CF,12,1:3,,,12'
6,10/18/20,H,Bryan Gil,SD Eibar,CA Osasuna,11,0:0,,,20'
7,10/24/20,A,Bryan Gil,SD Eibar,Sevilla FC,4,0:1,,,85'
8,10/30/20,H,Bryan Gil,SD Eibar,Cádiz CF,12,0:2,,,90'
9,11/7/20,A,Bryan Gil,SD Eibar,SD Huesca,18,1:1,,,86'
10,11/22/20,H,Bryan Gil,SD Eibar,Getafe,15,0:0,,,90'
11,11/30/20,A,Bryan Gil,SD Eibar,Real Betis,6,0:2,,,90'
12,12/7/20,H,Bryan Gil,SD Eibar,Valencia,13,0:0,,,90'
13,12/13/20,A,Bryan Gil,SD Eibar,Real Sociedad,5,1:1,,,90'
14,12/20/20,H,Bryan Gil,SD Eibar,Real Madrid,2,1:3,,,90'
15,12/23/20,A,Bryan Gil,SD Eibar,Alavés,16,2:1,,,90'
17,1/3/21,H,Bryan Gil,SD Eibar,Granada CF,9,2:0,2,,90'
20,1/24/21,A,Bryan Gil,SD Eibar,Celta de Vigo,8,1:1,1,,90'
21,1/30/21,H,Bryan Gil,SD Eibar,Sevilla FC,4,0:2,,,90'
22,2/7/21,A,Bryan Gil,SD Eibar,CA Osasuna,11,2:1,,1,90'
23,2/13/21,H,Bryan Gil,SD Eibar,Real Valladolid,19,1:1,,1,90'
24,2/20/21,A,Bryan Gil,SD Eibar,Elche CF,17,1:0,,,90'
25,2/27/21,H,Bryan Gil,SD Eibar,SD Huesca,18,1:1,,,79'
26,3/6/21,A,Bryan Gil,SD Eibar,Cádiz CF,12,1:0,,,90'
27,3/14/21,H,Bryan Gil,SD Eibar,Villarreal,7,1:3,,,90'
28,3/20/21,A,Bryan Gil,SD Eibar,Athletic,10,1:1,,,90'
29,4/3/21,A,Bryan Gil,SD Eibar,Real Madrid,2,2:0,,,45'
31,4/22/21,A,Bryan Gil,SD Eibar,Granada CF,9,4:1,,,83'
32,4/26/21,H,Bryan Gil,SD Eibar,Real Sociedad,5,0:1,,,90'
34,5/1/21,H,Bryan Gil,SD Eibar,Alavés,16,3:0,,1,82'
35,5/9/21,A,Bryan Gil,SD Eibar,Getafe,15,0:1,,,90'
36,5/13/21,H,Bryan Gil,SD Eibar,Real Betis,6,1:1,,,72'
37,5/16/21,A,Bryan Gil,SD Eibar,Valencia,13,4:1,1,,54'
38,5/22/21,H,Bryan Gil,SD Eibar,Barcelona,3,0:1,,,45'
1,9/12/20,H,Kenedy,Granada CF,Athletic,10,2:0,,,10'
2,9/20/20,H,Kenedy,Granada CF,Alavés,16,2:1,,,26'
3,9/27/20,A,Kenedy,Granada CF,Atlético Madrid,1,6:1,,,60'
5,10/4/20,A,Kenedy,Granada CF,Cádiz CF,12,1:1,,1,62'
6,10/17/20,H,Kenedy,Granada CF,Sevilla FC,4,1:0,,,60'
7,10/25/20,A,Kenedy,Granada CF,Getafe,15,0:1,,,55'
9,11/8/20,A,Kenedy,Granada CF,Real Sociedad,5,2:0,,,45'
12,12/6/20,H,Kenedy,Granada CF,SD Huesca,18,3:3,,1,22'
14,12/20/20,H,Kenedy,Granada CF,Real Betis,6,2:0,,,29'
15,12/23/20,A,Kenedy,Granada CF,Real Madrid,2,2:0,,,63'
16,12/30/20,H,Kenedy,Granada CF,Valencia,13,2:1,1,,90'
17,1/3/21,A,Kenedy,Granada CF,SD Eibar,20,2:0,,,66'
18,1/9/21,H,Kenedy,Granada CF,Barcelona,3,0:4,,,25'
4,1/12/21,H,Kenedy,Granada CF,CA Osasuna,11,2:0,,,65'
19,1/20/21,A,Kenedy,Granada CF,Villarreal,7,2:2,1,,35'
20,1/24/21,A,Kenedy,Granada CF,CA Osasuna,11,3:1,,,81'
21,1/31/21,H,Kenedy,Granada CF,Celta de Vigo,8,0:0,,,83'
22,2/6/21,A,Kenedy,Granada CF,Levante,14,2:2,1,,59'
23,2/13/21,H,Kenedy,Granada CF,Atlético Madrid,1,1:2,,,69'
24,2/21/21,A,Kenedy,Granada CF,SD Huesca,18,3:2,,,15'
25,2/28/21,H,Kenedy,Granada CF,Elche CF,17,2:1,,,90'
26,3/7/21,A,Kenedy,Granada CF,Athletic,10,2:1,,,30'
27,3/14/21,H,Kenedy,Granada CF,Real Sociedad,5,1:0,,,90'
28,3/21/21,A,Kenedy,Granada CF,Valencia,13,2:1,,,57'
29,4/3/21,H,Kenedy,Granada CF,Villarreal,7,0:3,,,90'
31,4/22/21,H,Kenedy,Granada CF,SD Eibar,20,4:1,1,1,19'
32,4/25/21,A,Kenedy,Granada CF,Sevilla FC,4,2:1,,,45'
34,5/2/21,H,Kenedy,Granada CF,Cádiz CF,12,0:1,,,34'
1,9/13/20,H,Samuel Chukwueze,Villarreal CF,SD Huesca,18,1:1,,,90'
2,9/19/20,H,Samuel Chukwueze,Villarreal CF,SD Eibar,20,2:1,,1,85'
3,9/27/20,A,Samuel Chukwueze,Villarreal CF,Barcelona,3,4:0,,,74'
4,9/30/20,H,Samuel Chukwueze,Villarreal CF,Alavés,16,3:1,,,7'
5,10/3/20,A,Samuel Chukwueze,Villarreal CF,Atlético Madrid,1,0:0,,,18'
6,10/18/20,H,Samuel Chukwueze,Villarreal CF,Valencia,13,2:1,,,64'
7,10/25/20,A,Samuel Chukwueze,Villarreal CF,Cádiz CF,12,0:0,,,28'
8,11/2/20,H,Samuel Chukwueze,Villarreal CF,Real Valladolid,19,2:0,1,,64'
10,11/21/20,H,Samuel Chukwueze,Villarreal CF,Real Madrid,2,1:1,,1,29'
11,11/29/20,A,Samuel Chukwueze,Villarreal CF,Real Sociedad,5,1:1,,,45'
12,12/6/20,H,Samuel Chukwueze,Villarreal CF,Elche CF,17,0:0,,,45'
13,12/13/20,A,Samuel Chukwueze,Villarreal CF,Real Betis,6,1:1,,,32'
14,12/19/20,A,Samuel Chukwueze,Villarreal CF,CA Osasuna,11,1:3,,,17'
15,12/22/20,H,Samuel Chukwueze,Villarreal CF,Athletic,10,1:1,,,8'
16,12/29/20,A,Samuel Chukwueze,Villarreal CF,Sevilla FC,4,2:0,,,27'
17,1/2/21,H,Samuel Chukwueze,Villarreal CF,Levante,14,2:1,,1,45'
18,1/8/21,A,Samuel Chukwueze,Villarreal CF,Celta de Vigo,8,0:4,,,24'
24,2/21/21,A,Samuel Chukwueze,Villarreal CF,Athletic,10,1:1,,,5'
25,2/28/21,H,Samuel Chukwueze,Villarreal CF,Atlético Madrid,1,0:2,,,90'
26,3/5/21,A,Samuel Chukwueze,Villarreal CF,Valencia,13,2:1,,,90'
27,3/14/21,A,Samuel Chukwueze,Villarreal CF,SD Eibar,20,1:3,,,25'
28,3/21/21,H,Samuel Chukwueze,Villarreal CF,Cádiz CF,12,2:1,,,81'
29,4/3/21,A,Samuel Chukwueze,Villarreal CF,Granada CF,9,0:3,,,27'
30,4/11/21,H,Samuel Chukwueze,Villarreal CF,CA Osasuna,11,1:2,,,32'
33,4/18/21,A,Samuel Chukwueze,Villarreal CF,Levante,14,1:5,2,,81'
31,4/21/21,A,Samuel Chukwueze,Villarreal CF,Alavés,16,2:1,,,70'
32,4/25/21,H,Samuel Chukwueze,Villarreal CF,Barcelona,3,1:2,1,,89'
34,5/2/21,H,Samuel Chukwueze,Villarreal CF,Getafe,15,1:0,,,69'
3,9/27/20,A,Ivan Rakitic,Sevilla FC,Cádiz CF,12,1:3,1,,90'
4,10/1/20,H,Ivan Rakitic,Sevilla FC,Levante,14,1:0,,,61'
5,10/4/20,A,Ivan Rakitic,Sevilla FC,Barcelona,3,1:1,,,78'
6,10/17/20,A,Ivan Rakitic,Sevilla FC,Granada CF,9,1:0,,,90'
7,10/24/20,H,Ivan Rakitic,Sevilla FC,SD Eibar,20,0:1,,,80'
8,10/31/20,A,Ivan Rakitic,Sevilla FC,Athletic,10,2:1,,,68'
9,11/7/20,H,Ivan Rakitic,Sevilla FC,CA Osasuna,11,1:0,,,45'
10,11/21/20,H,Ivan Rakitic,Sevilla FC,Celta de Vigo,8,4:2,,1,90'
11,11/28/20,A,Ivan Rakitic,Sevilla FC,SD Huesca,18,0:1,,,26'
12,12/5/20,H,Ivan Rakitic,Sevilla FC,Real Madrid,2,0:1,,,64'
13,12/12/20,A,Ivan Rakitic,Sevilla FC,Getafe,15,0:1,,,65'
14,12/19/20,H,Ivan Rakitic,Sevilla FC,Real Valladolid,19,1:1,,,81'
15,12/22/20,A,Ivan Rakitic,Sevilla FC,Valencia,13,0:1,,,21'
16,12/29/20,H,Ivan Rakitic,Sevilla FC,Villarreal,7,2:0,,,76'
17,1/2/21,A,Ivan Rakitic,Sevilla FC,Real Betis,6,1:1,,,45'
18,1/9/21,H,Ivan Rakitic,Sevilla FC,Real Sociedad,5,3:2,,,85'
1,1/12/21,A,Ivan Rakitic,Sevilla FC,Atlético Madrid,1,2:0,,,90'
19,1/19/21,A,Ivan Rakitic,Sevilla FC,Alavés,16,1:2,,,90'
20,1/23/21,H,Ivan Rakitic,Sevilla FC,Cádiz CF,12,3:0,,,65'
21,1/30/21,A,Ivan Rakitic,Sevilla FC,SD Eibar,20,0:2,,,20'
23,2/13/21,H,Ivan Rakitic,Sevilla FC,SD Huesca,18,1:0,,,65'
24,2/22/21,A,Ivan Rakitic,Sevilla FC,CA Osasuna,11,0:2,,,24'
25,2/27/21,H,Ivan Rakitic,Sevilla FC,Barcelona,3,0:2,,,63'
26,3/6/21,A,Ivan Rakitic,Sevilla FC,Elche CF,17,2:1,,,57'
27,3/14/21,H,Ivan Rakitic,Sevilla FC,Real Betis,6,1:0,,,23'
2,3/17/21,H,Ivan Rakitic,Sevilla FC,Elche CF,17,2:0,,,90'
28,3/20/21,A,Ivan Rakitic,Sevilla FC,Real Valladolid,19,1:1,,,23'
29,4/4/21,H,Ivan Rakitic,Sevilla FC,Atlético Madrid,1,1:0,,,90'
30,4/12/21,A,Ivan Rakitic,Sevilla FC,Celta de Vigo,8,3:4,1,,86'
33,4/18/21,A,Ivan Rakitic,Sevilla FC,Real Sociedad,5,1:2,,,24'
31,4/21/21,A,Ivan Rakitic,Sevilla FC,Levante,14,0:1,,,15'
32,4/25/21,H,Ivan Rakitic,Sevilla FC,Granada CF,9,2:1,1,,86'
34,5/3/21,H,Ivan Rakitic,Sevilla FC,Athletic,10,0:1,,,68'
35,5/9/21,A,Ivan Rakitic,Sevilla FC,Real Madrid,2,2:2,1,1,88'
36,5/12/21,H,Ivan Rakitic,Sevilla FC,Valencia,13,1:0,,,6'
37,5/16/21,A,Ivan Rakitic,Sevilla FC,Villarreal,7,4:0,,,69'
38,5/23/21,H,Ivan Rakitic,Sevilla FC,Alavés,16,1:0,,,34'
1,9/13/20,H,Luis Rioja,Deportivo Alavés,Real Betis,6,0:1,,,64'
2,9/20/20,A,Luis Rioja,Deportivo Alavés,Granada CF,9,2:1,,,71'
3,9/26/20,H,Luis Rioja,Deportivo Alavés,Getafe,15,0:0,,,68'
4,9/30/20,A,Luis Rioja,Deportivo Alavés,Villarreal,7,3:1,,,24'
6,10/18/20,H,Luis Rioja,Deportivo Alavés,Elche CF,17,0:2,,,9'
8,10/31/20,H,Luis Rioja,Deportivo Alavés,Barcelona,3,1:1,1,,72'
9,11/8/20,A,Luis Rioja,Deportivo Alavés,Levante,14,1:1,,,83'
10,11/22/20,H,Luis Rioja,Deportivo Alavés,Valencia,13,2:2,,,90'
11,11/28/20,A,Luis Rioja,Deportivo Alavés,Real Madrid,2,1:2,,,88'
12,12/6/20,H,Luis Rioja,Deportivo Alavés,Real Sociedad,5,0:0,,,88'
13,12/12/20,A,Luis Rioja,Deportivo Alavés,SD Huesca,18,1:0,,,87'
14,12/20/20,A,Luis Rioja,Deportivo Alavés,Celta de Vigo,8,2:0,,,85'
15,12/23/20,H,Luis Rioja,Deportivo Alavés,SD Eibar,20,2:1,,1,89'
16,12/31/20,A,Luis Rioja,Deportivo Alavés,CA Osasuna,11,1:1,,,90'
17,1/3/21,H,Luis Rioja,Deportivo Alavés,Atlético Madrid,1,1:2,,,22'
18,1/10/21,A,Luis Rioja,Deportivo Alavés,Cádiz CF,12,3:1,,,82'
19,1/19/21,H,Luis Rioja,Deportivo Alavés,Sevilla FC,4,1:2,,,69'
20,1/23/21,H,Luis Rioja,Deportivo Alavés,Real Madrid,2,1:4,,,45'
21,1/31/21,A,Luis Rioja,Deportivo Alavés,Getafe,15,0:0,,,83'
22,2/5/21,H,Luis Rioja,Deportivo Alavés,Real Valladolid,19,1:0,,,60'
23,2/13/21,A,Luis Rioja,Deportivo Alavés,Barcelona,3,5:1,1,,45'
25,2/27/21,H,Luis Rioja,Deportivo Alavés,CA Osasuna,11,0:1,,,17'
26,3/8/21,A,Luis Rioja,Deportivo Alavés,Real Betis,6,3:2,,,86'
27,3/13/21,H,Luis Rioja,Deportivo Alavés,Cádiz CF,12,1:1,,,65'
28,3/21/21,A,Luis Rioja,Deportivo Alavés,Atlético Madrid,1,1:0,,,30'
29,4/4/21,H,Luis Rioja,Deportivo Alavés,Celta de Vigo,8,1:3,,,35'
30,4/10/21,A,Luis Rioja,Deportivo Alavés,Athletic,10,0:0,,,75'
33,4/18/21,H,Luis Rioja,Deportivo Alavés,SD Huesca,18,1:0,,,1'
