player,team,team_position,opponent,opponent_position,goals,assists
Sebastian Rudy,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Sebastian Rudy,FC Schalke 04,18,FC Schalke 04,18,,
Sebastian Rudy,Hertha BSC,14,Hertha BSC,14,,
Mateo Klimowicz,SC Freiburg,10,SC Freiburg,10,,
Mateo Klimowicz,1.FSV Mainz 05,12,1.FSV Mainz 05,12,1,
Mateo Klimowicz,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Mateo Klimowicz,Hertha BSC,14,Hertha BSC,14,,1
Mateo Klimowicz,FC Schalke 04,18,FC Schalke 04,18,,
Mateo Klimowicz,E. Frankfurt,5,E. Frankfurt,5,,
Mateo Klimowicz,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Mateo Klimowicz,FC Bayern,1,FC Bayern,1,,
Mateo Klimowicz,Bor. Dortmund,3,Bor. Dortmund,3,,1
Mateo Klimowicz,Union Berlin,7,Union Berlin,7,,
Mateo Klimowicz,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Mateo Klimowicz,RB Leipzig,2,RB Leipzig,2,,
Mateo Klimowicz,FC Augsburg,13,FC Augsburg,13,,1
Mateo Klimowicz,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Mateo Klimowicz,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Mateo Klimowicz,SC Freiburg,10,SC Freiburg,10,,
Mateo Klimowicz,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Mateo Klimowicz,Hertha BSC,14,Hertha BSC,14,,
Mateo Klimowicz,1. FC Köln,16,1. FC Köln,16,,
Mateo Klimowicz,E. Frankfurt,5,E. Frankfurt,5,,
Mateo Klimowicz,FC Bayern,1,FC Bayern,1,,
Mateo Klimowicz,Werder Bremen,17,Werder Bremen,17,,
Mateo Klimowicz,Bor. Dortmund,3,Bor. Dortmund,3,,
Mateo Klimowicz,Union Berlin,7,Union Berlin,7,,
Mateo Klimowicz,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Suat Serdar,FC Bayern,1,FC Bayern,1,,
Suat Serdar,RB Leipzig,2,RB Leipzig,2,,
Suat Serdar,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Suat Serdar,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Suat Serdar,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Suat Serdar,FC Augsburg,13,FC Augsburg,13,,1
Suat Serdar,SC Freiburg,10,SC Freiburg,10,,
Suat Serdar,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Suat Serdar,Hertha BSC,14,Hertha BSC,14,,
Suat Serdar,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Suat Serdar,E. Frankfurt,5,E. Frankfurt,5,,
Suat Serdar,1. FC Köln,16,1. FC Köln,16,,1
Suat Serdar,FC Bayern,1,FC Bayern,1,,
Suat Serdar,RB Leipzig,2,RB Leipzig,2,,
Suat Serdar,Union Berlin,7,Union Berlin,7,,
Suat Serdar,Bor. Dortmund,3,Bor. Dortmund,3,,
Suat Serdar,VfB Stuttgart,9,VfB Stuttgart,9,,
Suat Serdar,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Suat Serdar,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Suat Serdar,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Suat Serdar,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Suat Serdar,FC Augsburg,13,FC Augsburg,13,1,
Suat Serdar,SC Freiburg,10,SC Freiburg,10,,
Suat Serdar,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Suat Serdar,TSG Hoffenheim,11,TSG Hoffenheim,11,,1
Orel Mangala,SC Freiburg,10,SC Freiburg,10,,
Orel Mangala,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Orel Mangala,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Orel Mangala,Hertha BSC,14,Hertha BSC,14,,
Orel Mangala,1. FC Köln,16,1. FC Köln,16,1,
Orel Mangala,FC Schalke 04,18,FC Schalke 04,18,,
Orel Mangala,E. Frankfurt,5,E. Frankfurt,5,,
Orel Mangala,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Orel Mangala,FC Bayern,1,FC Bayern,1,,
Orel Mangala,Werder Bremen,17,Werder Bremen,17,,
Orel Mangala,Bor. Dortmund,3,Bor. Dortmund,3,,2
Orel Mangala,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Orel Mangala,RB Leipzig,2,RB Leipzig,2,,
Orel Mangala,FC Augsburg,13,FC Augsburg,13,,
Orel Mangala,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Orel Mangala,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Orel Mangala,SC Freiburg,10,SC Freiburg,10,,
Orel Mangala,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,1
Orel Mangala,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Orel Mangala,Hertha BSC,14,Hertha BSC,14,,
Orel Mangala,1. FC Köln,16,1. FC Köln,16,,
Orel Mangala,FC Schalke 04,18,FC Schalke 04,18,,
Orel Mangala,E. Frankfurt,5,E. Frankfurt,5,,
Orel Mangala,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Thorgan Hazard,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Thorgan Hazard,FC Schalke 04,18,FC Schalke 04,18,,
Thorgan Hazard,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Thorgan Hazard,FC Bayern,1,FC Bayern,1,,
Thorgan Hazard,1. FC Köln,16,1. FC Köln,16,1,
Thorgan Hazard,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Thorgan Hazard,FC Bayern,1,FC Bayern,1,,1
Thorgan Hazard,Hertha BSC,14,Hertha BSC,14,,
Thorgan Hazard,1. FC Köln,16,1. FC Köln,16,,
Thorgan Hazard,E. Frankfurt,5,E. Frankfurt,5,,
Thorgan Hazard,VfB Stuttgart,9,VfB Stuttgart,9,,
Thorgan Hazard,Werder Bremen,17,Werder Bremen,17,,1
Thorgan Hazard,Union Berlin,7,Union Berlin,7,,
Thorgan Hazard,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Thorgan Hazard,RB Leipzig,2,RB Leipzig,2,,1
Thorgan Hazard,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Petar Musa,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Petar Musa,FC Schalke 04,18,FC Schalke 04,18,,
Petar Musa,SC Freiburg,10,SC Freiburg,10,,
Petar Musa,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Petar Musa,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Petar Musa,1. FC Köln,16,1. FC Köln,16,,
Petar Musa,Hertha BSC,14,Hertha BSC,14,,1
Petar Musa,FC Bayern,1,FC Bayern,1,,
Petar Musa,VfB Stuttgart,9,VfB Stuttgart,9,1,
Petar Musa,Bor. Dortmund,3,Bor. Dortmund,3,,
Petar Musa,Werder Bremen,17,Werder Bremen,17,,2
Petar Musa,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Petar Musa,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Petar Musa,RB Leipzig,2,RB Leipzig,2,,
Sven Schipplock,E. Frankfurt,5,E. Frankfurt,5,,
Sven Schipplock,1. FC Köln,16,1. FC Köln,16,,
Sven Schipplock,Werder Bremen,17,Werder Bremen,17,,
Sven Schipplock,FC Bayern,1,FC Bayern,1,,
Sven Schipplock,VfL Wolfsburg,4,VfL Wolfsburg,4,1,
Sven Schipplock,Bor. Dortmund,3,Bor. Dortmund,3,,
Sven Schipplock,Union Berlin,7,Union Berlin,7,,
Sven Schipplock,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Sven Schipplock,RB Leipzig,2,RB Leipzig,2,,1
Sven Schipplock,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,1
Sven Schipplock,SC Freiburg,10,SC Freiburg,10,,
Sven Schipplock,FC Augsburg,13,FC Augsburg,13,,
Sven Schipplock,FC Schalke 04,18,FC Schalke 04,18,,
Sven Schipplock,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Sven Schipplock,Hertha BSC,14,Hertha BSC,14,,
Sven Schipplock,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Sven Schipplock,VfB Stuttgart,9,VfB Stuttgart,9,,
Sven Schipplock,E. Frankfurt,5,E. Frankfurt,5,,
Sven Schipplock,1. FC Köln,16,1. FC Köln,16,,
Sven Schipplock,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Sven Schipplock,Bor. Dortmund,3,Bor. Dortmund,3,,
Sven Schipplock,Union Berlin,7,Union Berlin,7,,
Sven Schipplock,Werder Bremen,17,Werder Bremen,17,,
Sven Schipplock,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Sven Schipplock,RB Leipzig,2,RB Leipzig,2,,
Sven Schipplock,SC Freiburg,10,SC Freiburg,10,,
Sven Schipplock,FC Augsburg,13,FC Augsburg,13,,
Sven Schipplock,FC Schalke 04,18,FC Schalke 04,18,,
Sven Schipplock,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Sven Schipplock,Hertha BSC,14,Hertha BSC,14,,
Sven Schipplock,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Sven Schipplock,VfB Stuttgart,9,VfB Stuttgart,9,,
Baptiste Santamaria,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Baptiste Santamaria,Bor. Dortmund,3,Bor. Dortmund,3,,
Baptiste Santamaria,Werder Bremen,17,Werder Bremen,17,,
Baptiste Santamaria,Union Berlin,7,Union Berlin,7,,
Baptiste Santamaria,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Baptiste Santamaria,RB Leipzig,2,RB Leipzig,2,,
Baptiste Santamaria,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Baptiste Santamaria,FC Augsburg,13,FC Augsburg,13,,
Baptiste Santamaria,Bor. M'gladbach,8,Bor. M'gladbach,8,,1
Baptiste Santamaria,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Baptiste Santamaria,FC Schalke 04,18,FC Schalke 04,18,,
Baptiste Santamaria,Hertha BSC,14,Hertha BSC,14,,
Baptiste Santamaria,TSG Hoffenheim,11,TSG Hoffenheim,11,1,
Baptiste Santamaria,1. FC Köln,16,1. FC Köln,16,,
Baptiste Santamaria,FC Bayern,1,FC Bayern,1,,
Baptiste Santamaria,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Baptiste Santamaria,Bor. Dortmund,3,Bor. Dortmund,3,,
Baptiste Santamaria,Werder Bremen,17,Werder Bremen,17,,
Baptiste Santamaria,Union Berlin,7,Union Berlin,7,,
Baptiste Santamaria,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Baptiste Santamaria,RB Leipzig,2,RB Leipzig,2,,
Baptiste Santamaria,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Baptiste Santamaria,FC Augsburg,13,FC Augsburg,13,,
Baptiste Santamaria,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Baptiste Santamaria,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Baptiste Santamaria,FC Schalke 04,18,FC Schalke 04,18,,1
Baptiste Santamaria,Hertha BSC,14,Hertha BSC,14,,
Baptiste Santamaria,1. FC Köln,16,1. FC Köln,16,,
Baptiste Santamaria,FC Bayern,1,FC Bayern,1,,
Baptiste Santamaria,E. Frankfurt,5,E. Frankfurt,5,,
Maxence Lacroix,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Maxence Lacroix,FC Augsburg,13,FC Augsburg,13,,
Maxence Lacroix,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Maxence Lacroix,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Maxence Lacroix,Hertha BSC,14,Hertha BSC,14,,
Maxence Lacroix,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Maxence Lacroix,FC Schalke 04,18,FC Schalke 04,18,,
Maxence Lacroix,Werder Bremen,17,Werder Bremen,17,,1
Maxence Lacroix,1. FC Köln,16,1. FC Köln,16,,
Maxence Lacroix,E. Frankfurt,5,E. Frankfurt,5,,
Maxence Lacroix,FC Bayern,1,FC Bayern,1,,
Maxence Lacroix,VfB Stuttgart,9,VfB Stuttgart,9,,
Maxence Lacroix,Bor. Dortmund,3,Bor. Dortmund,3,,
Maxence Lacroix,RB Leipzig,2,RB Leipzig,2,,
Maxence Lacroix,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Maxence Lacroix,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Maxence Lacroix,SC Freiburg,10,SC Freiburg,10,,1
Maxence Lacroix,FC Augsburg,13,FC Augsburg,13,,
Maxence Lacroix,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Maxence Lacroix,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Maxence Lacroix,Hertha BSC,14,Hertha BSC,14,1,
Maxence Lacroix,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Maxence Lacroix,Werder Bremen,17,Werder Bremen,17,,
Maxence Lacroix,1. FC Köln,16,1. FC Köln,16,,
Maxence Lacroix,E. Frankfurt,5,E. Frankfurt,5,,
Maxence Lacroix,FC Bayern,1,FC Bayern,1,,
Maxence Lacroix,Bor. Dortmund,3,Bor. Dortmund,3,,
Maxence Lacroix,Union Berlin,7,Union Berlin,7,,
Maxence Lacroix,RB Leipzig,2,RB Leipzig,2,,
Maxence Lacroix,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Michael Gregoritsch,Union Berlin,7,Union Berlin,7,1,
Michael Gregoritsch,Bor. Dortmund,3,Bor. Dortmund,3,,
Michael Gregoritsch,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Michael Gregoritsch,RB Leipzig,2,RB Leipzig,2,,
Michael Gregoritsch,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Michael Gregoritsch,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Michael Gregoritsch,Hertha BSC,14,Hertha BSC,14,,
Michael Gregoritsch,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Michael Gregoritsch,SC Freiburg,10,SC Freiburg,10,,
Michael Gregoritsch,TSG Hoffenheim,11,TSG Hoffenheim,11,,1
Michael Gregoritsch,FC Schalke 04,18,FC Schalke 04,18,,1
Michael Gregoritsch,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Michael Gregoritsch,E. Frankfurt,5,E. Frankfurt,5,,
Michael Gregoritsch,1. FC Köln,16,1. FC Köln,16,,
Michael Gregoritsch,VfB Stuttgart,9,VfB Stuttgart,9,,
Michael Gregoritsch,Werder Bremen,17,Werder Bremen,17,,
Michael Gregoritsch,Bor. Dortmund,3,Bor. Dortmund,3,,
Michael Gregoritsch,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Michael Gregoritsch,Hertha BSC,14,Hertha BSC,14,,
Michael Gregoritsch,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Michael Gregoritsch,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Michael Gregoritsch,FC Schalke 04,18,FC Schalke 04,18,,
Michael Gregoritsch,VfB Stuttgart,9,VfB Stuttgart,9,,
Michael Gregoritsch,Werder Bremen,17,Werder Bremen,17,,
Dominik Kohr,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Dominik Kohr,Werder Bremen,17,Werder Bremen,17,,
Dominik Kohr,VfB Stuttgart,9,VfB Stuttgart,9,,
Dominik Kohr,RB Leipzig,2,RB Leipzig,2,,
Dominik Kohr,Bor. Dortmund,3,Bor. Dortmund,3,,
Dominik Kohr,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Dominik Kohr,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Dominik Kohr,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Dominik Kohr,RB Leipzig,2,RB Leipzig,2,,1
Dominik Kohr,VfB Stuttgart,9,VfB Stuttgart,9,,
Dominik Kohr,Union Berlin,7,Union Berlin,7,,
Dominik Kohr,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Dominik Kohr,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Dominik Kohr,FC Schalke 04,18,FC Schalke 04,18,,
Dominik Kohr,SC Freiburg,10,SC Freiburg,10,,
Dominik Kohr,TSG Hoffenheim,11,TSG Hoffenheim,11,1,
Dominik Kohr,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Dominik Kohr,1. FC Köln,16,1. FC Köln,16,,
Dominik Kohr,Werder Bremen,17,Werder Bremen,17,,
Dominik Kohr,FC Bayern,1,FC Bayern,1,,
Dominik Kohr,Hertha BSC,14,Hertha BSC,14,,
Dominik Kohr,E. Frankfurt,5,E. Frankfurt,5,,1
Dominik Kohr,Bor. Dortmund,3,Bor. Dortmund,3,,
Dominik Kohr,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Alphonso Davies,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Alphonso Davies,Hertha BSC,14,Hertha BSC,14,,
Alphonso Davies,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Alphonso Davies,E. Frankfurt,5,E. Frankfurt,5,,
Alphonso Davies,Union Berlin,7,Union Berlin,7,,
Alphonso Davies,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Alphonso Davies,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Alphonso Davies,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Alphonso Davies,SC Freiburg,10,SC Freiburg,10,,
Alphonso Davies,FC Schalke 04,18,FC Schalke 04,18,,
Alphonso Davies,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Alphonso Davies,Arm. Bielefeld,15,Arm. Bielefeld,15,1,
Alphonso Davies,E. Frankfurt,5,E. Frankfurt,5,,
Alphonso Davies,1. FC Köln,16,1. FC Köln,16,,
Alphonso Davies,Bor. Dortmund,3,Bor. Dortmund,3,,1
Alphonso Davies,Werder Bremen,17,Werder Bremen,17,,
Alphonso Davies,VfB Stuttgart,9,VfB Stuttgart,9,,
Alphonso Davies,VfL Wolfsburg,4,VfL Wolfsburg,4,,1
Alphonso Davies,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Alphonso Davies,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Alphonso Davies,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Alphonso Davies,SC Freiburg,10,SC Freiburg,10,,
Alphonso Davies,FC Augsburg,13,FC Augsburg,13,,
Erik Durm,RB Leipzig,2,RB Leipzig,2,,
Erik Durm,Union Berlin,7,Union Berlin,7,,
Erik Durm,Bor. Dortmund,3,Bor. Dortmund,3,,
Erik Durm,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Erik Durm,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Erik Durm,FC Augsburg,13,FC Augsburg,13,,
Erik Durm,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Erik Durm,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Erik Durm,FC Schalke 04,18,FC Schalke 04,18,,1
Erik Durm,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Erik Durm,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Erik Durm,1. FC Köln,16,1. FC Köln,16,,
Erik Durm,Werder Bremen,17,Werder Bremen,17,,
Erik Durm,VfB Stuttgart,9,VfB Stuttgart,9,,
Erik Durm,Bor. Dortmund,3,Bor. Dortmund,3,,
Erik Durm,VfL Wolfsburg,4,VfL Wolfsburg,4,1,1
Erik Durm,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Erik Durm,FC Augsburg,13,FC Augsburg,13,,
Erik Durm,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Erik Durm,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Erik Durm,SC Freiburg,10,SC Freiburg,10,,
Phillipp Mwene,Union Berlin,7,Union Berlin,7,,
Phillipp Mwene,FC Bayern,1,FC Bayern,1,,
Phillipp Mwene,Bor. Dortmund,3,Bor. Dortmund,3,,
Phillipp Mwene,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Phillipp Mwene,RB Leipzig,2,RB Leipzig,2,,
Phillipp Mwene,VfB Stuttgart,9,VfB Stuttgart,9,,
Phillipp Mwene,Union Berlin,7,Union Berlin,7,,
Phillipp Mwene,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Phillipp Mwene,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Phillipp Mwene,FC Augsburg,13,FC Augsburg,13,,
Phillipp Mwene,FC Schalke 04,18,FC Schalke 04,18,,
Phillipp Mwene,SC Freiburg,10,SC Freiburg,10,,
Phillipp Mwene,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Phillipp Mwene,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Phillipp Mwene,1. FC Köln,16,1. FC Köln,16,,1
Phillipp Mwene,Werder Bremen,17,Werder Bremen,17,,
Phillipp Mwene,FC Bayern,1,FC Bayern,1,,1
Phillipp Mwene,Hertha BSC,14,Hertha BSC,14,1,
Phillipp Mwene,E. Frankfurt,5,E. Frankfurt,5,,
Phillipp Mwene,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Lászlo Bénes,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Lászlo Bénes,FC Schalke 04,18,FC Schalke 04,18,,
Lászlo Bénes,SC Freiburg,10,SC Freiburg,10,,
Lászlo Bénes,Hertha BSC,14,Hertha BSC,14,,
Lászlo Bénes,E. Frankfurt,5,E. Frankfurt,5,,
Lászlo Bénes,VfB Stuttgart,9,VfB Stuttgart,9,,
Lászlo Bénes,Werder Bremen,17,Werder Bremen,17,,1
Lászlo Bénes,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Lászlo Bénes,RB Leipzig,2,RB Leipzig,2,,
Lászlo Bénes,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Lászlo Bénes,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Lászlo Bénes,Hertha BSC,14,Hertha BSC,14,1,
Lászlo Bénes,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Lászlo Bénes,SC Freiburg,10,SC Freiburg,10,,
Lászlo Bénes,FC Schalke 04,18,FC Schalke 04,18,,
Lászlo Bénes,E. Frankfurt,5,E. Frankfurt,5,,
Lászlo Bénes,VfB Stuttgart,9,VfB Stuttgart,9,,
Lászlo Bénes,Werder Bremen,17,Werder Bremen,17,,
Lászlo Bénes,FC Bayern,1,FC Bayern,1,,1
Iago,Union Berlin,7,Union Berlin,7,,1
Iago,Bor. Dortmund,3,Bor. Dortmund,3,,
Iago,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Iago,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Iago,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,1
Iago,Hertha BSC,14,Hertha BSC,14,,
Iago,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Iago,SC Freiburg,10,SC Freiburg,10,,
Iago,E. Frankfurt,5,E. Frankfurt,5,,
Iago,1. FC Köln,16,1. FC Köln,16,1,
Iago,VfB Stuttgart,9,VfB Stuttgart,9,,
Iago,FC Bayern,1,FC Bayern,1,,
Iago,Union Berlin,7,Union Berlin,7,,
Iago,Bor. Dortmund,3,Bor. Dortmund,3,,
Iago,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Iago,1. FC Köln,16,1. FC Köln,16,,
Iago,VfB Stuttgart,9,VfB Stuttgart,9,,
Iago,Werder Bremen,17,Werder Bremen,17,,
Philipp Klement,SC Freiburg,10,SC Freiburg,10,,
Philipp Klement,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Philipp Klement,Bay. Leverkusen,6,Bay. Leverkusen,6,,1
Philipp Klement,1. FC Köln,16,1. FC Köln,16,,
Philipp Klement,FC Schalke 04,18,FC Schalke 04,18,,
Philipp Klement,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Philipp Klement,Werder Bremen,17,Werder Bremen,17,,
Philipp Klement,Union Berlin,7,Union Berlin,7,,1
Philipp Klement,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Philipp Klement,FC Augsburg,13,FC Augsburg,13,,
Philipp Klement,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Philipp Klement,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Philipp Klement,SC Freiburg,10,SC Freiburg,10,,
Philipp Klement,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Philipp Klement,FC Schalke 04,18,FC Schalke 04,18,1,
Philipp Klement,Bor. Dortmund,3,Bor. Dortmund,3,,
Philipp Klement,FC Augsburg,13,FC Augsburg,13,,
Philipp Klement,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Levin Öztunali,RB Leipzig,2,RB Leipzig,2,,
Levin Öztunali,VfB Stuttgart,9,VfB Stuttgart,9,,
Levin Öztunali,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Levin Öztunali,Bor. M'gladbach,8,Bor. M'gladbach,8,,1
Levin Öztunali,FC Augsburg,13,FC Augsburg,13,,1
Levin Öztunali,FC Schalke 04,18,FC Schalke 04,18,,
Levin Öztunali,SC Freiburg,10,SC Freiburg,10,,
Levin Öztunali,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Levin Öztunali,E. Frankfurt,5,E. Frankfurt,5,,
Levin Öztunali,Bor. Dortmund,3,Bor. Dortmund,3,1,
Levin Öztunali,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Levin Öztunali,RB Leipzig,2,RB Leipzig,2,,
Levin Öztunali,VfB Stuttgart,9,VfB Stuttgart,9,,
Levin Öztunali,FC Augsburg,13,FC Augsburg,13,,
Levin Öztunali,FC Bayern,1,FC Bayern,1,,
Levin Öztunali,E. Frankfurt,5,E. Frankfurt,5,,
Levin Öztunali,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Gonçalo Paciência,FC Bayern,1,FC Bayern,1,,
Gonçalo Paciência,Werder Bremen,17,Werder Bremen,17,,1
Gonçalo Paciência,RB Leipzig,2,RB Leipzig,2,,
Gonçalo Paciência,Union Berlin,7,Union Berlin,7,1,
Gonçalo Paciência,Bor. Dortmund,3,Bor. Dortmund,3,,
Gonçalo Paciência,VfB Stuttgart,9,VfB Stuttgart,9,,
Gonçalo Paciência,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Gonçalo Paciência,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Gonçalo Paciência,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Gonçalo Paciência,FC Augsburg,13,FC Augsburg,13,,
Gonçalo Paciência,SC Freiburg,10,SC Freiburg,10,,
Gonçalo Paciência,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Gonçalo Paciência,Hertha BSC,14,Hertha BSC,14,,
Gonçalo Paciência,E. Frankfurt,5,E. Frankfurt,5,,1
Gonçalo Paciência,1. FC Köln,16,1. FC Köln,16,,
Lars Bender,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Lars Bender,RB Leipzig,2,RB Leipzig,2,,1
Lars Bender,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Lars Bender,FC Augsburg,13,FC Augsburg,13,,
Lars Bender,SC Freiburg,10,SC Freiburg,10,,1
Lars Bender,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Lars Bender,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Lars Bender,Hertha BSC,14,Hertha BSC,14,,
Lars Bender,FC Schalke 04,18,FC Schalke 04,18,,
Lars Bender,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Lars Bender,Werder Bremen,17,Werder Bremen,17,,
Lars Bender,Bor. Dortmund,3,Bor. Dortmund,3,,
Lars Bender,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Lars Bender,Bor. Dortmund,3,Bor. Dortmund,3,1,
