league,player,team_venue_goal_number,opponent_position,final_score,minute,current_score,goal_type
Premier League,David McGoldrick,Man Utd_H_1,5,2:3,5',1:0,Right-footed shot
Premier League,David McGoldrick,Spurs_H_1,4,1:3,59',1:2,Header
Premier League,David McGoldrick,Aston Villa_H_1,9,1:0,30',1:0,Right-footed shot
Premier League,David McGoldrick,Brighton_H_1,16,1:0,19',1:0,Left-footed shot
Premier League,David McGoldrick,Burnley_H_1,17,1:0,24',1:0,Right-footed shot
Premier League,Joe Willock,Southampton_H_1,13,3:2,16',1:0,Right-footed shot
Premier League,Joe Willock,Spurs_H_1,6,2:2,85',2:2,Left-footed shot
Premier League,Joe Willock,West Ham_H_1,4,3:2,82',3:2,Header
Premier League,Joe Willock,Liverpool_A_1,6,1:1,90'+5,1:1,Right-footed shot
Premier League,Joe Willock,Leicester_A_1,3,2:4,22',0:1,Left-footed shot
Premier League,Joe Willock,Man City_H_1,1,3:4,62',3:2,Penalty rebound
Premier League,Joe Willock,Sheff Utd_H_1,20,1:0,45'+4,1:0,Header
Premier League,Joe Willock,Fulham_A_1,18,0:2,23',0:1,Right-footed shot
Premier League,Bertrand Traoré,West Brom_A_1,19,0:3,84',0:2,Left-footed shot
Premier League,Bertrand Traoré,Crystal Palace_H_1,12,3:0,5',1:0,Counter attack goal
Premier League,Bertrand Traoré,Man Utd_A_1,2,2:1,58',1:1,Left-footed shot
Premier League,Bertrand Traoré,Newcastle_H_1,13,2:0,42',2:0,Right-footed shot
Premier League,Bertrand Traoré,Leicester_H_1,3,1:2,48',1:2,Left-footed shot
Premier League,Bertrand Traoré,Man Utd_H_1,2,1:3,24',1:0,Left-footed shot
Premier League,Bertrand Traoré,Chelsea_H_1,3,2:1,43',1:0,Left-footed shot
Premier League,Richarlison,Crystal Palace_A_1,6,1:2,40',1:2,Penalty
Premier League,Richarlison,Leicester_A_1,3,0:2,21',0:1,Right-footed shot
Premier League,Richarlison,Man City_H_1,3,1:3,37',1:1,Right-footed shot
Premier League,Richarlison,Liverpool_A_1,6,0:2,3',0:1,
Premier League,Richarlison,Southampton_H_1,14,1:0,9',1:0,Right-footed shot
Premier League,Richarlison,West Brom_A_1,19,0:1,65',0:1,Header
Premier League,Richarlison,Wolves_H_1,12,1:0,48',1:0,Header
Premier League,Mason Greenwood,West Ham_A_1,7,1:3,68',1:2,Left-footed shot
Premier League,Mason Greenwood,Brighton_H_1,16,2:1,83',2:1,Header
Premier League,Mason Greenwood,Spurs_A_1,6,1:3,90'+6,1:3,Right-footed shot
Premier League,Mason Greenwood,Burnley_H_1,16,3:1,48',1:0,Left-footed shot
Premier League,Mason Greenwood,Aston Villa_A_1,9,1:3,56',1:2,Left-footed shot
Premier League,Mason Greenwood,Leicester_H_1,4,1:2,15',1:1,Right-footed shot
Premier League,Rodrigo,Man City_H_1,8,1:1,59',1:1,Right-footed shot
Premier League,Rodrigo,Newcastle_H_1,12,5:2,61',2:1,Header
Premier League,Rodrigo,West Brom_A_1,19,0:5,40',0:4,Left-footed shot
Premier League,Rodrigo,Spurs_H_1,7,3:1,84',3:1,Left-footed shot
Premier League,Rodrigo,Burnley_A_1,15,0:4,77',0:3,Left-footed shot
Premier League,Rodrigo,West Brom_H_1,19,3:1,17',1:0,Header
Premier League,Ferran Torres,Burnley_H_1,17,5:0,66',4:0,Right-footed shot
Premier League,Ferran Torres,Newcastle_H_1,13,2:0,55',2:0,Right-footed shot
Premier League,Ferran Torres,Leeds_H_1,11,1:2,76',1:1,Right-footed shot
Premier League,Ferran Torres,Crystal Palace_A_1,14,0:2,59',0:2,Left-footed shot
Premier League,Ferran Torres,Newcastle_A_1,16,3:4,42',1:2,Right-footed shot
Premier League,Jorginho,Brighton_A_1,16,1:3,23',0:1,Penalty
Premier League,Jorginho,Crystal Palace_H_1,5,4:0,78',3:0,Penalty
Premier League,Jorginho,Spurs_A_1,5,0:1,24',0:1,Penalty
Premier League,Jorginho,Sheff Utd_A_1,20,1:2,58',1:2,Penalty
Premier League,Jorginho,Everton_H_1,6,2:0,65',2:0,Penalty
Premier League,Jorginho,Leicester_H_1,3,2:1,66',2:0,Penalty
Premier League,Timo Werner,Southampton_H_1,12,3:3,15',1:0,Right-footed shot
Premier League,Timo Werner,Burnley_A_1,19,0:3,70',0:3,Right-footed shot
Premier League,Timo Werner,Sheff Utd_H_1,19,4:1,80',4:1,Right-footed shot
Premier League,Timo Werner,Newcastle_H_1,16,2:0,39',2:0,Right-footed shot
Premier League,Timo Werner,West Ham_A_1,5,0:1,43',0:1,Right-footed shot
Premier League,Jack Grealish,Fulham_A_1,18,0:3,4',0:1,Right-footed shot
Premier League,Jack Grealish,Liverpool_H_1,2,7:2,66',6:2,Right-footed shot
Premier League,Jack Grealish,Southampton_H_1,8,3:4,90'+7,3:4,Right-footed shot
Premier League,Jack Grealish,West Ham_A_1,10,2:1,25',1:1,Right-footed shot
Premier League,Jack Grealish,Burnley_A_1,15,3:2,68',1:2,Right-footed shot
Premier League,Kevin De Bruyne,Wolves_A_1,6,1:3,20',0:1,Penalty
Premier League,Kevin De Bruyne,Fulham_H_1,17,2:0,26',2:0,Penalty
Premier League,Kevin De Bruyne,Chelsea_A_1,8,1:3,34',0:3,Counter attack goal
Premier League,Kevin De Bruyne,Southampton_H_1,13,5:2,15',1:0,Left-footed shot
Premier League,Kevin De Bruyne,Everton_H_1,8,5:0,11',1:0,Right-footed shot
Premier League,Raphinha,Everton_A_1,6,0:1,79',0:1,Left-footed shot
Premier League,Raphinha,West Brom_A_1,19,0:5,72',0:5,Left-footed shot
Premier League,Raphinha,Newcastle_A_1,16,1:2,17',0:1,Counter attack goal
Premier League,Raphinha,Everton_H_1,7,1:2,48',1:2,Left-footed shot
Premier League,Raphinha,Southampton_H_1,7,3:0,84',3:0,Direct free kick
Premier League,Raphinha,Fulham_A_1,18,1:2,58',1:2,Right-footed shot
Premier League,Mason Mount,West Brom_A_1,20,3:3,55',3:1,Right-footed shot
Premier League,Mason Mount,Fulham_A_1,18,0:1,78',0:1,Right-footed shot
Premier League,Mason Mount,Sheff Utd_A_1,20,1:2,43',0:1,Left-footed shot
Premier League,Mason Mount,Southampton_A_1,13,1:1,54',1:1,Penalty
Premier League,Mason Mount,Liverpool_A_1,6,0:1,42',0:1,Right-footed shot
Premier League,Mason Mount,West Brom_H_1,19,2:5,71',2:4,Left-footed shot
Premier League,Gylfi Sigurdsson,Chelsea_H_1,3,1:0,22',1:0,Penalty
Premier League,Gylfi Sigurdsson,Sheff Utd_A_1,20,0:1,80',0:1,Right-footed shot
Premier League,Gylfi Sigurdsson,Leeds_A_1,10,1:2,9',0:1,Right-footed shot
Premier League,Gylfi Sigurdsson,Liverpool_A_1,6,0:2,83',0:2,Penalty
Premier League,Gylfi Sigurdsson,Spurs_H_1,7,2:2,31',1:1,Penalty
Premier League,James Rodríguez,West Brom_H_1,20,5:2,45',2:1,Left-footed shot
Premier League,James Rodríguez,Brighton_H_1,14,4:2,52',3:1,Left-footed shot
Premier League,James Rodríguez,Leicester_H_1,3,1:1,30',1:0,Right-footed shot
Premier League,James Rodríguez,Man Utd_A_1,2,3:3,52',2:2,Left-footed shot
Premier League,James Rodríguez,Crystal Palace_H_1,12,1:1,56',1:0,
Premier League,Youri Tielemans,Man City_A_1,4,2:5,88',2:5,Penalty
Premier League,Youri Tielemans,Leeds_A_1,7,1:4,21',0:2,Left-footed shot
Premier League,Youri Tielemans,Newcastle_A_1,15,1:2,72',0:2,Right-footed shot
Premier League,Youri Tielemans,Everton_A_1,6,1:1,67',1:1,Right-footed shot
Premier League,Youri Tielemans,Arsenal_H_1,11,1:3,6',1:0,Right-footed shot
Premier League,Danny Welbeck,Aston Villa_A_1,6,1:2,12',0:1,Right-footed shot
Premier League,Danny Welbeck,Sheff Utd_H_1,20,1:1,87',1:1,Left-footed shot
Premier League,Danny Welbeck,Newcastle_H_1,17,3:0,51',2:0,Right-footed shot
Premier League,Danny Welbeck,Man Utd_A_1,2,2:1,13',0:1,Header
Premier League,Danny Welbeck,Leeds_H_1,9,2:0,79',2:0,Left-footed shot
Premier League,Danny Welbeck,West Ham_H_1,6,1:1,84',1:0,Right-footed shot
Premier League,Tammy Abraham,West Brom_A_1,20,3:3,90'+3,3:3,Tap-in
Premier League,Tammy Abraham,Sheff Utd_H_1,19,4:1,23',1:1,Right-footed shot
Premier League,Tammy Abraham,Newcastle_A_1,14,0:2,65',0:2,Counter attack goal
Premier League,Tammy Abraham,West Ham_H_1,10,3:0,78',2:0,Right-footed shot
Premier League,Tammy Abraham,Arsenal_A_1,15,3:1,85',3:1,Chest
Premier League,Pedro Neto,Fulham_H_1,20,1:0,56',1:0,Left-footed shot
Premier League,Pedro Neto,Southampton_H_1,4,1:1,75',1:1,Left-footed shot
Premier League,Pedro Neto,Arsenal_A_1,13,1:2,27',0:1,Right-footed shot
Premier League,Pedro Neto,Chelsea_H_1,6,2:1,90'+5,2:1,Counter attack goal
Premier League,Pedro Neto,Southampton_A_1,12,1:2,66',1:2,Left-footed shot
Premier League,Leandro Trossard,Chelsea_H_1,4,1:3,54',1:1,Left-footed shot
Premier League,Leandro Trossard,Spurs_H_1,5,1:0,17',1:0,Right-footed shot
Premier League,Leandro Trossard,Southampton_A_1,13,1:2,56',1:2,Right-footed shot
Premier League,Leandro Trossard,Newcastle_H_1,17,3:0,45'+3,1:0,Right-footed shot
Premier League,Leandro Trossard,Man City_H_1,1,3:2,50',1:2,Right-footed shot
Premier League,Pablo Fornals,Leicester_A_1,1,0:3,34',0:2,Left-footed shot
Premier League,Pablo Fornals,Liverpool_A_1,2,2:1,10',0:1,Right-footed shot
Premier League,Pablo Fornals,Wolves_A_1,13,2:3,14',0:2,Right-footed shot
Premier League,Pablo Fornals,Southampton_H_1,14,3:0,30',1:0,Right-footed shot
Premier League,Bukayo Saka,Sheff Utd_H_1,19,2:1,61',1:0,Header
Premier League,Bukayo Saka,Chelsea_H_1,6,3:1,56',3:0,Right-footed shot
Premier League,Bukayo Saka,West Brom_A_1,19,0:4,28',0:2,Left-footed shot
Premier League,Bukayo Saka,Newcastle_H_1,16,3:0,60',2:0,Left-footed shot
Premier League,Bukayo Saka,Southampton_A_1,10,1:3,39',1:2,Right-footed shot
Premier League,Bobby Reid,Leeds_A_1,11,4:3,62',4:2,Right-footed shot
Premier League,Bobby Reid,West Brom_H_1,17,2:0,26',1:0,Header
Premier League,Bobby Reid,Everton_H_1,8,2:3,15',1:1,Right-footed shot
Premier League,Bobby Reid,Liverpool_H_1,2,1:1,25',1:0,Right-footed shot
Premier League,Bobby Reid,West Brom_A_1,19,2:2,10',0:1,Right-footed shot
Premier League,Rúben Neves,Brighton_A_1,17,3:3,44',1:3,Penalty
Premier League,Rúben Neves,Everton_H_1,8,1:2,14',1:1,Right-footed shot
Premier League,Rúben Neves,Arsenal_H_1,11,2:1,45'+5,1:1,Penalty
Premier League,Rúben Neves,Southampton_A_1,12,1:2,53',1:1,Penalty
Premier League,Rúben Neves,Newcastle_A_1,17,1:1,73',1:1,Header
Premier League,Lewis Dunk,West Ham_A_1,10,2:2,70',1:2,Right-footed shot
Premier League,Lewis Dunk,Wolves_H_1,12,3:3,70',3:3,Header
Premier League,Lewis Dunk,Burnley_A_1,16,1:1,36',0:1,Header
Premier League,Lewis Dunk,Southampton_A_1,13,1:2,16',0:1,Header
Premier League,Lewis Dunk,Wolves_A_1,12,2:1,13',0:1,Header
Premier League,Callum Robinson,Chelsea_H_1,10,3:3,4',1:0,Left-footed shot
Premier League,Callum Robinson,Chelsea_A_1,4,2:5,63',1:3,Right-footed shot
Premier League,Callum Robinson,Southampton_H_1,13,3:0,69',3:0,Left-footed shot
Premier League,Kurt Zouma,Brighton_A_1,16,1:3,66',1:3,Right-footed shot
Premier League,Kurt Zouma,Crystal Palace_H_1,5,4:0,66',2:0,Header
Premier League,Kurt Zouma,Burnley_A_1,19,0:3,63',0:2,Header
Premier League,Kurt Zouma,Leeds_H_1,12,3:1,61',2:1,Header
Premier League,Kurt Zouma,Crystal Palace_A_1,12,1:4,30',0:3,Header
Premier League,Eberechi Eze,Leeds_H_1,12,4:1,22',2:0,Direct free kick
Premier League,Eberechi Eze,Sheff Utd_H_1,20,2:0,45'+6,2:0,Solo run
Premier League,Eberechi Eze,Wolves_H_1,13,1:0,60',1:0,Left-footed shot
Premier League,Eberechi Eze,Sheff Utd_A_1,20,0:2,88',0:2,Counter attack goal
Premier League,Anthony Martial,Sheff Utd_A_1,20,2:3,33',1:2,Right-footed shot
Premier League,Anthony Martial,Aston Villa_H_1,4,2:1,40',1:0,Header
Premier League,Anthony Martial,Southampton_H_1,12,9:0,69',5:0,Right-footed shot
Premier League,Mateusz Klich,Liverpool_A_1,3,4:3,66',3:3,Right-footed shot
Premier League,Mateusz Klich,Fulham_H_1,19,4:3,41',2:1,Penalty
Premier League,Mateusz Klich,West Ham_H_1,9,1:2,6',1:0,Penalty
Premier League,Mateusz Klich,Burnley_A_1,15,0:4,44',0:1,Right-footed shot
Premier League,Stuart Armstrong,Newcastle_H_1,11,2:0,82',2:0,Left-footed shot
Premier League,Stuart Armstrong,Sheff Utd_H_1,20,3:0,62',2:0,Left-footed shot
Premier League,Stuart Armstrong,Arsenal_H_1,11,1:3,3',1:0,Right-footed shot
Premier League,Stuart Armstrong,Burnley_H_1,15,3:2,31',1:2,Right-footed shot
Premier League,Kai Havertz,Southampton_H_1,12,3:3,59',3:2,Left-footed shot
Premier League,Kai Havertz,Crystal Palace_A_1,12,1:4,8',0:1,Left-footed shot
Premier League,Kai Havertz,Fulham_H_1,18,2:0,10',1:0,Left-footed shot
Premier League,Ademola Lookman,Sheff Utd_A_1,18,1:1,77',0:1,Left-footed shot
Premier League,Ademola Lookman,Leicester_A_1,4,1:2,30',0:1,Counter attack goal
Premier League,Ademola Lookman,Man Utd_H_1,1,1:2,5',1:0,Right-footed shot
Premier League,Ademola Lookman,Sheff Utd_H_1,20,1:0,61',1:0,Right-footed shot
Premier League,Fábio Silva,Burnley_A_1,17,2:1,89',2:1,Penalty
Premier League,Fábio Silva,West Brom_H_1,19,2:3,38',1:1,Right-footed shot
Premier League,Fábio Silva,West Ham_H_1,5,2:3,68',2:3,Right-footed shot
Premier League,Fábio Silva,West Brom_A_1,19,1:1,45'+2,0:1,Right-footed shot
Premier League,Joelinton,Crystal Palace_A_1,12,0:2,89',0:2,Counter attack goal
Premier League,Joelinton,Spurs_H_1,6,2:2,28',1:0,Right-footed shot
Premier League,Joelinton,West Ham_H_1,4,3:2,41',2:0,Right-footed shot
Premier League,Joelinton,Man City_H_1,1,3:4,45'+6,2:2,Penalty
Premier League,Christian Pulisic,Leeds_H_1,12,3:1,90'+3,3:1,Left-footed shot
Premier League,Christian Pulisic,West Brom_H_1,19,2:5,27',1:0,Right-footed shot
Premier League,Christian Pulisic,Crystal Palace_A_1,12,1:4,10',0:2,Left-footed shot
Premier League,Miguel Almirón,West Brom_H_1,19,2:1,1',1:0,Left-footed shot
Premier League,Miguel Almirón,Leeds_H_1,12,1:2,57',1:1,Left-footed shot
Premier League,Miguel Almirón,Southampton_H_1,13,3:2,26',2:0,Left-footed shot
Premier League,Scott McTominay,Leeds_H_1,13,6:2,2',1:0,Right-footed shot
Premier League,Scott McTominay,Southampton_H_1,12,9:0,71',6:0,Right-footed shot
Premier League,Scott McTominay,Everton_H_1,6,3:3,70',3:2,Header
Premier League,Sergio Agüero,Fulham_A_1,18,0:3,60',0:3,Penalty
Premier League,Sergio Agüero,Crystal Palace_A_1,14,0:2,57',0:1,Right-footed shot
Premier League,Sergio Agüero,Everton_H_1,8,5:0,71',4:0,Right-footed shot
Premier League,John Stones,Crystal Palace_H_1,13,4:0,26',1:0,Header
Premier League,John Stones,West Ham_H_1,4,2:1,68',2:1,Right-footed shot
Premier League,John Stones,Fulham_A_1,18,0:3,47',0:1,Right-footed shot
Premier League,Olivier Giroud,Leeds_H_1,12,3:1,27',1:1,Left-footed shot
Premier League,Olivier Giroud,Wolves_A_1,13,2:1,49',0:1,Left-footed shot
Premier League,Olivier Giroud,Aston Villa_H_1,5,1:1,34',1:0,Header
Premier League,Olivier Giroud,Newcastle_H_1,16,2:0,31',1:0,Left-footed shot
Premier League,Raúl Jiménez,Sheff Utd_A_1,20,0:2,3'+1,0:1,Right-footed shot
Premier League,Raúl Jiménez,Man City_H_1,4,1:3,78',1:2,Header
Premier League,Raúl Jiménez,Leeds_A_1,8,0:1,70',0:1,Right-footed shot
Premier League,Raúl Jiménez,Newcastle_H_1,14,1:1,80',1:0,Right-footed shot
Premier League,Pascal Groß,Liverpool_H_1,2,1:1,90'+3,1:1,Penalty
Premier League,Pascal Groß,Southampton_H_1,8,1:2,26',1:0,Penalty
Premier League,Pascal Groß,Leeds_H_1,9,2:0,14',1:0,Penalty
Premier League,John McGinn,Liverpool_H_1,2,7:2,35',3:1,Left-footed shot
Premier League,John McGinn,Man City_H_1,1,1:2,1',1:0,Left-footed shot
Premier League,John McGinn,Crystal Palace_A_1,13,3:2,17',0:1,Left-footed shot
Premier League,Ben Chilwell,Crystal Palace_H_1,5,4:0,50',1:0,Left-footed shot
Premier League,Ben Chilwell,Sheff Utd_H_1,19,4:1,34',2:1,Right-footed shot
Premier League,Ben Chilwell,Aston Villa_A_1,11,2:1,70',2:1,Left-footed shot
Premier League,Paul Pogba,West Ham_A_1,7,1:3,65',1:1,Right-footed shot
Premier League,Paul Pogba,Burnley_A_1,17,0:1,71',0:1,Right-footed shot
Premier League,Paul Pogba,Fulham_A_1,18,1:2,65',1:2,Left-footed shot
Premier League,Allan Saint-Maximin,Burnley_H_1,18,3:1,14',1:0,Right-footed shot
Premier League,Allan Saint-Maximin,Man Utd_A_1,2,3:1,36',1:1,Right-footed shot
Premier League,Allan Saint-Maximin,Burnley_A_1,15,1:2,64',1:2,Left-footed shot
Premier League,Lucas Moura,Newcastle_H_1,13,1:1,25',1:0,Left-footed shot
Premier League,Lucas Moura,West Ham_A_1,5,2:1,64',2:1,Header
Premier League,Lucas Moura,Burnley_H_1,15,4:0,31',3:0,Left-footed shot
Premier League,Ashley Westwood,Newcastle_A_1,12,3:1,61',1:1,Right-footed shot
Premier League,Ashley Westwood,Wolves_A_1,12,0:4,85',0:4,Right-footed shot
Premier League,Ashley Westwood,Fulham_A_1,18,0:2,35',0:1,Left-footed shot
Premier League,Aleksandar Mitrovic,Leeds_A_1,11,4:3,34',1:1,Penalty
Premier League,Aleksandar Mitrovic,Aston Villa_A_1,9,3:1,61',0:1,Left-footed shot
Premier League,Hélder Costa,Fulham_H_1,19,4:3,5',1:0,Left-footed shot
Premier League,Hélder Costa,Arsenal_A_1,11,4:2,69',4:2,Right-footed shot
Premier League,Theo Walcott,Wolves_A_1,11,1:1,58',0:1,Right-footed shot
Premier League,Theo Walcott,Arsenal_A_1,15,1:1,18',0:1,Right-footed shot
Premier League,Theo Walcott,Fulham_H_1,18,3:1,82',3:1,Right-footed shot
Premier League,Tanguy Ndombélé,Man Utd_A_1,9,1:6,4',1:1,Left-footed shot
Premier League,Tanguy Ndombélé,Wolves_A_1,11,1:1,1',0:1,Right-footed shot
Premier League,Tanguy Ndombélé,Sheff Utd_A_1,20,1:3,62',1:3,Right-footed shot
Premier League,Matej Vydra,Leicester_H_1,3,1:1,4',1:0,Left-footed shot
Premier League,Matej Vydra,Southampton_A_1,14,3:2,28',0:2,Left-footed shot
Premier League,Matej Vydra,Newcastle_H_1,17,1:2,18',1:0,Right-footed shot
Premier League,Daniel Podence,Crystal Palace_H_1,9,2:0,27',2:0,Left-footed shot
Premier League,Daniel Podence,Arsenal_A_1,13,1:2,42',1:2,Right-footed shot
Premier League,Daniel Podence,Chelsea_H_1,6,2:1,66',1:1,Right-footed shot
Premier League,Mbaye Diagne,Man Utd_H_1,2,1:1,2',1:0,Header
Premier League,Mbaye Diagne,Chelsea_A_1,4,2:5,68',1:4,Right-footed shot
Premier League,Mbaye Diagne,Wolves_H_1,12,1:1,62',1:1,Header
Premier League,Michael Keane,West Brom_H_1,20,5:2,54',3:2,Tap-in
Premier League,Michael Keane,Liverpool_H_1,5,2:2,19',1:1,Header
Premier League,Michael Keane,Wolves_A_1,13,1:2,77',1:2,Header
Premier League,Kyle Bartley,Chelsea_H_1,10,3:3,27',3:0,Right-footed shot
Premier League,Kyle Bartley,Fulham_H_1,18,2:2,47',1:1,Right-footed shot
Premier League,Kyle Bartley,Brighton_H_1,16,1:0,11',1:0,Header
Premier League,Ross Barkley,Liverpool_H_1,2,7:2,55',5:1,Left-footed shot
Premier League,Ross Barkley,Leicester_A_1,3,0:1,90'+1,0:1,Right-footed shot
Premier League,Ross Barkley,Southampton_A_1,12,0:1,41',0:1,Header
Premier League,Daniel James,Leeds_H_1,13,6:2,66',5:1,Right-footed shot
Premier League,Daniel James,Southampton_H_1,12,9:0,90'+3,9:0,Right-footed shot
Premier League,Daniel James,Newcastle_H_1,17,3:1,57',2:1,Right-footed shot
Premier League,Ivan Cavaleiro,Leicester_A_1,4,1:2,38',0:2,Penalty
Premier League,Ivan Cavaleiro,Spurs_A_1,7,1:1,74',1:1,Header
Premier League,Ivan Cavaleiro,West Brom_A_1,19,2:2,77',2:2,Header
Premier League,Jannik Vestergaard,Chelsea_A_1,7,3:3,90'+2,3:3,Header
Premier League,Jannik Vestergaard,Aston Villa_A_1,4,3:4,20',0:1,Header
Premier League,Jannik Vestergaard,Brighton_A_1,16,1:2,45',1:1,Header
Premier League,Angelo Ogbonna,Aston Villa_H_1,8,2:1,2',1:0,Header
Premier League,Angelo Ogbonna,Leeds_A_1,13,1:2,80',1:2,Header
Premier League,Angelo Ogbonna,West Brom_A_1,19,1:3,82',1:2,Header
Premier League,Romain Saïss,Sheff Utd_A_1,20,0:2,6'+1,0:2,Header
Premier League,Romain Saïss,Spurs_H_1,8,1:1,86',1:1,Header
Premier League,Romain Saïss,Brighton_A_1,17,3:3,19',1:1,Header
Premier League,Craig Dawson,Crystal Palace_A_1,13,2:3,65',1:3,Header
Premier League,Craig Dawson,Liverpool_H_1,4,1:3,87',1:3,Right-footed shot
Premier League,Craig Dawson,Leeds_H_1,11,2:0,28',2:0,Header
Premier League,Ashley Barnes,Wolves_H_1,11,2:1,35',1:0,Header
Premier League,Ashley Barnes,Liverpool_A_1,3,0:1,83',0:1,Penalty
Premier League,Ashley Barnes,Fulham_H_1,18,1:1,52',1:1,Left-footed shot
Premier League,Takumi Minamino,Crystal Palace_A_1,12,0:7,3',0:1,Right-footed shot
Premier League,Takumi Minamino,Newcastle_A_1,17,3:2,30',2:1,Left-footed shot
Premier League,Takumi Minamino,Chelsea_H_1,4,1:1,33',1:0,Right-footed shot
Premier League,Billy Sharp,Fulham_H_1,20,1:1,85',1:1,Penalty
Premier League,Billy Sharp,Newcastle_H_1,15,1:0,73',1:0,Penalty
Premier League,Billy Sharp,West Brom_H_1,19,2:1,73',2:1,Right-footed shot
Premier League,Sébastien Haller,Wolves_H_1,11,4:0,90'+3,4:0,Header
Premier League,Sébastien Haller,Sheff Utd_A_1,20,0:1,56',0:1,Right-footed shot
Premier League,Sébastien Haller,Crystal Palace_H_1,11,1:1,55',1:1,Right-footed shot
Premier League,Josh Maja,Everton_A_1,8,0:2,48',0:1,Right-footed shot
Premier League,Josh Maja,Arsenal_A_1,10,1:1,59',0:1,Penalty
Premier League,Trent Alexander-Arnold,Spurs_A_1,4,1:3,47',0:2,Right-footed shot
Premier League,Trent Alexander-Arnold,Aston Villa_H_1,9,2:1,90'+1,2:1,Right-footed shot
Premier League,Bernardo Silva,Aston Villa_H_1,11,2:0,79',1:0,Left-footed shot
Premier League,Bernardo Silva,Everton_A_1,4,1:3,77',1:3,Left-footed shot
Premier League,Dwight McNeil,Aston Villa_H_1,8,3:2,76',2:2,Left-footed shot
Premier League,Dwight McNeil,Everton_A_1,7,1:2,24',0:2,Left-footed shot
Premier League,Pierre-Emile Höjbjerg,Liverpool_H_1,5,1:3,49',1:2,Right-footed shot
Premier League,Pierre-Emile Höjbjerg,Wolves_H_1,12,2:0,62',2:0,Right-footed shot
Premier League,Aaron Wan-Bissaka,Newcastle_A_1,10,1:4,90',1:3,Right-footed shot
Premier League,Aaron Wan-Bissaka,Southampton_H_1,12,9:0,18',1:0,Right-footed shot
Premier League,Emile Smith Rowe,West Brom_H_1,19,3:1,29',1:0,Left-footed shot
Premier League,Emile Smith Rowe,Chelsea_A_1,3,0:1,16',0:1,Left-footed shot
Premier League,Adama Traoré,Fulham_A_1,18,0:1,90'+2,0:1,Right-footed shot
Premier League,Adama Traoré,Brighton_H_1,15,2:1,76',1:1,Right-footed shot
Premier League,Ezgjan Alioski,Newcastle_H_1,12,5:2,85',4:2,Counter attack goal
Premier League,Ezgjan Alioski,West Brom_A_1,19,0:5,31',0:2,Left-footed shot
Premier League,Abdoulaye Doucouré,Fulham_A_1,17,2:3,35',1:3,Header
Premier League,Abdoulaye Doucouré,Man Utd_A_1,2,3:3,49',2:1,Left-footed shot
Premier League,Nathan Redmond,Sheff Utd_H_1,20,3:0,83',3:0,Right-footed shot
Premier League,Nathan Redmond,Burnley_H_1,15,3:2,66',3:2,Right-footed shot
Premier League,João Cancelo,West Brom_A_1,19,0:5,20',0:2,Left-footed shot
Premier League,João Cancelo,Newcastle_A_1,16,3:4,39',1:1,Right-footed shot
Premier League,Timothy Castagne,West Brom_A_1,19,0:3,56',0:1,Header
Premier League,Timothy Castagne,Crystal Palace_H_1,14,2:1,50',1:1,Left-footed shot
Premier League,Jeffrey Schlupp,Spurs_H_1,1,1:1,81',1:1,Tap-in
Premier League,Jeffrey Schlupp,Sheff Utd_H_1,20,2:0,4',1:0,Right-footed shot
Premier League,Jacob Murphy,Wolves_A_1,8,1:1,89',1:1,Direct free kick
Premier League,Jacob Murphy,Burnley_A_1,15,1:2,59',1:1,Right-footed shot
Premier League,Callum Hudson-Odoi,West Brom_A_1,20,3:3,70',3:2,Right-footed shot
Premier League,Callum Hudson-Odoi,Man City_H_1,3,1:3,90'+2,1:3,Right-footed shot
Premier League,Hakim Ziyech,Burnley_A_1,19,0:3,26',0:1,Left-footed shot
Premier League,Hakim Ziyech,Man City_A_1,1,1:2,63',1:1,Left-footed shot
Premier League,Serge Aurier,Man Utd_A_1,9,1:6,51',1:5,Right-footed shot
Premier League,Serge Aurier,Sheff Utd_A_1,20,1:3,5',0:1,Header
Premier League,Tyrone Mings,Fulham_A_1,18,0:3,48',0:3,Left-footed shot
Premier League,Tyrone Mings,Southampton_H_1,8,3:4,62',1:4,Header
Premier League,Rodri,Spurs_H_1,5,3:0,23',1:0,Penalty
Premier League,Rodri,Aston Villa_A_1,9,1:2,40',1:2,Header
Premier League,Conor Gallagher,Sheff Utd_H_1,20,1:0,13',1:0,Right-footed shot
Premier League,Conor Gallagher,Crystal Palace_H_1,15,1:5,30',1:1,Right-footed shot
Premier League,Jonny Evans,West Brom_H_1,19,3:0,26',2:0,Header
Premier League,Jonny Evans,Southampton_A_1,13,1:1,68',1:1,Header
Premier League,James Justin,Burnley_H_1,12,4:2,61',3:1,Right-footed shot
Premier League,James Justin,Fulham_A_1,18,0:2,44',0:2,Right-footed shot
Premier League,Michy Batshuayi,West Ham_H_1,7,2:3,90'+7,2:3,Left-footed shot
Premier League,Michy Batshuayi,Everton_A_1,7,1:1,86',1:1,
Premier League,Harry Maguire,Newcastle_A_1,10,1:4,23',1:1,Header
Premier League,Harry Maguire,Sheff Utd_H_1,20,1:2,64',1:1,Header
Premier League,Matt Phillips,Sheff Utd_A_1,20,2:1,41',0:1,Right-footed shot
Premier League,Matt Phillips,Southampton_H_1,13,3:0,35',2:0,Right-footed shot
Premier League,Declan Rice,Sheff Utd_H_1,20,3:0,41',1:0,Penalty
